description,type,name,region_s,year,price
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2010,2.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2010,2.48
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2010,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2010,2.9000001
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2010,13.8
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2010,18.780001
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2010,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2010,14.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2010,14.65
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2010,13.38
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2010,15.445
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2010,11.45
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2010,12.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2010,11.47
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2010,11.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2010,21.134998
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2010,7.1500001
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2010,7.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2010,6.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2010,6.9699998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2010,6.6399999
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2010,6.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2010,6.0999999
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2010,7.1500001
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2010,6.7600002
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2010,6.5649996
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2010,7.1500001
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2010,5.8899999
DRAUGHT STOUT PER PINT,Drink,Stout,London,2010,3.05
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2010,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2010,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2010,3.3
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2010,3.05
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2010,3.0
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2010,3.05
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2010,2.79
DRAUGHT STOUT PER PINT,Drink,Stout,North,2010,2.8499999
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2010,2.9200001
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2010,2.8
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2010,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2011,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2011,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2011,2.95
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2011,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2011,2.75
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2011,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2011,2.75
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2011,2.3499999
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2011,2.55
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2011,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2011,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2011,3.0999999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2011,14.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2011,17.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2011,14.24
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2011,14.190001
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2011,15.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2011,14.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2011,15.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2011,13.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2011,13.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2011,13.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2011,14.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2011,21.965
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2011,7.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2011,8.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2011,8.4200001
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2011,7.98
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2011,7.5700002
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2011,6.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2011,7.48
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2011,8.3900003
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2011,7.75
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2011,8.1499996
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2011,8.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2011,6.6999998
DRAUGHT STOUT PER PINT,Drink,Stout,London,2011,3.25
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2011,3.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2011,3.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2011,3.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2011,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2011,3.1500001
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2011,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2011,2.96
DRAUGHT STOUT PER PINT,Drink,Stout,North,2011,3.0
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2011,3.0999999
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2011,2.95
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2011,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2012,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2012,3.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2012,3.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2012,2.8499999
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2012,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2012,2.6500001
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2012,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2012,2.25
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2012,2.6500001
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2012,2.75
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2012,2.8
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2012,3.2
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2012,15.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2012,17.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2012,15.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2012,14.79
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2012,16.889999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2012,15.47
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2012,15.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2012,14.79
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2012,16.119999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2012,14.79
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2012,15.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2012,23.15
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2012,8.9700003
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2012,8.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2012,8.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2012,8.7700005
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2012,8.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2012,7.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2012,7.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2012,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2012,8.5349998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2012,8.6899996
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2012,8.6499996
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2012,7.5
DRAUGHT STOUT PER PINT,Drink,Stout,London,2012,3.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2012,3.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2012,3.55
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2012,3.5
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2012,3.3499999
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2012,3.25
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2012,3.3
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2012,3.05
DRAUGHT STOUT PER PINT,Drink,Stout,North,2012,3.1500001
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2012,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2012,3.0999999
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2012,3.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2013,3.1500001
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2013,3.1750002
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2013,3.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2013,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2013,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2013,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2013,2.95
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2013,2.45
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2013,2.75
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2013,2.8
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2013,2.8499999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2013,3.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2013,16.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2013,17.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2013,18.09
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2013,15.190001
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2013,18.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2013,13.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2013,15.62
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2013,14.79
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2013,15.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2013,15.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2013,20.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2013,23.5
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2013,9.75
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2013,10.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2013,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2013,9.3000002
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2013,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2013,7.79
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2013,7.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2013,9.75
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2013,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2013,9.5
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2013,9.3500004
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2013,8.5
DRAUGHT STOUT PER PINT,Drink,Stout,London,2013,3.54
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2013,3.7
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2013,3.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2013,3.5999999
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2013,3.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2013,3.29
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2013,3.3499999
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2013,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,North,2013,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2013,3.3
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2013,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2013,3.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2014,3.3399999
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2014,3.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2014,3.25
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2014,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2014,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2014,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2014,2.95
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2014,2.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2014,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2014,2.8499999
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2014,2.95
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2014,3.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2014,16.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2014,18.790001
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2014,19.25
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2014,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2014,18.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2014,13.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2014,14.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2014,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2014,15.29
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2014,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2014,20.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2014,15.29
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2014,9.4949999
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2014,9.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2014,9.75
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2014,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2014,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2014,8.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2014,7.5
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2014,9.75
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2014,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2014,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2014,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2014,8.5
DRAUGHT STOUT PER PINT,Drink,Stout,London,2014,3.7
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2014,3.8
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2014,3.6500001
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2014,3.5899999
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2014,3.5
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2014,3.29
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2014,3.4300001
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2014,3.1900001
DRAUGHT STOUT PER PINT,Drink,Stout,North,2014,3.29
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2014,3.4000001
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2014,3.25
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2014,3.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2015,3.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2015,3.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2015,3.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2015,3.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2015,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2015,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2015,2.95
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2015,2.45
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2015,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2015,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2015,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2015,3.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2015,17.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2015,16.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2015,18.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2015,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2015,17.744999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2015,15.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2015,17.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2015,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2015,18.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2015,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2015,20.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2015,15.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2015,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2015,9.9200001
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2015,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2015,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2015,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2015,8.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2015,7.5
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2015,9.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2015,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2015,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2015,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2015,9.0
DRAUGHT STOUT PER PINT,Drink,Stout,London,2015,3.9000001
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2015,3.9000001
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2015,3.7
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2015,3.7
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2015,3.5
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2015,3.3499999
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2015,3.5
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2015,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,North,2015,3.3
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2015,3.45
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2015,3.3
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2015,3.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2016,3.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2016,3.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2016,3.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2016,3.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2016,3.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2016,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2016,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2016,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2016,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2016,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2016,3.05
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2016,3.5999999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2016,17.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2016,18.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2016,18.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2016,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2016,17.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2016,17.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2016,17.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2016,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2016,18.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2016,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2016,20.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2016,15.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2016,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2016,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2016,9.4949999
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Anglia,2016,8.5
FORTIFIED WINE  (70-75CL),Drink,Sherry,East Midlands,2016,8.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,West Midlands,2016,8.5
FORTIFIED WINE  (70-75CL),Drink,Sherry,Yorkshire & Humber,2016,7.5
FORTIFIED WINE  (70-75CL),Drink,Sherry,North West,2016,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,North,2016,8.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Wales,2016,8.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,Scotland,2016,8.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,Northern Ireland,2016,8.5
DRAUGHT STOUT PER PINT,Drink,Stout,London,2016,4.0
DRAUGHT STOUT PER PINT,Drink,Stout,South East,2016,3.8499999
DRAUGHT STOUT PER PINT,Drink,Stout,South West,2016,3.8
DRAUGHT STOUT PER PINT,Drink,Stout,East Anglia,2016,3.75
DRAUGHT STOUT PER PINT,Drink,Stout,East Midlands,2016,3.5
DRAUGHT STOUT PER PINT,Drink,Stout,West Midlands,2016,3.3499999
DRAUGHT STOUT PER PINT,Drink,Stout,Yorkshire & Humber,2016,3.5
DRAUGHT STOUT PER PINT,Drink,Stout,North West,2016,3.3
DRAUGHT STOUT PER PINT,Drink,Stout,North,2016,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,Wales,2016,3.5
DRAUGHT STOUT PER PINT,Drink,Stout,Scotland,2016,3.3499999
DRAUGHT STOUT PER PINT,Drink,Stout,Northern Ireland,2016,3.4000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,London,2017,3.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,South East,2017,3.4100001
DRAUGHT BITTER (PER PINT),Drink,Bitter,South West,2017,3.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Anglia,2017,3.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,East Midlands,2017,3.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,West Midlands,2017,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,Yorkshire & Humber,2017,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,North West,2017,2.55
DRAUGHT BITTER (PER PINT),Drink,Bitter,North,2017,2.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,Wales,2017,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,Scotland,2017,3.05
DRAUGHT BITTER (PER PINT),Drink,Bitter,Northern Ireland,2017,3.5999999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,London,2017,18.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South East,2017,17.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,South West,2017,18.74
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Anglia,2017,20.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,East Midlands,2017,16.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,West Midlands,2017,17.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Yorkshire & Humber,2017,17.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North West,2017,13.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,North,2017,18.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Wales,2017,15.5
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Scotland,2017,20.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,Northern Ireland,2017,15.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,London,2017,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South East,2017,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,South West,2017,9.9899998
