description,type,name,year,region_s,price
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2015.0,South East,7.96
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2015.0,South West,7.6199999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2015.0,East Anglia,7.5599999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2015.0,East Midlands,9.1999998
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2015.0,West Midlands,7.9299998
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2015.0,Yorkshire & Humber,8.3299999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2015.0,North West,8.3299999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2015.0,North,7.96
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2015.0,Wales,8.6199999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2015.0,Scotland,7.5
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2015.0,Northern Ireland,8.5799999
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2015.0,London,2.8599999
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2015.0,South East,3.3299999
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2015.0,South West,3.4400001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2015.0,East Anglia,3.3299999
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2015.0,East Midlands,3.3
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2015.0,West Midlands,3.55
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2015.0,Yorkshire & Humber,3.3
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2015.0,North West,3.4400001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2015.0,North,3.3299999
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2015.0,Wales,3.3299999
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2015.0,Scotland,3.3299999
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2015.0,Northern Ireland,2.96
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2015.0,London,5.1500001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2015.0,South East,5.1500001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2015.0,South West,5.0900002
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2015.0,East Anglia,5.1900001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2015.0,East Midlands,5.1000004
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2015.0,West Midlands,5.1500001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2015.0,Yorkshire & Humber,5.1100001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2015.0,North West,5.1700001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2015.0,North,4.9949999
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2015.0,Wales,4.9699998
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2015.0,Scotland,5.1700001
5 CIGARS: SPECIFY BRAND,Presents,Cigars,2015.0,Northern Ireland,4.96
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2015.0,London,22.1
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2015.0,South East,22.0
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2015.0,South West,17.9
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2015.0,East Anglia,19.0
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2015.0,East Midlands,16.0
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2015.0,West Midlands,18.469999
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2015.0,Yorkshire & Humber,14.5
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2015.0,North West,16.5
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2015.0,North,14.0
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2015.0,Wales,16.5
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2015.0,Scotland,16.200001
COAL-HOUSEHOLD BEST QUAL 50KG,Presents,Coal,2015.0,Northern Ireland,16.0
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2015.0,London,0.93000001
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2015.0,South East,0.93000001
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2015.0,South West,0.88999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2015.0,East Anglia,0.94999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2015.0,East Midlands,0.88999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2015.0,West Midlands,0.94999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2015.0,Yorkshire & Humber,0.88999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2015.0,North West,0.94999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2015.0,North,0.88999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2015.0,Wales,0.88999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2015.0,Scotland,0.88999999
CREAM CRACKERS PACK 200G-300G,Food,Crackers,2015.0,Northern Ireland,0.88999999
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2015.0,London,9.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2015.0,South East,10.0
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2015.0,South West,9.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2015.0,East Anglia,9.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2015.0,East Midlands,9.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2015.0,West Midlands,9.96
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2015.0,Yorkshire & Humber,8.0
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2015.0,North West,9.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2015.0,North,7.9899998
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2015.0,Wales,9.9700003
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2015.0,Scotland,10.97
CHILD'S PLASTIC DOLL,Gifts for Kids,Doll,2015.0,Northern Ireland,9.9899998
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2015.0,London,119.0
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2015.0,South East,109.0
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2015.0,South West,89.989998
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2015.0,East Anglia,150.0
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2015.0,East Midlands,87.5
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2015.0,West Midlands,109.0
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2015.0,Yorkshire & Humber,82.494995
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2015.0,North West,105.0
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2015.0,North,70.0
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2015.0,Wales,69.989998
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2015.0,Scotland,89.989998
"9CT GOLD CHAIN 18-20""/46-51CM",Presents,Gold chain,2015.0,Northern Ireland,99.949997
LADIES HAND/SHLDER BAG,Presents,Handbag,2015.0,London,45.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2015.0,South East,30.5
LADIES HAND/SHLDER BAG,Presents,Handbag,2015.0,South West,39.5
LADIES HAND/SHLDER BAG,Presents,Handbag,2015.0,East Anglia,29.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2015.0,East Midlands,29.25
LADIES HAND/SHLDER BAG,Presents,Handbag,2015.0,West Midlands,24.99
LADIES HAND/SHLDER BAG,Presents,Handbag,2015.0,Yorkshire & Humber,32.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2015.0,North West,29.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2015.0,North,16.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2015.0,Wales,29.0
LADIES HAND/SHLDER BAG,Presents,Handbag,2015.0,Scotland,29.5
LADIES HAND/SHLDER BAG,Presents,Handbag,2015.0,Northern Ireland,44.0
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2015.0,London,2.1500001
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2015.0,South East,2.0999999
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2015.0,South West,2.1500001
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2015.0,East Anglia,2.0
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2015.0,East Midlands,2.0899999
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2015.0,West Midlands,2.0
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2015.0,Yorkshire & Humber,2.0899999
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2015.0,North West,2.0899999
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2015.0,North,2.0
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2015.0,Wales,2.0
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2015.0,Scotland,2.0899999
INDIGESTION TABLETS 16-24 PACK,Food,Indigestion tablets,2015.0,Northern Ireland,2.0
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2015.0,London,7.7199998
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2015.0,South East,7.9899998
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2015.0,South West,7.4499998
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2015.0,East Anglia,8.9899998
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2015.0,East Midlands,7.25
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2015.0,West Midlands,7.9899998
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2015.0,Yorkshire & Humber,7.6100001
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2015.0,North West,7.5
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2015.0,North,6.9899998
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2015.0,Wales,7.9899998
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2015.0,Scotland,7.0
HOME KILLED LAMB-SHOULDER KG,Meat,Lamb shoulder,2015.0,Northern Ireland,8.8000002
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2015.0,London,12.99
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2015.0,South East,12.49
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2015.0,South West,14.99
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2015.0,East Anglia,12.0
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2015.0,East Midlands,18.0
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2015.0,West Midlands,14.99
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2015.0,Yorkshire & Humber,15.97
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2015.0,North West,14.99
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2015.0,North,17.99
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2015.0,Wales,9.9899998
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2015.0,Scotland,14.99
CONSTRUCTION TOY: SPEC KIT NO,Gifts for Kids,Meccano,2015.0,Northern Ireland,13.49
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2015.0,London,1.1900001
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2015.0,South East,1.4
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2015.0,South West,1.52
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2015.0,East Anglia,1.67
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2015.0,East Midlands,1.49
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2015.0,West Midlands,1.33
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2015.0,Yorkshire & Humber,1.3099999
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2015.0,North West,1.7
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2015.0,North,1.3
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2015.0,Wales,1.59
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2015.0,Scotland,1.99
POTATOES-NEW-LOOSE-PER KG,Vegetables,New potatoes,2015.0,Northern Ireland,0.89999998
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2015.0,London,5.9899998
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2015.0,South East,6.98
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2015.0,South West,7.3000002
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2015.0,East Anglia,6.3899999
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2015.0,East Midlands,6.3899999
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2015.0,West Midlands,6.6350002
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2015.0,Yorkshire & Humber,6.3649998
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2015.0,North West,6.9400001
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2015.0,North,6.6700001
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2015.0,Wales,6.9899998
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2015.0,Scotland,8.1000004
HOME KILLED PORK-LOIN CHOPS KG,Meat,Pork chops,2015.0,Northern Ireland,6.5900002
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2015.0,London,0.75999999
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2015.0,South East,0.80000001
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2015.0,South West,0.80000001
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2015.0,East Anglia,0.80000001
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2015.0,East Midlands,0.79000002
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2015.0,West Midlands,0.79000002
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2015.0,Yorkshire & Humber,0.73000002
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2015.0,North West,0.79000002
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2015.0,North,0.68000001
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2015.0,Wales,0.80000001
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2015.0,Scotland,0.76999998
POTATOES- OLD WHITE PER KG,Vegetables,Potatoes,2015.0,Northern Ireland,0.56
FORTIFIED WINE  (70-75CL),Drink,Sherry,2015.0,London,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,2015.0,South East,9.9200001
FORTIFIED WINE  (70-75CL),Drink,Sherry,2015.0,South West,9.9899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,2015.0,East Anglia,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,2015.0,East Midlands,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,2015.0,West Midlands,8.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,2015.0,Yorkshire & Humber,7.5
FORTIFIED WINE  (70-75CL),Drink,Sherry,2015.0,North West,9.4899998
FORTIFIED WINE  (70-75CL),Drink,Sherry,2015.0,North,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,2015.0,Wales,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,2015.0,Scotland,9.0
FORTIFIED WINE  (70-75CL),Drink,Sherry,2015.0,Northern Ireland,9.0
DRAUGHT STOUT PER PINT,Drink,Stout,2015.0,London,3.9000001
DRAUGHT STOUT PER PINT,Drink,Stout,2015.0,South East,3.9000001
DRAUGHT STOUT PER PINT,Drink,Stout,2015.0,South West,3.7
DRAUGHT STOUT PER PINT,Drink,Stout,2015.0,East Anglia,3.7
DRAUGHT STOUT PER PINT,Drink,Stout,2015.0,East Midlands,3.5
DRAUGHT STOUT PER PINT,Drink,Stout,2015.0,West Midlands,3.3499999
DRAUGHT STOUT PER PINT,Drink,Stout,2015.0,Yorkshire & Humber,3.5
DRAUGHT STOUT PER PINT,Drink,Stout,2015.0,North West,3.2
DRAUGHT STOUT PER PINT,Drink,Stout,2015.0,North,3.3
DRAUGHT STOUT PER PINT,Drink,Stout,2015.0,Wales,3.45
DRAUGHT STOUT PER PINT,Drink,Stout,2015.0,Scotland,3.3
DRAUGHT STOUT PER PINT,Drink,Stout,2015.0,Northern Ireland,3.3
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2015.0,London,3.0
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2015.0,South East,1.79
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2015.0,South West,1.75
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2015.0,East Anglia,2.99
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2015.0,East Midlands,1.475
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2015.0,West Midlands,1.425
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2015.0,Yorkshire & Humber,1.5
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2015.0,North West,1.99
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2015.0,North,1.5
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2015.0,Wales,2.8
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2015.0,Scotland,4.0
"MODEL RD VEHICLE, EG MATCHBOX",Gifts for Kids,Toy car,2015.0,Northern Ireland,8.9750004
APPLES-COOKING-PER KG,Food,Apples,2016.0,London,1.75
APPLES-COOKING-PER KG,Food,Apples,2016.0,South East,1.79
APPLES-COOKING-PER KG,Food,Apples,2016.0,South West,1.79
APPLES-COOKING-PER KG,Food,Apples,2016.0,East Anglia,1.79
APPLES-COOKING-PER KG,Food,Apples,2016.0,East Midlands,1.74
APPLES-COOKING-PER KG,Food,Apples,2016.0,West Midlands,1.79
APPLES-COOKING-PER KG,Food,Apples,2016.0,Yorkshire & Humber,1.75
APPLES-COOKING-PER KG,Food,Apples,2016.0,North West,1.75
APPLES-COOKING-PER KG,Food,Apples,2016.0,North,1.74
APPLES-COOKING-PER KG,Food,Apples,2016.0,Wales,1.75
APPLES-COOKING-PER KG,Food,Apples,2016.0,Scotland,1.79
APPLES-COOKING-PER KG,Food,Apples,2016.0,Northern Ireland,1.6
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2016.0,London,11.0
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2016.0,South East,11.5
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2016.0,South West,11.5
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2016.0,East Anglia,11.2
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2016.0,East Midlands,9.9899998
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2016.0,West Midlands,12.0
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2016.0,Yorkshire & Humber,10.775
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2016.0,North West,10.9
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2016.0,North,9.9899998
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2016.0,Wales,10.98
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2016.0,Scotland,13.2
HOME KILLED BEEF-TOPSIDE KG,Meat,Beef joint,2016.0,Northern Ireland,10.56
DRAUGHT BITTER (PER PINT),Drink,Bitter,2016.0,London,3.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,2016.0,South East,3.5
DRAUGHT BITTER (PER PINT),Drink,Bitter,2016.0,South West,3.3
DRAUGHT BITTER (PER PINT),Drink,Bitter,2016.0,East Anglia,3.2
DRAUGHT BITTER (PER PINT),Drink,Bitter,2016.0,East Midlands,3.0999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,2016.0,West Midlands,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,2016.0,Yorkshire & Humber,2.9000001
DRAUGHT BITTER (PER PINT),Drink,Bitter,2016.0,North West,2.5999999
DRAUGHT BITTER (PER PINT),Drink,Bitter,2016.0,North,2.7
DRAUGHT BITTER (PER PINT),Drink,Bitter,2016.0,Wales,3.0
DRAUGHT BITTER (PER PINT),Drink,Bitter,2016.0,Scotland,3.05
DRAUGHT BITTER (PER PINT),Drink,Bitter,2016.0,Northern Ireland,3.5999999
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2016.0,London,18.0
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2016.0,South East,18.0
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2016.0,South West,16.969999
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2016.0,East Anglia,18.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2016.0,East Midlands,17.0
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2016.0,West Midlands,16.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2016.0,Yorkshire & Humber,16.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2016.0,North West,14.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2016.0,North,18.99
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2016.0,Wales,11.97
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2016.0,Scotland,17.969999
BOXED BOARD GAME: NOT TRAVEL,Gifts for Kids,Board game,2016.0,Northern Ireland,16.994999
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2016.0,London,17.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2016.0,South East,18.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2016.0,South West,18.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2016.0,East Anglia,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2016.0,East Midlands,17.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2016.0,West Midlands,17.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2016.0,Yorkshire & Humber,17.99
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2016.0,North West,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2016.0,North,18.49
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2016.0,Wales,15.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2016.0,Scotland,20.0
BRANDY-68-70 CL BOTTLE,Drink,Brandy,2016.0,Northern Ireland,15.0
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2016.0,London,0.76999998
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2016.0,South East,0.79000002
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2016.0,South West,0.79000002
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2016.0,East Anglia,0.75
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2016.0,East Midlands,0.76999998
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2016.0,West Midlands,0.77999997
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2016.0,Yorkshire & Humber,0.75
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2016.0,North West,0.79000002
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2016.0,North,0.63999999
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2016.0,Wales,0.80000001
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2016.0,Scotland,0.58999997
FRESH VEG-CABBAGE-WHOLE-PER KG,Vegetables,Cabbage,2016.0,Northern Ireland,0.80000001
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2016.0,London,0.60000002
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2016.0,South East,0.77999997
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2016.0,South West,0.88999999
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2016.0,East Anglia,0.60000002
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2016.0,East Midlands,0.69999999
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2016.0,West Midlands,0.86000001
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2016.0,Yorkshire & Humber,0.60000002
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2016.0,North West,0.66000003
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2016.0,North,0.60000002
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2016.0,Wales,0.75
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2016.0,Scotland,0.55000001
FRESH VEG-CARROTS-PER KG,Vegetables,Carrots,2016.0,Northern Ireland,0.60000002
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2016.0,London,6.8299999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2016.0,South East,7.0
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2016.0,South West,7.2449999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2016.0,East Anglia,8.3299999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2016.0,East Midlands,8.5699997
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2016.0,West Midlands,7.0
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2016.0,Yorkshire & Humber,8.0
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2016.0,North West,8.3299999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2016.0,North,8.3299999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2016.0,Wales,8.0
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2016.0,Scotland,8.3299999
CHEDDAR-HOME PRODUCED PER KG,Food,Cheddar,2016.0,Northern Ireland,8.5799999
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2016.0,London,2.75
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2016.0,South East,3.21
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2016.0,South West,3.3299999
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2016.0,East Anglia,3.0
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2016.0,East Midlands,3.1300001
FRESH/CHILLED CHICKEN  PER KG,Meat,Chicken,2016.0,West Midlands,2.99
