prices,obs,date,region
7722,106865,2004-07-01,East Midlands
9619,106865,2004-07-01,South West
9195,106865,2004-07-01,Yorkshire & Humber
9283,106865,2004-07-01,West Midlands
3644,106865,2004-07-01,Northern Ireland
14693,106865,2004-07-01,South East
8720,106865,2004-07-01,Scotland
5031,106865,2004-07-01,North
5324,106865,2004-07-01,Wales
10912,106865,2004-07-01,North West
12072,106865,2004-07-01,London
9962,106865,2004-07-01,East Anglia
11830,105050,2004-08-01,London
3664,105050,2004-08-01,Northern Ireland
9119,105050,2004-08-01,West Midlands
7716,105050,2004-08-01,East Midlands
4981,105050,2004-08-01,North
9425,105050,2004-08-01,South West
9122,105050,2004-08-01,Yorkshire & Humber
5215,105050,2004-08-01,Wales
10755,105050,2004-08-01,North West
14387,105050,2004-08-01,South East
8410,105050,2004-08-01,Scotland
9789,105050,2004-08-01,East Anglia
9116,104170,2004-09-01,Yorkshire & Humber
14103,104170,2004-09-01,South East
9320,104170,2004-09-01,South West
7614,104170,2004-09-01,East Midlands
5191,104170,2004-09-01,Wales
8411,104170,2004-09-01,Scotland
11761,104170,2004-09-01,London
10761,104170,2004-09-01,North West
9025,104170,2004-09-01,West Midlands
9717,104170,2004-09-01,East Anglia
4915,104170,2004-09-01,North
3689,104170,2004-09-01,Northern Ireland
7657,105471,2004-10-01,East Midlands
9787,105471,2004-10-01,East Anglia
10916,105471,2004-10-01,North West
14291,105471,2004-10-01,South East
9454,105471,2004-10-01,South West
5240,105471,2004-10-01,Wales
11968,105471,2004-10-01,London
4877,105471,2004-10-01,North
3753,105471,2004-10-01,Northern Ireland
9174,105471,2004-10-01,West Midlands
8632,105471,2004-10-01,Scotland
9095,105471,2004-10-01,Yorkshire & Humber
10804,106502,2004-11-01,North West
9334,106502,2004-11-01,West Midlands
14393,106502,2004-11-01,South East
9954,106502,2004-11-01,East Anglia
12082,106502,2004-11-01,London
5330,106502,2004-11-01,Wales
7762,106502,2004-11-01,East Midlands
8699,106502,2004-11-01,Scotland
9184,106502,2004-11-01,Yorkshire & Humber
4977,106502,2004-11-01,North
9462,106502,2004-11-01,South West
3787,106502,2004-11-01,Northern Ireland
9092,106782,2004-12-01,Yorkshire & Humber
9316,106782,2004-12-01,West Midlands
9397,106782,2004-12-01,South West
14512,106782,2004-12-01,South East
10865,106782,2004-12-01,North West
4954,106782,2004-12-01,North
8760,106782,2004-12-01,Scotland
10056,106782,2004-12-01,East Anglia
7786,106782,2004-12-01,East Midlands
3803,106782,2004-12-01,Northern Ireland
5323,106782,2004-12-01,Wales
12230,106782,2004-12-01,London
11938,103613,2005-01-01,London
9054,103613,2005-01-01,West Midlands
5240,103613,2005-01-01,Wales
7726,103613,2005-01-01,East Midlands
3738,103613,2005-01-01,Northern Ireland
9786,103613,2005-01-01,East Anglia
14116,103613,2005-01-01,South East
9174,103613,2005-01-01,South West
10516,103613,2005-01-01,North West
8886,103613,2005-01-01,Yorkshire & Humber
8344,103613,2005-01-01,Scotland
4814,103613,2005-01-01,North
9400,108851,2005-02-01,Yorkshire & Humber
12401,108851,2005-02-01,London
10977,108851,2005-02-01,North West
8735,108851,2005-02-01,Scotland
9699,108851,2005-02-01,West Midlands
8167,108851,2005-02-01,East Midlands
3881,108851,2005-02-01,Northern Ireland
9923,108851,2005-02-01,South West
9894,108851,2005-02-01,East Anglia
14760,108851,2005-02-01,South East
5605,108851,2005-02-01,Wales
4379,108851,2005-02-01,North
9975,109174,2005-03-01,East Anglia
9344,109174,2005-03-01,Yorkshire & Humber
12352,109174,2005-03-01,London
9545,109174,2005-03-01,West Midlands
8819,109174,2005-03-01,Scotland
11054,109174,2005-03-01,North West
3949,109174,2005-03-01,Northern Ireland
9927,109174,2005-03-01,South West
8241,109174,2005-03-01,East Midlands
14966,109174,2005-03-01,South East
5521,109174,2005-03-01,Wales
4529,109174,2005-03-01,North
9518,112133,2005-04-01,Yorkshire & Humber
12809,112133,2005-04-01,London
15340,112133,2005-04-01,South East
10464,112133,2005-04-01,East Anglia
3987,112133,2005-04-01,Northern Ireland
11243,112133,2005-04-01,North West
8238,112133,2005-04-01,East Midlands
5029,112133,2005-04-01,North
10178,112133,2005-04-01,South West
5522,112133,2005-04-01,Wales
9677,112133,2005-04-01,West Midlands
9109,112133,2005-04-01,Scotland
4273,111815,2005-05-01,Northern Ireland
15106,111815,2005-05-01,South East
8681,111815,2005-05-01,Scotland
5534,111815,2005-05-01,Wales
8033,111815,2005-05-01,East Midlands
10432,111815,2005-05-01,East Anglia
10493,111815,2005-05-01,West Midlands
10028,111815,2005-05-01,South West
10276,111815,2005-05-01,Yorkshire & Humber
5144,111815,2005-05-01,North
11998,111815,2005-05-01,London
11131,111815,2005-05-01,North West
5571,114133,2005-06-01,Wales
10706,114133,2005-06-01,East Anglia
9891,114133,2005-06-01,West Midlands
15673,114133,2005-06-01,South East
4198,114133,2005-06-01,Northern Ireland
9162,114133,2005-06-01,Scotland
5145,114133,2005-06-01,North
8179,114133,2005-06-01,East Midlands
9858,114133,2005-06-01,Yorkshire & Humber
12888,114133,2005-06-01,London
10295,114133,2005-06-01,South West
11581,114133,2005-06-01,North West
9924,112702,2005-07-01,West Midlands
8164,112702,2005-07-01,East Midlands
5168,112702,2005-07-01,North
10607,112702,2005-07-01,East Anglia
11390,112702,2005-07-01,North West
15522,112702,2005-07-01,South East
9677,112702,2005-07-01,Yorkshire & Humber
10205,112702,2005-07-01,South West
12862,112702,2005-07-01,London
8834,112702,2005-07-01,Scotland
3861,112702,2005-07-01,Northern Ireland
5585,112702,2005-07-01,Wales
15447,111794,2005-08-01,South East
9887,111794,2005-08-01,West Midlands
5064,111794,2005-08-01,North
10068,111794,2005-08-01,South West
8075,111794,2005-08-01,East Midlands
10401,111794,2005-08-01,East Anglia
8914,111794,2005-08-01,Scotland
3935,111794,2005-08-01,Northern Ireland
9620,111794,2005-08-01,Yorkshire & Humber
5438,111794,2005-08-01,Wales
11250,111794,2005-08-01,North West
12668,111794,2005-08-01,London
8991,111426,2005-09-01,Scotland
15442,111426,2005-09-01,South East
9626,111426,2005-09-01,Yorkshire & Humber
5072,111426,2005-09-01,North
12723,111426,2005-09-01,London
10122,111426,2005-09-01,South West
9945,111426,2005-09-01,West Midlands
10333,111426,2005-09-01,East Anglia
11204,111426,2005-09-01,North West
3823,111426,2005-09-01,Northern Ireland
5466,111426,2005-09-01,Wales
8028,111426,2005-09-01,East Midlands
3643,108500,2005-10-01,Northern Ireland
8656,108500,2005-10-01,Scotland
9419,108500,2005-10-01,Yorkshire & Humber
4964,108500,2005-10-01,North
10073,108500,2005-10-01,East Anglia
5336,108500,2005-10-01,Wales
7875,108500,2005-10-01,East Midlands
10917,108500,2005-10-01,North West
12527,108500,2005-10-01,London
9889,108500,2005-10-01,South West
14739,108500,2005-10-01,South East
9650,108500,2005-10-01,West Midlands
4818,104534,2005-11-01,North
5160,104534,2005-11-01,Wales
9506,104534,2005-11-01,South West
14339,104534,2005-11-01,South East
9207,104534,2005-11-01,West Midlands
3575,104534,2005-11-01,Northern Ireland
8208,104534,2005-11-01,Scotland
7654,104534,2005-11-01,East Midlands
10435,104534,2005-11-01,North West
9051,104534,2005-11-01,Yorkshire & Humber
12108,104534,2005-11-01,London
9777,104534,2005-11-01,East Anglia
8036,109077,2005-12-01,East Midlands
3885,109077,2005-12-01,Northern Ireland
4988,109077,2005-12-01,North
15031,109077,2005-12-01,South East
9247,109077,2005-12-01,Yorkshire & Humber
10854,109077,2005-12-01,North West
9905,109077,2005-12-01,South West
10293,109077,2005-12-01,East Anglia
12496,109077,2005-12-01,London
9492,109077,2005-12-01,West Midlands
5348,109077,2005-12-01,Wales
8638,109077,2005-12-01,Scotland
12055,104610,2006-01-01,London
9086,104610,2006-01-01,West Midlands
4750,104610,2006-01-01,North
10442,104610,2006-01-01,North West
9063,104610,2006-01-01,Yorkshire & Humber
14299,104610,2006-01-01,South East
3807,104610,2006-01-01,Northern Ireland
7689,104610,2006-01-01,East Midlands
5173,104610,2006-01-01,Wales
9863,104610,2006-01-01,East Anglia
9302,104610,2006-01-01,South West
8228,104610,2006-01-01,Scotland
14037,100465,2006-02-01,South East
4437,100465,2006-02-01,North
10050,100465,2006-02-01,North West
9216,100465,2006-02-01,South West
4898,100465,2006-02-01,Wales
9098,100465,2006-02-01,East Anglia
8826,100465,2006-02-01,West Midlands
11796,100465,2006-02-01,London
3674,100465,2006-02-01,Northern Ireland
8719,100465,2006-02-01,Yorkshire & Humber
7426,100465,2006-02-01,East Midlands
7666,100465,2006-02-01,Scotland
9014,103882,2006-03-01,West Midlands
9599,103882,2006-03-01,South West
10343,103882,2006-03-01,North West
3831,103882,2006-03-01,Northern Ireland
5044,103882,2006-03-01,Wales
12229,103882,2006-03-01,London
9488,103882,2006-03-01,East Anglia
7607,103882,2006-03-01,East Midlands
8822,103882,2006-03-01,Yorkshire & Humber
4674,103882,2006-03-01,North
14582,103882,2006-03-01,South East
7983,103882,2006-03-01,Scotland
9064,107567,2006-04-01,Yorkshire & Humber
3966,107567,2006-04-01,Northern Ireland
4840,107567,2006-04-01,North
10670,107567,2006-04-01,North West
9819,107567,2006-04-01,East Anglia
15061,107567,2006-04-01,South East
8202,107567,2006-04-01,Scotland
7719,107567,2006-04-01,East Midlands
9533,107567,2006-04-01,West Midlands
12789,107567,2006-04-01,London
10036,107567,2006-04-01,South West
5200,107567,2006-04-01,Wales
5213,109228,2006-05-01,Wales
13049,109228,2006-05-01,London
15175,109228,2006-05-01,South East
9224,109228,2006-05-01,Yorkshire & Humber
7893,109228,2006-05-01,East Midlands
10090,109228,2006-05-01,East Anglia
10690,109228,2006-05-01,North West
10187,109228,2006-05-01,South West
9650,109228,2006-05-01,West Midlands
8417,109228,2006-05-01,Scotland
4126,109228,2006-05-01,Northern Ireland
4996,109228,2006-05-01,North
15324,110194,2006-06-01,South East
5001,110194,2006-06-01,North
8408,110194,2006-06-01,Scotland
13058,110194,2006-06-01,London
10044,110194,2006-06-01,East Anglia
10602,110194,2006-06-01,North West
5312,110194,2006-06-01,Wales
10335,110194,2006-06-01,South West
4141,110194,2006-06-01,Northern Ireland
8161,110194,2006-06-01,East Midlands
9398,110194,2006-06-01,Yorkshire & Humber
9768,110194,2006-06-01,West Midlands
9466,107021,2006-07-01,West Midlands
12509,107021,2006-07-01,London
14854,107021,2006-07-01,South East
8152,107021,2006-07-01,Scotland
9806,107021,2006-07-01,East Anglia
10345,107021,2006-07-01,North West
9949,107021,2006-07-01,South West
7982,107021,2006-07-01,East Midlands
4919,107021,2006-07-01,North
3982,107021,2006-07-01,Northern Ireland
9276,107021,2006-07-01,Yorkshire & Humber
5126,107021,2006-07-01,Wales
9779,105147,2006-08-01,East Anglia
9670,105147,2006-08-01,South West
10280,105147,2006-08-01,North West
5110,105147,2006-08-01,Wales
14444,105147,2006-08-01,South East
9066,105147,2006-08-01,Yorkshire & Humber
3929,105147,2006-08-01,Northern Ireland
7851,105147,2006-08-01,East Midlands
8094,105147,2006-08-01,Scotland
4862,105147,2006-08-01,North
12163,105147,2006-08-01,London
9295,105147,2006-08-01,West Midlands
7888,105598,2006-09-01,East Midlands
9707,105598,2006-09-01,South West
12172,105598,2006-09-01,London
10323,105598,2006-09-01,North West
8139,105598,2006-09-01,Scotland
9822,105598,2006-09-01,East Anglia
5105,105598,2006-09-01,Wales
4905,105598,2006-09-01,North
9368,105598,2006-09-01,West Midlands
3886,105598,2006-09-01,Northern Ireland
14575,105598,2006-09-01,South East
9103,105598,2006-09-01,Yorkshire & Humber
9154,106345,2006-10-01,Yorkshire & Humber
5175,106345,2006-10-01,Wales
9729,106345,2006-10-01,South West
10398,106345,2006-10-01,North West
8110,106345,2006-10-01,Scotland
12241,106345,2006-10-01,London
14614,106345,2006-10-01,South East
7983,106345,2006-10-01,East Midlands
9904,106345,2006-10-01,East Anglia
4889,106345,2006-10-01,North
3959,106345,2006-10-01,Northern Ireland
9429,106345,2006-10-01,West Midlands
9814,107067,2006-11-01,South West
8251,107067,2006-11-01,Scotland
9415,107067,2006-11-01,West Midlands
4907,107067,2006-11-01,North
10567,107067,2006-11-01,North West
8010,107067,2006-11-01,East Midlands
4011,107067,2006-11-01,Northern Ireland
12237,107067,2006-11-01,London
9942,107067,2006-11-01,East Anglia
5281,107067,2006-11-01,Wales
14644,107067,2006-11-01,South East
9214,107067,2006-11-01,Yorkshire & Humber
12438,107974,2006-12-01,London
4016,107974,2006-12-01,Northern Ireland
8012,107974,2006-12-01,East Midlands
9887,107974,2006-12-01,South West
14697,107974,2006-12-01,South East
5258,107974,2006-12-01,Wales
10084,107974,2006-12-01,East Anglia
9477,107974,2006-12-01,West Midlands
10694,107974,2006-12-01,North West
9364,107974,2006-12-01,Yorkshire & Humber
8347,107974,2006-12-01,Scotland
4923,107974,2006-12-01,North
8905,94734,2007-01-01,South West
10506,94734,2007-01-01,London
13359,94734,2007-01-01,South East
4279,94734,2007-01-01,North
8381,94734,2007-01-01,Yorkshire & Humber
9046,94734,2007-01-01,East Anglia
8319,94734,2007-01-01,West Midlands
3507,94734,2007-01-01,Northern Ireland
7086,94734,2007-01-01,East Midlands
7347,94734,2007-01-01,Scotland
4704,94734,2007-01-01,Wales
9084,94734,2007-01-01,North West
13133,94993,2007-02-01,South East
7262,94993,2007-02-01,Scotland
8183,94993,2007-02-01,Yorkshire & Humber
11036,94993,2007-02-01,London
8776,94993,2007-02-01,South West
4310,94993,2007-02-01,North
8974,94993,2007-02-01,East Anglia
7057,94993,2007-02-01,East Midlands
4590,94993,2007-02-01,Wales
9818,94993,2007-02-01,North West
8191,94993,2007-02-01,West Midlands
3494,94993,2007-02-01,Northern Ireland
9133,99770,2007-03-01,South West
13653,99770,2007-03-01,South East
3654,99770,2007-03-01,Northern Ireland
10350,99770,2007-03-01,North West
11641,99770,2007-03-01,London
8533,99770,2007-03-01,West Midlands
7578,99770,2007-03-01,Scotland
7447,99770,2007-03-01,East Midlands
4837,99770,2007-03-01,Wales
9452,99770,2007-03-01,East Anglia
4559,99770,2007-03-01,North
8523,99770,2007-03-01,Yorkshire & Humber
11926,101168,2007-04-01,London
8633,101168,2007-04-01,West Midlands
9513,101168,2007-04-01,East Anglia
9166,101168,2007-04-01,South West
4622,101168,2007-04-01,North
7576,101168,2007-04-01,East Midlands
3705,101168,2007-04-01,Northern Ireland
4849,101168,2007-04-01,Wales
8636,101168,2007-04-01,Yorkshire & Humber
7644,101168,2007-04-01,Scotland
10509,101168,2007-04-01,North West
13911,101168,2007-04-01,South East
4665,102992,2007-05-01,North
14081,102992,2007-05-01,South East
9755,102992,2007-05-01,East Anglia
9414,102992,2007-05-01,South West
10781,102992,2007-05-01,North West
7729,102992,2007-05-01,East Midlands
3728,102992,2007-05-01,Northern Ireland
4973,102992,2007-05-01,Wales
12051,102992,2007-05-01,London
8749,102992,2007-05-01,Yorkshire & Humber
8760,102992,2007-05-01,West Midlands
7747,102992,2007-05-01,Scotland
11043,104456,2007-06-01,North West
3755,104456,2007-06-01,Northern Ireland
8829,104456,2007-06-01,Yorkshire & Humber
5005,104456,2007-06-01,Wales
14235,104456,2007-06-01,South East
9908,104456,2007-06-01,East Anglia
8816,104456,2007-06-01,West Midlands
12061,104456,2007-06-01,London
7870,104456,2007-06-01,East Midlands
7973,104456,2007-06-01,Scotland
4820,104456,2007-06-01,North
9552,104456,2007-06-01,South West
8783,103584,2007-07-01,West Midlands
8754,103584,2007-07-01,Yorkshire & Humber
9804,103584,2007-07-01,East Anglia
10894,103584,2007-07-01,North West
14293,103584,2007-07-01,South East
7818,103584,2007-07-01,East Midlands
7856,103584,2007-07-01,Scotland
4962,103584,2007-07-01,Wales
4778,103584,2007-07-01,North
11985,103584,2007-07-01,London
3676,103584,2007-07-01,Northern Ireland
9380,103584,2007-07-01,South West
11927,103198,2007-08-01,London
14269,103198,2007-08-01,South East
4745,103198,2007-08-01,North
7913,103198,2007-08-01,Scotland
8731,103198,2007-08-01,West Midlands
9626,103198,2007-08-01,East Anglia
10887,103198,2007-08-01,North West
7742,103198,2007-08-01,East Midlands
9322,103198,2007-08-01,South West
3697,103198,2007-08-01,Northern Ireland
4996,103198,2007-08-01,Wales
8724,103198,2007-08-01,Yorkshire & Humber
12015,103769,2007-09-01,London
9726,103769,2007-09-01,East Anglia
14278,103769,2007-09-01,South East
11078,103769,2007-09-01,North West
9430,103769,2007-09-01,South West
8788,103769,2007-09-01,West Midlands
4820,103769,2007-09-01,North
4953,103769,2007-09-01,Wales
7791,103769,2007-09-01,East Midlands
3750,103769,2007-09-01,Northern Ireland
7893,103769,2007-09-01,Scotland
8876,103769,2007-09-01,Yorkshire & Humber
8845,105114,2007-10-01,West Midlands
7866,105114,2007-10-01,East Midlands
12197,105114,2007-10-01,London
9915,105114,2007-10-01,East Anglia
8979,105114,2007-10-01,Yorkshire & Humber
14395,105114,2007-10-01,South East
7925,105114,2007-10-01,Scotland
4843,105114,2007-10-01,North
9518,105114,2007-10-01,South West
3824,105114,2007-10-01,Northern Ireland
5027,105114,2007-10-01,Wales
11170,105114,2007-10-01,North West
8286,107436,2007-11-01,Scotland
4978,107436,2007-11-01,North
12544,107436,2007-11-01,London
14717,107436,2007-11-01,South East
5114,107436,2007-11-01,Wales
7916,107436,2007-11-01,East Midlands
10117,107436,2007-11-01,East Anglia
9055,107436,2007-11-01,West Midlands
3907,107436,2007-11-01,Northern Ireland
9052,107436,2007-11-01,Yorkshire & Humber
11259,107436,2007-11-01,North West
9762,107436,2007-11-01,South West
7899,107286,2007-12-01,East Midlands
14649,107286,2007-12-01,South East
3899,107286,2007-12-01,Northern Ireland
9731,107286,2007-12-01,South West
5008,107286,2007-12-01,North
12545,107286,2007-12-01,London
10112,107286,2007-12-01,East Anglia
8162,107286,2007-12-01,Scotland
9065,107286,2007-12-01,West Midlands
11274,107286,2007-12-01,North West
5148,107286,2007-12-01,Wales
9026,107286,2007-12-01,Yorkshire & Humber
9751,102691,2008-01-01,East Anglia
3731,102691,2008-01-01,Northern Ireland
8691,102691,2008-01-01,Yorkshire & Humber
7642,102691,2008-01-01,East Midlands
9406,102691,2008-01-01,South West
14005,102691,2008-01-01,South East
4664,102691,2008-01-01,North
11965,102691,2008-01-01,London
10709,102691,2008-01-01,North West
7709,102691,2008-01-01,Scotland
8681,102691,2008-01-01,West Midlands
5025,102691,2008-01-01,Wales
8310,100511,2008-02-01,West Midlands
7530,100511,2008-02-01,East Midlands
9265,100511,2008-02-01,South West
9586,100511,2008-02-01,East Anglia
5028,100511,2008-02-01,Wales
13596,100511,2008-02-01,South East
11656,100511,2008-02-01,London
8526,100511,2008-02-01,Yorkshire & Humber
3683,100511,2008-02-01,Northern Ireland
7574,100511,2008-02-01,Scotland
10395,100511,2008-02-01,North West
4667,100511,2008-02-01,North
7854,105118,2008-03-01,East Midlands
9503,105118,2008-03-01,South West
5164,105118,2008-03-01,Wales
3846,105118,2008-03-01,Northern Ireland
8052,105118,2008-03-01,Scotland
8562,105118,2008-03-01,West Midlands
11060,105118,2008-03-01,North West
8857,105118,2008-03-01,Yorkshire & Humber
9966,105118,2008-03-01,East Anglia
12286,105118,2008-03-01,London
14413,105118,2008-03-01,South East
4888,105118,2008-03-01,North
7706,99887,2008-04-01,Scotland
11624,99887,2008-04-01,London
7613,99887,2008-04-01,East Midlands
13735,99887,2008-04-01,South East
8122,99887,2008-04-01,West Midlands
10354,99887,2008-04-01,North West
9078,99887,2008-04-01,South West
9463,99887,2008-04-01,East Anglia
4996,99887,2008-04-01,Wales
3683,99887,2008-04-01,Northern Ireland
4642,99887,2008-04-01,North
8488,99887,2008-04-01,Yorkshire & Humber
7809,100583,2008-05-01,Scotland
7624,100583,2008-05-01,East Midlands
3691,100583,2008-05-01,Northern Ireland
4702,100583,2008-05-01,North
11561,100583,2008-05-01,London
9133,100583,2008-05-01,South West
5008,100583,2008-05-01,Wales
8113,100583,2008-05-01,West Midlands
10632,100583,2008-05-01,North West
13770,100583,2008-05-01,South East
8596,100583,2008-05-01,Yorkshire & Humber
9518,100583,2008-05-01,East Anglia
8148,101446,2008-06-01,West Midlands
11846,101446,2008-06-01,London
9617,101446,2008-06-01,East Anglia
4991,101446,2008-06-01,Wales
7617,101446,2008-06-01,East Midlands
4686,101446,2008-06-01,North
8648,101446,2008-06-01,Yorkshire & Humber
3702,101446,2008-06-01,Northern Ireland
13839,101446,2008-06-01,South East
10687,101446,2008-06-01,North West
9295,101446,2008-06-01,South West
7834,101446,2008-06-01,Scotland
7709,102214,2008-07-01,East Midlands
10832,102214,2008-07-01,North West
9401,102214,2008-07-01,South West
8212,102214,2008-07-01,West Midlands
5097,102214,2008-07-01,Wales
9739,102214,2008-07-01,East Anglia
3550,102214,2008-07-01,Northern Ireland
7954,102214,2008-07-01,Scotland
11909,102214,2008-07-01,London
4769,102214,2008-07-01,North
8615,102214,2008-07-01,Yorkshire & Humber
13888,102214,2008-07-01,South East
10861,102314,2008-08-01,North West
9366,102314,2008-08-01,South West
8312,102314,2008-08-01,West Midlands
13947,102314,2008-08-01,South East
4769,102314,2008-08-01,North
8575,102314,2008-08-01,Yorkshire & Humber
3654,102314,2008-08-01,Northern Ireland
7626,102314,2008-08-01,East Midlands
9665,102314,2008-08-01,East Anglia
5162,102314,2008-08-01,Wales
7937,102314,2008-08-01,Scotland
11901,102314,2008-08-01,London
8359,102828,2008-09-01,West Midlands
7948,102828,2008-09-01,Scotland
4762,102828,2008-09-01,North
9740,102828,2008-09-01,East Anglia
11994,102828,2008-09-01,London
9354,102828,2008-09-01,South West
13999,102828,2008-09-01,South East
5139,102828,2008-09-01,Wales
7635,102828,2008-09-01,East Midlands
3737,102828,2008-09-01,Northern Ireland
8660,102828,2008-09-01,Yorkshire & Humber
10947,102828,2008-09-01,North West
8455,103994,2008-10-01,West Midlands
4866,103994,2008-10-01,North
8710,103994,2008-10-01,Yorkshire & Humber
8105,103994,2008-10-01,Scotland
12128,103994,2008-10-01,London
3792,103994,2008-10-01,Northern Ireland
9864,103994,2008-10-01,East Anglia
14148,103994,2008-10-01,South East
9484,103994,2008-10-01,South West
7669,103994,2008-10-01,East Midlands
5163,103994,2008-10-01,Wales
11047,103994,2008-10-01,North West
12251,104756,2008-11-01,London
14213,104756,2008-11-01,South East
9883,104756,2008-11-01,East Anglia
8786,104756,2008-11-01,Yorkshire & Humber
3817,104756,2008-11-01,Northern Ireland
7759,104756,2008-11-01,East Midlands
8575,104756,2008-11-01,West Midlands
4872,104756,2008-11-01,North
9515,104756,2008-11-01,South West
8099,104756,2008-11-01,Scotland
11054,104756,2008-11-01,North West
5137,104756,2008-11-01,Wales
7806,101854,2008-12-01,Scotland
5025,101854,2008-12-01,Wales
8354,101854,2008-12-01,West Midlands
10687,101854,2008-12-01,North West
3583,101854,2008-12-01,Northern Ireland
8674,101854,2008-12-01,Yorkshire & Humber
4829,101854,2008-12-01,North
7505,101854,2008-12-01,East Midlands
13969,101854,2008-12-01,South East
9380,101854,2008-12-01,South West
11768,101854,2008-12-01,London
9476,101854,2008-12-01,East Anglia
13516,98184,2009-01-01,South East
7463,98184,2009-01-01,Scotland
7351,98184,2009-01-01,East Midlands
9032,98184,2009-01-01,South West
8408,98184,2009-01-01,Yorkshire & Humber
4634,98184,2009-01-01,North
4878,98184,2009-01-01,Wales
10188,98184,2009-01-01,North West
3490,98184,2009-01-01,Northern Ireland
9163,98184,2009-01-01,East Anglia
11210,98184,2009-01-01,London
8054,98184,2009-01-01,West Midlands
10732,91764,2009-02-01,London
6919,91764,2009-02-01,East Midlands
8489,91764,2009-02-01,South West
7605,91764,2009-02-01,West Midlands
4282,91764,2009-02-01,Wales
12717,91764,2009-02-01,South East
2865,91764,2009-02-01,Northern Ireland
4342,91764,2009-02-01,North
7928,91764,2009-02-01,Yorkshire & Humber
7018,91764,2009-02-01,Scotland
9716,91764,2009-02-01,North West
8835,91764,2009-02-01,East Anglia
11505,97144,2009-03-01,London
7939,97144,2009-03-01,West Midlands
4823,97144,2009-03-01,Wales
8290,97144,2009-03-01,Yorkshire & Humber
3315,97144,2009-03-01,Northern Ireland
10259,97144,2009-03-01,North West
13463,97144,2009-03-01,South East
4543,97144,2009-03-01,North
8842,97144,2009-03-01,South West
9261,97144,2009-03-01,East Anglia
7397,97144,2009-03-01,Scotland
7189,97144,2009-03-01,East Midlands
4889,99211,2009-04-01,Wales
7472,99211,2009-04-01,East Midlands
10558,99211,2009-04-01,North West
3462,99211,2009-04-01,Northern Ireland
8912,99211,2009-04-01,South West
7682,99211,2009-04-01,Scotland
11758,99211,2009-04-01,London
8394,99211,2009-04-01,Yorkshire & Humber
8002,99211,2009-04-01,West Midlands
13712,99211,2009-04-01,South East
4675,99211,2009-04-01,North
9395,99211,2009-04-01,East Anglia
7453,100141,2009-05-01,East Midlands
7753,100141,2009-05-01,Scotland
8184,100141,2009-05-01,West Midlands
3507,100141,2009-05-01,Northern Ireland
11956,100141,2009-05-01,London
13833,100141,2009-05-01,South East
8992,100141,2009-05-01,South West
9426,100141,2009-05-01,East Anglia
8410,100141,2009-05-01,Yorkshire & Humber
4957,100141,2009-05-01,Wales
10654,100141,2009-05-01,North West
4709,100141,2009-05-01,North
7709,99984,2009-06-01,Scotland
4950,99984,2009-06-01,Wales
8042,99984,2009-06-01,West Midlands
13843,99984,2009-06-01,South East
8455,99984,2009-06-01,Yorkshire & Humber
9377,99984,2009-06-01,East Anglia
10589,99984,2009-06-01,North West
7462,99984,2009-06-01,East Midlands
11932,99984,2009-06-01,London
4645,99984,2009-06-01,North
9012,99984,2009-06-01,South West
3444,99984,2009-06-01,Northern Ireland
13886,100430,2009-07-01,South East
9464,100430,2009-07-01,East Anglia
4962,100430,2009-07-01,Wales
8520,100430,2009-07-01,Yorkshire & Humber
4678,100430,2009-07-01,North
9089,100430,2009-07-01,South West
7417,100430,2009-07-01,East Midlands
7776,100430,2009-07-01,Scotland
12043,100430,2009-07-01,London
3323,100430,2009-07-01,Northern Ireland
10655,100430,2009-07-01,North West
8092,100430,2009-07-01,West Midlands
13920,101010,2009-08-01,South East
7508,101010,2009-08-01,East Midlands
12013,101010,2009-08-01,London
9499,101010,2009-08-01,East Anglia
8161,101010,2009-08-01,West Midlands
4955,101010,2009-08-01,Wales
10711,101010,2009-08-01,North West
3474,101010,2009-08-01,Northern Ireland
4737,101010,2009-08-01,North
9248,101010,2009-08-01,South West
8484,101010,2009-08-01,Yorkshire & Humber
7775,101010,2009-08-01,Scotland
3532,102020,2009-09-01,Northern Ireland
7891,102020,2009-09-01,Scotland
8581,102020,2009-09-01,Yorkshire & Humber
8213,102020,2009-09-01,West Midlands
14017,102020,2009-09-01,South East
9660,102020,2009-09-01,East Anglia
12202,102020,2009-09-01,London
5019,102020,2009-09-01,Wales
10906,102020,2009-09-01,North West
4747,102020,2009-09-01,North
7533,102020,2009-09-01,East Midlands
9188,102020,2009-09-01,South West
4825,102962,2009-10-01,North
8672,102962,2009-10-01,Yorkshire & Humber
8287,102962,2009-10-01,West Midlands
9713,102962,2009-10-01,East Anglia
7968,102962,2009-10-01,Scotland
9249,102962,2009-10-01,South West
12328,102962,2009-10-01,London
7679,102962,2009-10-01,East Midlands
14182,102962,2009-10-01,South East
5067,102962,2009-10-01,Wales
3612,102962,2009-10-01,Northern Ireland
10855,102962,2009-10-01,North West
8058,104223,2009-11-01,Scotland
7719,104223,2009-11-01,East Midlands
3637,104223,2009-11-01,Northern Ireland
12372,104223,2009-11-01,London
8334,104223,2009-11-01,West Midlands
8784,104223,2009-11-01,Yorkshire & Humber
9721,104223,2009-11-01,East Anglia
5174,104223,2009-11-01,Wales
9445,104223,2009-11-01,South West
14432,104223,2009-11-01,South East
10914,104223,2009-11-01,North West
4831,104223,2009-11-01,North
