Date,Average Price,Volume,Region
01/06/2011,145807,5046,West Midlands
01/07/2011,146184,5252,West Midlands
01/08/2011,146183,5272,West Midlands
01/09/2011,147655,5379,West Midlands
01/10/2011,144812,5050,West Midlands
01/11/2011,145825,5200,West Midlands
01/12/2011,143628,5634,West Midlands
01/01/2012,145071,3688,West Midlands
01/02/2012,143615,3769,West Midlands
01/03/2012,144779,5350,West Midlands
01/04/2012,144490,3737,West Midlands
01/05/2012,144126,4490,West Midlands
01/06/2012,147713,5205,West Midlands
01/07/2012,147399,4909,West Midlands
01/08/2012,147401,5469,West Midlands
01/09/2012,147227,4382,West Midlands
01/10/2012,145709,4927,West Midlands
01/11/2012,146988,5706,West Midlands
01/12/2012,147386,4820,West Midlands
01/01/2013,145005,3526,West Midlands
01/02/2013,145470,4023,West Midlands
01/03/2013,145983,4742,West Midlands
01/04/2013,146320,4243,West Midlands
01/05/2013,147312,5653,West Midlands
01/06/2013,149457,5778,West Midlands
01/07/2013,150343,6106,West Midlands
01/08/2013,151665,6634,West Midlands
01/09/2013,149816,5689,West Midlands
01/10/2013,151179,6806,West Midlands
01/11/2013,151495,7378,West Midlands
01/12/2013,152008,6957,West Midlands
01/01/2014,152152,5627,West Midlands
01/02/2014,151239,5806,West Midlands
01/03/2014,153209,6048,West Midlands
01/04/2014,155245,6131,West Midlands
01/05/2014,155724,7067,West Midlands
01/06/2014,157736,7314,West Midlands
01/07/2014,158073,7554,West Midlands
01/08/2014,160571,8005,West Midlands
01/09/2014,160011,7078,West Midlands
01/10/2014,159925,7854,West Midlands
01/11/2014,159782,6595,West Midlands
01/12/2014,160267,7028,West Midlands
01/01/2015,158683,4976,West Midlands
01/02/2015,160388,5487,West Midlands
01/03/2015,159293,6160,West Midlands
01/04/2015,161813,5602,West Midlands
01/05/2015,162631,7026,West Midlands
01/06/2015,164404,7460,West Midlands
01/07/2015,166016,8374,West Midlands
01/08/2015,167862,7532,West Midlands
01/09/2015,167590,7428,West Midlands
01/10/2015,167550,8479,West Midlands
01/11/2015,168871,7658,West Midlands
01/12/2015,169286,7671,West Midlands
01/01/2016,169747,5565,West Midlands
01/02/2016,168691,6160,West Midlands
01/03/2016,169300,11240,West Midlands
01/04/2016,172955,5303,West Midlands
01/05/2016,174741,6027,West Midlands
01/06/2016,176729,7231,West Midlands
01/07/2016,176943,7505,West Midlands
01/08/2016,178960,8011,West Midlands
01/09/2016,178837,7692,West Midlands
01/10/2016,177065,6992,West Midlands
01/11/2016,179248,7393,West Midlands
01/12/2016,179668,7930,West Midlands
01/01/2017,178494,5663,West Midlands
01/02/2017,179530,6037,West Midlands
01/03/2017,179542,7552,West Midlands
01/04/2017,181411,6032,West Midlands
01/05/2017,183199,6822,West Midlands
01/06/2017,185214,8395,West Midlands
01/07/2017,187219,7782,West Midlands
01/08/2017,189271,8216,West Midlands
01/09/2017,188232,7957,West Midlands
01/10/2017,188849,7788,West Midlands
01/11/2017,188640,7945,West Midlands
01/12/2017,190466,7730,West Midlands
01/01/2018,187845,5852,West Midlands
01/02/2018,190682,6132,West Midlands
01/03/2018,190077,7003,West Midlands
01/04/2018,191375,5844,West Midlands
01/05/2018,191299,6757,West Midlands
01/06/2018,193886,8141,West Midlands
01/07/2018,196297,7454,West Midlands
01/08/2018,196757,8295,West Midlands
01/09/2018,198120,7180,West Midlands
01/10/2018,197972,7895,West Midlands
01/11/2018,196446,8943,West Midlands
01/12/2018,198469,7365,West Midlands
01/01/2019,195498,5458,West Midlands
01/02/2019,197368,6023,West Midlands
01/03/2019,195058,6870,West Midlands
01/04/2019,195476,6227,West Midlands
01/05/2019,197002,6883,West Midlands
01/06/2019,196679,7130,West Midlands
01/07/2019,197675,7185,West Midlands
01/08/2019,200304,7863,West Midlands
01/09/2019,200466,6913,West Midlands
01/10/2019,199973,7749,West Midlands
01/11/2019,200095,7878,West Midlands
01/12/2019,198301,7270,West Midlands
01/01/2020,201060,5692,West Midlands
01/02/2020,198974,5674,West Midlands
01/03/2020,199637,5554,West Midlands
01/04/2020,195075,2290,West Midlands
01/05/2020,200156,3216,West Midlands
01/06/2020,201330,4649,West Midlands
01/07/2020,203527,5449,West Midlands
01/08/2020,205908,5471,West Midlands
01/09/2020,207291,5769,West Midlands
01/10/2020,208805,7473,West Midlands
01/11/2020,210348,7174,West Midlands
01/12/2020,213578,8128,West Midlands
01/01/2021,213786,6059,West Midlands
01/02/2021,216219,7747,West Midlands
01/03/2021,218064,10525,West Midlands
01/04/2021,216497,6817,West Midlands
01/05/2021,216741,6020,West Midlands
01/06/2021,230984,11863,West Midlands
01/07/2021,216752,5302,West Midlands
01/08/2021,224071,6514,West Midlands
01/09/2021,230628,10938,West Midlands
01/10/2021,224506,4824,West Midlands
01/11/2021,228743,5887,West Midlands
01/12/2021,232000,6257,West Midlands
01/01/2022,234358,4708,West Midlands
01/02/2022,235072,5704,West Midlands
01/03/2022,238005,6076,West Midlands
01/04/2022,239976,4935,West Midlands
01/05/2022,243969,5220,West Midlands
01/06/2022,244450,4763,West Midlands
01/07/2022,252841,5513,West Midlands
01/08/2022,254019,5119,West Midlands
01/01/1995,44803,4489,Yorkshire and the Humber
01/02/1995,44529,4349,Yorkshire and the Humber
01/03/1995,45200,6149,Yorkshire and the Humber
01/04/1995,45614,5338,Yorkshire and the Humber
01/05/1995,44831,6200,Yorkshire and the Humber
01/06/1995,45393,6915,Yorkshire and the Humber
01/07/1995,45535,5813,Yorkshire and the Humber
01/08/1995,45111,6375,Yorkshire and the Humber
01/09/1995,44838,6364,Yorkshire and the Humber
01/10/1995,44310,5756,Yorkshire and the Humber
01/11/1995,44166,6038,Yorkshire and the Humber
01/12/1995,44458,6580,Yorkshire and the Humber
01/01/1996,43461,4354,Yorkshire and the Humber
01/02/1996,43815,4707,Yorkshire and the Humber
01/03/1996,43881,5972,Yorkshire and the Humber
01/04/1996,44539,5597,Yorkshire and the Humber
01/05/1996,44948,6937,Yorkshire and the Humber
01/06/1996,45127,6756,Yorkshire and the Humber
01/07/1996,45650,7394,Yorkshire and the Humber
01/08/1996,45531,7839,Yorkshire and the Humber
01/09/1996,45131,6908,Yorkshire and the Humber
01/10/1996,44874,7658,Yorkshire and the Humber
01/11/1996,45639,8112,Yorkshire and the Humber
01/12/1996,45251,7677,Yorkshire and the Humber
01/01/1997,44984,5704,Yorkshire and the Humber
01/02/1997,44759,5515,Yorkshire and the Humber
01/03/1997,45315,6632,Yorkshire and the Humber
01/04/1997,46306,6677,Yorkshire and the Humber
01/05/1997,46634,7753,Yorkshire and the Humber
01/06/1997,46880,8182,Yorkshire and the Humber
01/07/1997,47040,8747,Yorkshire and the Humber
01/08/1997,47219,8328,Yorkshire and the Humber
01/09/1997,47201,7543,Yorkshire and the Humber
01/10/1997,46545,8315,Yorkshire and the Humber
01/11/1997,46774,7031,Yorkshire and the Humber
01/12/1997,46228,7734,Yorkshire and the Humber
01/01/1998,46763,5155,Yorkshire and the Humber
01/02/1998,46888,5205,Yorkshire and the Humber
01/03/1998,46612,6566,Yorkshire and the Humber
01/04/1998,47370,6997,Yorkshire and the Humber
01/05/1998,47866,7383,Yorkshire and the Humber
01/06/1998,47774,8145,Yorkshire and the Humber
01/07/1998,48581,8886,Yorkshire and the Humber
01/08/1998,48736,7562,Yorkshire and the Humber
01/09/1998,48050,7159,Yorkshire and the Humber
01/10/1998,48182,8086,Yorkshire and the Humber
01/11/1998,47122,7382,Yorkshire and the Humber
01/12/1998,47926,7834,Yorkshire and the Humber
01/01/1999,47586,4908,Yorkshire and the Humber
01/02/1999,47550,5268,Yorkshire and the Humber
01/03/1999,48108,7331,Yorkshire and the Humber
01/04/1999,48462,7872,Yorkshire and the Humber
01/05/1999,49528,7764,Yorkshire and the Humber
01/06/1999,49894,8754,Yorkshire and the Humber
01/07/1999,49766,10085,Yorkshire and the Humber
01/08/1999,50608,8886,Yorkshire and the Humber
01/09/1999,50388,8468,Yorkshire and the Humber
01/10/1999,50402,9362,Yorkshire and the Humber
01/11/1999,50932,9168,Yorkshire and the Humber
01/12/1999,50654,9036,Yorkshire and the Humber
01/01/2000,50489,5717,Yorkshire and the Humber
01/02/2000,50579,6182,Yorkshire and the Humber
01/03/2000,50735,8871,Yorkshire and the Humber
01/04/2000,52508,8022,Yorkshire and the Humber
01/05/2000,52979,8416,Yorkshire and the Humber
01/06/2000,53615,10083,Yorkshire and the Humber
01/07/2000,54065,8777,Yorkshire and the Humber
01/08/2000,54181,9036,Yorkshire and the Humber
01/09/2000,54845,8702,Yorkshire and the Humber
01/10/2000,54659,8396,Yorkshire and the Humber
01/11/2000,54014,8180,Yorkshire and the Humber
01/12/2000,54709,8961,Yorkshire and the Humber
01/01/2001,55007,5850,Yorkshire and the Humber
01/02/2001,54076,6063,Yorkshire and the Humber
01/03/2001,54612,8443,Yorkshire and the Humber
01/04/2001,56162,8089,Yorkshire and the Humber
01/05/2001,57262,9271,Yorkshire and the Humber
01/06/2001,57846,11031,Yorkshire and the Humber
01/07/2001,58617,10516,Yorkshire and the Humber
01/08/2001,59846,11595,Yorkshire and the Humber
01/09/2001,60055,9356,Yorkshire and the Humber
01/10/2001,59514,10435,Yorkshire and the Humber
01/11/2001,60419,11220,Yorkshire and the Humber
01/12/2001,61131,9590,Yorkshire and the Humber
01/01/2002,60884,7040,Yorkshire and the Humber
01/02/2002,62001,7413,Yorkshire and the Humber
01/03/2002,62928,10423,Yorkshire and the Humber
01/04/2002,64739,9582,Yorkshire and the Humber
01/05/2002,66684,12999,Yorkshire and the Humber
01/06/2002,68931,10042,Yorkshire and the Humber
01/07/2002,70211,11823,Yorkshire and the Humber
01/08/2002,72055,12028,Yorkshire and the Humber
01/09/2002,73005,10126,Yorkshire and the Humber
01/10/2002,73921,10323,Yorkshire and the Humber
01/11/2002,76688,11411,Yorkshire and the Humber
01/12/2002,77357,10192,Yorkshire and the Humber
01/01/2003,78554,7804,Yorkshire and the Humber
01/02/2003,78707,7497,Yorkshire and the Humber
01/03/2003,80085,8432,Yorkshire and the Humber
01/04/2003,82883,8849,Yorkshire and the Humber
01/05/2003,85381,10158,Yorkshire and the Humber
01/06/2003,87165,10413,Yorkshire and the Humber
01/07/2003,89509,11013,Yorkshire and the Humber
01/08/2003,91496,11564,Yorkshire and the Humber
01/09/2003,91827,10865,Yorkshire and the Humber
01/10/2003,93299,12209,Yorkshire and the Humber
01/11/2003,95183,11302,Yorkshire and the Humber
01/12/2003,97392,11890,Yorkshire and the Humber
01/01/2004,96820,8444,Yorkshire and the Humber
01/02/2004,97291,8425,Yorkshire and the Humber
01/03/2004,100959,10102,Yorkshire and the Humber
01/04/2004,106609,11490,Yorkshire and the Humber
01/05/2004,109413,10747,Yorkshire and the Humber
01/06/2004,112733,11901,Yorkshire and the Humber
01/07/2004,114941,12740,Yorkshire and the Humber
01/08/2004,117119,10285,Yorkshire and the Humber
01/09/2004,118563,9273,Yorkshire and the Humber
01/10/2004,118291,9409,Yorkshire and the Humber
01/11/2004,118818,7995,Yorkshire and the Humber
01/12/2004,120378,8658,Yorkshire and the Humber
01/01/2005,118923,5513,Yorkshire and the Humber
01/02/2005,120419,5700,Yorkshire and the Humber
01/03/2005,121650,7004,Yorkshire and the Humber
01/04/2005,122183,8173,Yorkshire and the Humber
01/05/2005,124992,8270,Yorkshire and the Humber
01/06/2005,126353,9656,Yorkshire and the Humber
01/07/2005,127946,9874,Yorkshire and the Humber
01/08/2005,129053,9151,Yorkshire and the Humber
01/09/2005,129295,9561,Yorkshire and the Humber
01/10/2005,129477,9058,Yorkshire and the Humber
01/11/2005,129596,9053,Yorkshire and the Humber
01/12/2005,130416,10191,Yorkshire and the Humber
01/01/2006,130043,7279,Yorkshire and the Humber
01/02/2006,130998,7413,Yorkshire and the Humber
01/03/2006,131602,9781,Yorkshire and the Humber
01/04/2006,134859,9414,Yorkshire and the Humber
01/05/2006,135180,10116,Yorkshire and the Humber
01/06/2006,136554,12396,Yorkshire and the Humber
01/07/2006,138362,11170,Yorkshire and the Humber
01/08/2006,139890,11109,Yorkshire and the Humber
01/09/2006,140053,11107,Yorkshire and the Humber
01/10/2006,140644,11090,Yorkshire and the Humber
01/11/2006,141286,11381,Yorkshire and the Humber
01/12/2006,143129,11749,Yorkshire and the Humber
01/01/2007,141824,8271,Yorkshire and the Humber
01/02/2007,142084,8423,Yorkshire and the Humber
01/03/2007,142716,10371,Yorkshire and the Humber
01/04/2007,146140,9276,Yorkshire and the Humber
01/05/2007,147844,10536,Yorkshire and the Humber
01/06/2007,149372,12141,Yorkshire and the Humber
01/07/2007,149681,11262,Yorkshire and the Humber
01/08/2007,149887,11457,Yorkshire and the Humber
01/09/2007,149366,9072,Yorkshire and the Humber
01/10/2007,150233,9891,Yorkshire and the Humber
01/11/2007,149918,9599,Yorkshire and the Humber
01/12/2007,150186,7935,Yorkshire and the Humber
01/01/2008,147225,5702,Yorkshire and the Humber
01/02/2008,146749,6036,Yorkshire and the Humber
01/03/2008,145187,5372,Yorkshire and the Humber
01/04/2008,146226,6001,Yorkshire and the Humber
01/05/2008,146896,6539,Yorkshire and the Humber
01/06/2008,143970,6046,Yorkshire and the Humber
01/07/2008,143731,5160,Yorkshire and the Humber
01/08/2008,141353,4746,Yorkshire and the Humber
01/09/2008,137625,4047,Yorkshire and the Humber
01/10/2008,135400,4482,Yorkshire and the Humber
01/11/2008,131332,3651,Yorkshire and the Humber
01/12/2008,130032,3899,Yorkshire and the Humber
01/01/2009,125554,2377,Yorkshire and the Humber
01/02/2009,125758,2672,Yorkshire and the Humber
01/03/2009,123833,3412,Yorkshire and the Humber
01/04/2009,126502,3634,Yorkshire and the Humber
01/05/2009,127197,4046,Yorkshire and the Humber
01/06/2009,128130,4793,Yorkshire and the Humber
01/07/2009,132156,5366,Yorkshire and the Humber
01/08/2009,132277,4767,Yorkshire and the Humber
01/09/2009,132027,4868,Yorkshire and the Humber
01/10/2009,134008,5601,Yorkshire and the Humber
01/11/2009,134226,5106,Yorkshire and the Humber
01/12/2009,135139,6647,Yorkshire and the Humber
01/01/2010,132780,2846,Yorkshire and the Humber
01/02/2010,132740,3549,Yorkshire and the Humber
01/03/2010,132707,4236,Yorkshire and the Humber
01/04/2010,134399,4388,Yorkshire and the Humber
01/05/2010,134781,4694,Yorkshire and the Humber
01/06/2010,135393,5328,Yorkshire and the Humber
01/07/2010,137281,5657,Yorkshire and the Humber
01/08/2010,136896,4914,Yorkshire and the Humber
01/09/2010,135480,4790,Yorkshire and the Humber
01/10/2010,133059,4826,Yorkshire and the Humber
01/11/2010,131548,4675,Yorkshire and the Humber
01/12/2010,132685,4638,Yorkshire and the Humber
01/01/2011,128975,3044,Yorkshire and the Humber
01/02/2011,130825,3281,Yorkshire and the Humber
01/03/2011,127764,3866,Yorkshire and the Humber
01/04/2011,131790,4515,Yorkshire and the Humber
01/05/2011,131713,4327,Yorkshire and the Humber
01/06/2011,130288,4895,Yorkshire and the Humber
01/07/2011,131165,5089,Yorkshire and the Humber
01/08/2011,132380,5425,Yorkshire and the Humber
01/09/2011,131546,5282,Yorkshire and the Humber
01/10/2011,129243,4866,Yorkshire and the Humber
01/11/2011,129847,5193,Yorkshire and the Humber
01/12/2011,129614,5268,Yorkshire and the Humber
01/01/2012,126763,3593,Yorkshire and the Humber
01/02/2012,127906,3667,Yorkshire and the Humber
01/03/2012,128570,4957,Yorkshire and the Humber
01/04/2012,128045,3828,Yorkshire and the Humber
01/05/2012,129642,4541,Yorkshire and the Humber
01/06/2012,130979,5230,Yorkshire and the Humber
01/07/2012,131167,4850,Yorkshire and the Humber
01/08/2012,131781,5376,Yorkshire and the Humber
01/09/2012,130579,4355,Yorkshire and the Humber
01/10/2012,129217,4971,Yorkshire and the Humber
01/11/2012,130287,5559,Yorkshire and the Humber
01/12/2012,129701,4900,Yorkshire and the Humber
01/01/2013,125516,3486,Yorkshire and the Humber
01/02/2013,128099,3807,Yorkshire and the Humber
01/03/2013,127679,4854,Yorkshire and the Humber
01/04/2013,127980,4349,Yorkshire and the Humber
01/05/2013,130027,5750,Yorkshire and the Humber
01/06/2013,130724,5685,Yorkshire and the Humber
01/07/2013,131471,6008,Yorkshire and the Humber
01/08/2013,131934,6642,Yorkshire and the Humber
01/09/2013,133207,5727,Yorkshire and the Humber
01/10/2013,130967,6741,Yorkshire and the Humber
01/11/2013,131770,7343,Yorkshire and the Humber
01/12/2013,133265,6882,Yorkshire and the Humber
01/01/2014,131526,5704,Yorkshire and the Humber
01/02/2014,133566,5708,Yorkshire and the Humber
01/03/2014,131800,5956,Yorkshire and the Humber
01/04/2014,135527,6283,Yorkshire and the Humber
01/05/2014,136372,7081,Yorkshire and the Humber
01/06/2014,136406,7417,Yorkshire and the Humber
01/07/2014,138056,7335,Yorkshire and the Humber
01/08/2014,139749,7887,Yorkshire and the Humber
01/09/2014,137813,6960,Yorkshire and the Humber
01/10/2014,138639,7832,Yorkshire and the Humber
01/11/2014,138291,6661,Yorkshire and the Humber
01/12/2014,139199,6965,Yorkshire and the Humber
01/01/2015,136169,4757,Yorkshire and the Humber
01/02/2015,136993,5130,Yorkshire and the Humber
01/03/2015,137740,6071,Yorkshire and the Humber
01/04/2015,138435,5786,Yorkshire and the Humber
01/05/2015,141654,6955,Yorkshire and the Humber
01/06/2015,141872,7367,Yorkshire and the Humber
01/07/2015,144733,8227,Yorkshire and the Humber
01/08/2015,145313,7489,Yorkshire and the Humber
01/09/2015,144635,7165,Yorkshire and the Humber
01/10/2015,144325,8067,Yorkshire and the Humber
01/11/2015,145036,7271,Yorkshire and the Humber
01/12/2015,145531,7426,Yorkshire and the Humber
01/01/2016,144594,5378,Yorkshire and the Humber
01/02/2016,145064,5777,Yorkshire and the Humber
01/03/2016,143824,10252,Yorkshire and the Humber
01/04/2016,148145,5329,Yorkshire and the Humber
01/05/2016,148712,5981,Yorkshire and the Humber
01/06/2016,150349,7170,Yorkshire and the Humber
01/07/2016,151334,7520,Yorkshire and the Humber
01/08/2016,151486,7748,Yorkshire and the Humber
01/09/2016,150519,7277,Yorkshire and the Humber
01/10/2016,150358,6568,Yorkshire and the Humber
01/11/2016,151219,7111,Yorkshire and the Humber
01/12/2016,152583,7761,Yorkshire and the Humber
01/01/2017,148916,5376,Yorkshire and the Humber
01/02/2017,150721,5946,Yorkshire and the Humber
01/03/2017,149660,7324,Yorkshire and the Humber
01/04/2017,153248,6251,Yorkshire and the Humber
01/05/2017,154547,6928,Yorkshire and the Humber
01/06/2017,155802,8581,Yorkshire and the Humber
01/07/2017,156514,7772,Yorkshire and the Humber
01/08/2017,158077,8051,Yorkshire and the Humber
01/09/2017,157934,7655,Yorkshire and the Humber
01/10/2017,156897,7820,Yorkshire and the Humber
01/11/2017,157088,7833,Yorkshire and the Humber
01/12/2017,158435,7722,Yorkshire and the Humber
01/01/2018,155888,5528,Yorkshire and the Humber
01/02/2018,155694,5757,Yorkshire and the Humber
01/03/2018,156466,6950,Yorkshire and the Humber
01/04/2018,157431,6050,Yorkshire and the Humber
01/05/2018,159541,6941,Yorkshire and the Humber
01/06/2018,160484,8060,Yorkshire and the Humber
01/07/2018,162020,7468,Yorkshire and the Humber
01/08/2018,164088,8480,Yorkshire and the Humber
01/09/2018,162180,6862,Yorkshire and the Humber
01/10/2018,161750,7832,Yorkshire and the Humber
01/11/2018,161471,8468,Yorkshire and the Humber
01/12/2018,162130,7433,Yorkshire and the Humber
01/01/2019,160341,5646,Yorkshire and the Humber
01/02/2019,159284,6203,Yorkshire and the Humber
01/03/2019,160771,6802,Yorkshire and the Humber
01/04/2019,161839,6420,Yorkshire and the Humber
01/05/2019,162208,7060,Yorkshire and the Humber
01/06/2019,163658,7222,Yorkshire and the Humber
01/07/2019,164990,7529,Yorkshire and the Humber
01/08/2019,165547,7936,Yorkshire and the Humber
01/09/2019,165445,6866,Yorkshire and the Humber
01/10/2019,166226,7618,Yorkshire and the Humber
01/11/2019,164876,7834,Yorkshire and the Humber
01/12/2019,165654,7313,Yorkshire and the Humber
01/01/2020,164553,5838,Yorkshire and the Humber
01/02/2020,164353,5569,Yorkshire and the Humber
01/03/2020,165360,5554,Yorkshire and the Humber
01/04/2020,160140,2341,Yorkshire and the Humber
01/05/2020,164970,3337,Yorkshire and the Humber
01/06/2020,167941,5015,Yorkshire and the Humber
01/07/2020,168740,5531,Yorkshire and the Humber
01/08/2020,171000,5861,Yorkshire and the Humber
01/09/2020,171828,6532,Yorkshire and the Humber
01/10/2020,174360,8211,Yorkshire and the Humber
01/11/2020,178145,7884,Yorkshire and the Humber
01/12/2020,179316,8328,Yorkshire and the Humber
01/01/2021,181214,6145,Yorkshire and the Humber
01/02/2021,181319,7753,Yorkshire and the Humber
01/03/2021,183188,10129,Yorkshire and the Humber
01/04/2021,179999,7246,Yorkshire and the Humber
01/05/2021,181853,6448,Yorkshire and the Humber
01/06/2021,195830,11345,Yorkshire and the Humber
01/07/2021,180018,6001,Yorkshire and the Humber
01/08/2021,186332,7027,Yorkshire and the Humber
01/09/2021,196014,11132,Yorkshire and the Humber
01/10/2021,185945,5215,Yorkshire and the Humber
01/11/2021,190804,6204,Yorkshire and the Humber
01/12/2021,192328,6495,Yorkshire and the Humber
01/01/2022,195487,5158,Yorkshire and the Humber
01/02/2022,197246,5875,Yorkshire and the Humber
01/03/2022,196470,5934,Yorkshire and the Humber
01/04/2022,198749,5415,Yorkshire and the Humber
01/05/2022,203543,5261,Yorkshire and the Humber
01/06/2022,204586,5241,Yorkshire and the Humber
01/07/2022,208099,5811,Yorkshire and the Humber
01/08/2022,211841,5367,Yorkshire and the Humber
