Unnamed: 0,Energy Source,Region,Year,Energy Consumption
2368,Oil Consumption - TWh (zero filled),South America,1996,1935.460815
2369,Oil Consumption - TWh (zero filled),South America,1997,2067.474121
2370,Oil Consumption - TWh (zero filled),South America,1998,2142.436279
2371,Oil Consumption - TWh (zero filled),South America,1999,2190.0354
2372,Oil Consumption - TWh (zero filled),South America,2000,2134.067383
2373,Oil Consumption - TWh (zero filled),South America,2001,2135.449707
2374,Oil Consumption - TWh (zero filled),South America,2002,2132.609863
2375,Oil Consumption - TWh (zero filled),South America,2003,2084.281738
2376,Oil Consumption - TWh (zero filled),South America,2004,2168.959229
2377,Oil Consumption - TWh (zero filled),South America,2005,2236.537354
2378,Oil Consumption - TWh (zero filled),South America,2006,2276.333496
2379,Oil Consumption - TWh (zero filled),South America,2007,2438.48999
2380,Oil Consumption - TWh (zero filled),South America,2008,2526.211914
2381,Oil Consumption - TWh (zero filled),South America,2009,2513.464355
2382,Oil Consumption - TWh (zero filled),South America,2010,2679.01709
2383,Oil Consumption - TWh (zero filled),South America,2011,2792.624512
2384,Oil Consumption - TWh (zero filled),South America,2012,2916.185059
2385,Oil Consumption - TWh (zero filled),South America,2013,3051.621826
2386,Oil Consumption - TWh (zero filled),South America,2014,3051.637939
2387,Oil Consumption - TWh (zero filled),South America,2015,2913.320068
2388,Oil Consumption - TWh (zero filled),South America,2016,2761.442871
2389,Oil Consumption - TWh (zero filled),South America,2017,2738.072021
2390,Oil Consumption - TWh (zero filled),South America,2018,2638.776855
2391,Oil Consumption - TWh (zero filled),South America,2019,2595.694824
2392,Oil Consumption - TWh (zero filled),South America,2020,2318.180664
2393,Oil Consumption - TWh (zero filled),South America,2021,2549.027832
2394,Solar Consumption - TWh (zero filled),Africa,1965,0.0
2395,Solar Consumption - TWh (zero filled),Africa,1966,0.0
2396,Solar Consumption - TWh (zero filled),Africa,1967,0.0
2397,Solar Consumption - TWh (zero filled),Africa,1968,0.0
2398,Solar Consumption - TWh (zero filled),Africa,1969,0.0
2399,Solar Consumption - TWh (zero filled),Africa,1970,0.0
2400,Solar Consumption - TWh (zero filled),Africa,1971,0.0
2401,Solar Consumption - TWh (zero filled),Africa,1972,0.0
2402,Solar Consumption - TWh (zero filled),Africa,1973,0.0
2403,Solar Consumption - TWh (zero filled),Africa,1974,0.0
2404,Solar Consumption - TWh (zero filled),Africa,1975,0.0
2405,Solar Consumption - TWh (zero filled),Africa,1976,0.0
2406,Solar Consumption - TWh (zero filled),Africa,1977,0.0
2407,Solar Consumption - TWh (zero filled),Africa,1978,0.0
2408,Solar Consumption - TWh (zero filled),Africa,1979,0.0
2409,Solar Consumption - TWh (zero filled),Africa,1980,0.0
2410,Solar Consumption - TWh (zero filled),Africa,1981,0.0
2411,Solar Consumption - TWh (zero filled),Africa,1982,0.0
2412,Solar Consumption - TWh (zero filled),Africa,1983,0.0
2413,Solar Consumption - TWh (zero filled),Africa,1984,0.0
2414,Solar Consumption - TWh (zero filled),Africa,1985,0.0
2415,Solar Consumption - TWh (zero filled),Africa,1986,0.0
2416,Solar Consumption - TWh (zero filled),Africa,1987,0.0
2417,Solar Consumption - TWh (zero filled),Africa,1988,0.0
2418,Solar Consumption - TWh (zero filled),Africa,1989,0.0
2419,Solar Consumption - TWh (zero filled),Africa,1990,0.0
2420,Solar Consumption - TWh (zero filled),Africa,1991,0.0
2421,Solar Consumption - TWh (zero filled),Africa,1992,0.0
2422,Solar Consumption - TWh (zero filled),Africa,1993,0.0
2423,Solar Consumption - TWh (zero filled),Africa,1994,0.0
2424,Solar Consumption - TWh (zero filled),Africa,1995,0.0
2425,Solar Consumption - TWh (zero filled),Africa,1996,0.0
2426,Solar Consumption - TWh (zero filled),Africa,1997,0.0
2427,Solar Consumption - TWh (zero filled),Africa,1998,0.0
2428,Solar Consumption - TWh (zero filled),Africa,1999,0.0
2429,Solar Consumption - TWh (zero filled),Africa,2000,0.035313889
2430,Solar Consumption - TWh (zero filled),Africa,2001,0.043955833
2431,Solar Consumption - TWh (zero filled),Africa,2002,0.049043614
2432,Solar Consumption - TWh (zero filled),Africa,2003,0.058158889
2433,Solar Consumption - TWh (zero filled),Africa,2004,0.070790559
2434,Solar Consumption - TWh (zero filled),Africa,2005,0.084134445
2435,Solar Consumption - TWh (zero filled),Africa,2006,0.107861668
2436,Solar Consumption - TWh (zero filled),Africa,2007,0.142732784
2437,Solar Consumption - TWh (zero filled),Africa,2008,0.204168335
2438,Solar Consumption - TWh (zero filled),Africa,2009,0.267598331
2439,Solar Consumption - TWh (zero filled),Africa,2010,0.59966141
2440,Solar Consumption - TWh (zero filled),Africa,2011,1.660955548
2441,Solar Consumption - TWh (zero filled),Africa,2012,2.721807241
2442,Solar Consumption - TWh (zero filled),Africa,2013,2.146321058
2443,Solar Consumption - TWh (zero filled),Africa,2014,5.158529282
2444,Solar Consumption - TWh (zero filled),Africa,2015,8.775348663
2445,Solar Consumption - TWh (zero filled),Africa,2016,14.41341496
2446,Solar Consumption - TWh (zero filled),Africa,2017,20.68731308
2447,Solar Consumption - TWh (zero filled),Africa,2018,26.59893036
2448,Solar Consumption - TWh (zero filled),Africa,2019,33.98899078
2449,Solar Consumption - TWh (zero filled),Africa,2020,42.1750679
2450,Solar Consumption - TWh (zero filled),Africa,2021,43.2150383
2451,Solar Consumption - TWh (zero filled),Asia,1965,0.0
2452,Solar Consumption - TWh (zero filled),Asia,1966,0.0
2453,Solar Consumption - TWh (zero filled),Asia,1967,0.0
2454,Solar Consumption - TWh (zero filled),Asia,1968,0.0
2455,Solar Consumption - TWh (zero filled),Asia,1969,0.0
2456,Solar Consumption - TWh (zero filled),Asia,1970,0.0
2457,Solar Consumption - TWh (zero filled),Asia,1971,0.0
2458,Solar Consumption - TWh (zero filled),Asia,1972,0.0
2459,Solar Consumption - TWh (zero filled),Asia,1973,0.0
2460,Solar Consumption - TWh (zero filled),Asia,1974,0.0
2461,Solar Consumption - TWh (zero filled),Asia,1975,0.0
2462,Solar Consumption - TWh (zero filled),Asia,1976,0.0
2463,Solar Consumption - TWh (zero filled),Asia,1977,0.0
2464,Solar Consumption - TWh (zero filled),Asia,1978,0.0
2465,Solar Consumption - TWh (zero filled),Asia,1979,0.0
2466,Solar Consumption - TWh (zero filled),Asia,1980,0.0
2467,Solar Consumption - TWh (zero filled),Asia,1981,0.0
2468,Solar Consumption - TWh (zero filled),Asia,1982,0.0
2469,Solar Consumption - TWh (zero filled),Asia,1983,0.0
2470,Solar Consumption - TWh (zero filled),Asia,1984,0.0
2471,Solar Consumption - TWh (zero filled),Asia,1985,0.0
2472,Solar Consumption - TWh (zero filled),Asia,1986,0.0
2473,Solar Consumption - TWh (zero filled),Asia,1987,0.0
2474,Solar Consumption - TWh (zero filled),Asia,1988,0.0
2475,Solar Consumption - TWh (zero filled),Asia,1989,0.0
2476,Solar Consumption - TWh (zero filled),Asia,1990,0.011805556
2477,Solar Consumption - TWh (zero filled),Asia,1991,0.011805556
2478,Solar Consumption - TWh (zero filled),Asia,1992,0.045826111
2479,Solar Consumption - TWh (zero filled),Asia,1993,0.084282227
2480,Solar Consumption - TWh (zero filled),Asia,1994,0.10644722
2481,Solar Consumption - TWh (zero filled),Asia,1995,0.146412224
2482,Solar Consumption - TWh (zero filled),Asia,1996,0.214544728
2483,Solar Consumption - TWh (zero filled),Asia,1997,0.344077021
2484,Solar Consumption - TWh (zero filled),Asia,1998,0.494760811
2485,Solar Consumption - TWh (zero filled),Asia,1999,0.726437449
2486,Solar Consumption - TWh (zero filled),Asia,2000,1.128768325
2487,Solar Consumption - TWh (zero filled),Asia,2001,1.628574729
2488,Solar Consumption - TWh (zero filled),Asia,2002,2.249887943
2489,Solar Consumption - TWh (zero filled),Asia,2003,3.054902554
2490,Solar Consumption - TWh (zero filled),Asia,2004,4.007902622
2491,Solar Consumption - TWh (zero filled),Asia,2005,5.063903809
2492,Solar Consumption - TWh (zero filled),Asia,2006,6.241994381
2493,Solar Consumption - TWh (zero filled),Asia,2007,7.440398216
2494,Solar Consumption - TWh (zero filled),Asia,2008,8.967247009
2495,Solar Consumption - TWh (zero filled),Asia,2009,11.51454639
2496,Solar Consumption - TWh (zero filled),Asia,2010,16.25839615
2497,Solar Consumption - TWh (zero filled),Asia,2011,28.53759384
2498,Solar Consumption - TWh (zero filled),Asia,2012,42.70378113
2499,Solar Consumption - TWh (zero filled),Asia,2013,79.6756897
2500,Solar Consumption - TWh (zero filled),Asia,2014,160.7481995
2501,Solar Consumption - TWh (zero filled),Asia,2015,246.3854523
2502,Solar Consumption - TWh (zero filled),Asia,2016,370.1826782
2503,Solar Consumption - TWh (zero filled),Asia,2017,579.5465088
2504,Solar Consumption - TWh (zero filled),Asia,2018,821.727356
2505,Solar Consumption - TWh (zero filled),Asia,2019,1032.667847
2506,Solar Consumption - TWh (zero filled),Asia,2020,1228.240234
2507,Solar Consumption - TWh (zero filled),Asia,2021,1516.780151
2508,Solar Consumption - TWh (zero filled),Europe,1965,0.0
2509,Solar Consumption - TWh (zero filled),Europe,1966,0.0
2510,Solar Consumption - TWh (zero filled),Europe,1967,0.0
2511,Solar Consumption - TWh (zero filled),Europe,1968,0.0
2512,Solar Consumption - TWh (zero filled),Europe,1969,0.0
2513,Solar Consumption - TWh (zero filled),Europe,1970,0.0
2514,Solar Consumption - TWh (zero filled),Europe,1971,0.0
2515,Solar Consumption - TWh (zero filled),Europe,1972,0.0
2516,Solar Consumption - TWh (zero filled),Europe,1973,0.0
2517,Solar Consumption - TWh (zero filled),Europe,1974,0.0
2518,Solar Consumption - TWh (zero filled),Europe,1975,0.0
2519,Solar Consumption - TWh (zero filled),Europe,1976,0.0
2520,Solar Consumption - TWh (zero filled),Europe,1977,0.0
2521,Solar Consumption - TWh (zero filled),Europe,1978,0.0
2522,Solar Consumption - TWh (zero filled),Europe,1979,0.0
2523,Solar Consumption - TWh (zero filled),Europe,1980,0.0
2524,Solar Consumption - TWh (zero filled),Europe,1981,0.0
2525,Solar Consumption - TWh (zero filled),Europe,1982,0.0
2526,Solar Consumption - TWh (zero filled),Europe,1983,0.0
2527,Solar Consumption - TWh (zero filled),Europe,1984,0.003
2528,Solar Consumption - TWh (zero filled),Europe,1985,0.003
2529,Solar Consumption - TWh (zero filled),Europe,1986,0.003
2530,Solar Consumption - TWh (zero filled),Europe,1987,0.0
2531,Solar Consumption - TWh (zero filled),Europe,1988,0.003
2532,Solar Consumption - TWh (zero filled),Europe,1989,0.026888888
2533,Solar Consumption - TWh (zero filled),Europe,1990,0.03695
2534,Solar Consumption - TWh (zero filled),Europe,1991,0.045811109
2535,Solar Consumption - TWh (zero filled),Europe,1992,0.074175
2536,Solar Consumption - TWh (zero filled),Europe,1993,0.095707498
2537,Solar Consumption - TWh (zero filled),Europe,1994,0.102548614
2538,Solar Consumption - TWh (zero filled),Europe,1995,0.132551119
2539,Solar Consumption - TWh (zero filled),Europe,1996,0.141331673
2540,Solar Consumption - TWh (zero filled),Europe,1997,0.168322504
2541,Solar Consumption - TWh (zero filled),Europe,1998,0.198376939
2542,Solar Consumption - TWh (zero filled),Europe,1999,0.237115562
2543,Solar Consumption - TWh (zero filled),Europe,2000,0.220180273
2544,Solar Consumption - TWh (zero filled),Europe,2001,0.570586383
2545,Solar Consumption - TWh (zero filled),Europe,2002,0.918724716
2546,Solar Consumption - TWh (zero filled),Europe,2003,1.35926187
2547,Solar Consumption - TWh (zero filled),Europe,2004,2.164393902
2548,Solar Consumption - TWh (zero filled),Europe,2005,4.330589294
2549,Solar Consumption - TWh (zero filled),Europe,2006,7.310085297
2550,Solar Consumption - TWh (zero filled),Europe,2007,10.96469498
2551,Solar Consumption - TWh (zero filled),Europe,2008,21.32575226
2552,Solar Consumption - TWh (zero filled),Europe,2009,40.00514984
2553,Solar Consumption - TWh (zero filled),Europe,2010,65.21232605
2554,Solar Consumption - TWh (zero filled),Europe,2011,129.9433289
2555,Solar Consumption - TWh (zero filled),Europe,2012,198.0607147
2556,Solar Consumption - TWh (zero filled),Europe,2013,235.8863678
2557,Solar Consumption - TWh (zero filled),Europe,2014,264.0891724
2558,Solar Consumption - TWh (zero filled),Europe,2015,291.8780518
2559,Solar Consumption - TWh (zero filled),Europe,2016,299.4394226
2560,Solar Consumption - TWh (zero filled),Europe,2017,320.6885071
2561,Solar Consumption - TWh (zero filled),Europe,2018,341.5918884
2562,Solar Consumption - TWh (zero filled),Europe,2019,375.2486267
2563,Solar Consumption - TWh (zero filled),Europe,2020,437.8909302
2564,Solar Consumption - TWh (zero filled),Europe,2021,484.9103088
2565,Solar Consumption - TWh (zero filled),North America,1965,0.0
2566,Solar Consumption - TWh (zero filled),North America,1966,0.0
2567,Solar Consumption - TWh (zero filled),North America,1967,0.0
2568,Solar Consumption - TWh (zero filled),North America,1968,0.0
2569,Solar Consumption - TWh (zero filled),North America,1969,0.0
2570,Solar Consumption - TWh (zero filled),North America,1970,0.0
2571,Solar Consumption - TWh (zero filled),North America,1971,0.0
2572,Solar Consumption - TWh (zero filled),North America,1972,0.0
2573,Solar Consumption - TWh (zero filled),North America,1973,0.0
2574,Solar Consumption - TWh (zero filled),North America,1974,0.0
2575,Solar Consumption - TWh (zero filled),North America,1975,0.0
2576,Solar Consumption - TWh (zero filled),North America,1976,0.0
2577,Solar Consumption - TWh (zero filled),North America,1977,0.0
2578,Solar Consumption - TWh (zero filled),North America,1978,0.0
2579,Solar Consumption - TWh (zero filled),North America,1979,0.0
2580,Solar Consumption - TWh (zero filled),North America,1980,0.0
2581,Solar Consumption - TWh (zero filled),North America,1981,0.0
2582,Solar Consumption - TWh (zero filled),North America,1982,0.0
2583,Solar Consumption - TWh (zero filled),North America,1983,0.008861111
2584,Solar Consumption - TWh (zero filled),North America,1984,0.015666667
2585,Solar Consumption - TWh (zero filled),North America,1985,0.031750277
2586,Solar Consumption - TWh (zero filled),North America,1986,0.041911665
2587,Solar Consumption - TWh (zero filled),North America,1987,0.031353056
2588,Solar Consumption - TWh (zero filled),North America,1988,0.027166666
2589,Solar Consumption - TWh (zero filled),North America,1989,0.748509467
2590,Solar Consumption - TWh (zero filled),North America,1990,1.099381089
2591,Solar Consumption - TWh (zero filled),North America,1991,1.420105338
2592,Solar Consumption - TWh (zero filled),North America,1992,1.223893046
2593,Solar Consumption - TWh (zero filled),North America,1993,1.422965288
2594,Solar Consumption - TWh (zero filled),North America,1994,1.504893661
2595,Solar Consumption - TWh (zero filled),North America,1995,1.547425866
2596,Solar Consumption - TWh (zero filled),North America,1996,1.635934711
2597,Solar Consumption - TWh (zero filled),North America,1997,1.613481045
2598,Solar Consumption - TWh (zero filled),North America,1998,1.6019876
2599,Solar Consumption - TWh (zero filled),North America,1999,1.592945218
2600,Solar Consumption - TWh (zero filled),North America,2000,1.603229403
2601,Solar Consumption - TWh (zero filled),North America,2001,1.771160007
2602,Solar Consumption - TWh (zero filled),North America,2002,1.849487305
2603,Solar Consumption - TWh (zero filled),North America,2003,1.865579486
2604,Solar Consumption - TWh (zero filled),North America,2004,2.086409569
2605,Solar Consumption - TWh (zero filled),North America,2005,2.240923643
2606,Solar Consumption - TWh (zero filled),North America,2006,2.455134153
2607,Solar Consumption - TWh (zero filled),North America,2007,3.224645853
2608,Solar Consumption - TWh (zero filled),North America,2008,4.779889107
2609,Solar Consumption - TWh (zero filled),North America,2009,6.243008614
2610,Solar Consumption - TWh (zero filled),North America,2010,9.294369698
2611,Solar Consumption - TWh (zero filled),North America,2011,15.01126289
2612,Solar Consumption - TWh (zero filled),North America,2012,27.94668579
2613,Solar Consumption - TWh (zero filled),North America,2013,48.76556015
2614,Solar Consumption - TWh (zero filled),North America,2014,86.36484528
2615,Solar Consumption - TWh (zero filled),North America,2015,115.6696854
2616,Solar Consumption - TWh (zero filled),North America,2016,161.2533112
2617,Solar Consumption - TWh (zero filled),North America,2017,222.2314606
2618,Solar Consumption - TWh (zero filled),North America,2018,270.119751
2619,Solar Consumption - TWh (zero filled),North America,2019,318.2161255
2620,Solar Consumption - TWh (zero filled),North America,2020,387.6333618
2621,Solar Consumption - TWh (zero filled),North America,2021,483.6045837
2622,Solar Consumption - TWh (zero filled),Oceania,1965,0.0
2623,Solar Consumption - TWh (zero filled),Oceania,1966,0.0
2624,Solar Consumption - TWh (zero filled),Oceania,1967,0.0
2625,Solar Consumption - TWh (zero filled),Oceania,1968,0.0
2626,Solar Consumption - TWh (zero filled),Oceania,1969,0.0
2627,Solar Consumption - TWh (zero filled),Oceania,1970,0.0
2628,Solar Consumption - TWh (zero filled),Oceania,1971,0.0
2629,Solar Consumption - TWh (zero filled),Oceania,1972,0.0
2630,Solar Consumption - TWh (zero filled),Oceania,1973,0.0
2631,Solar Consumption - TWh (zero filled),Oceania,1974,0.0
2632,Solar Consumption - TWh (zero filled),Oceania,1975,0.0
2633,Solar Consumption - TWh (zero filled),Oceania,1976,0.0
2634,Solar Consumption - TWh (zero filled),Oceania,1977,0.0
2635,Solar Consumption - TWh (zero filled),Oceania,1978,0.0
2636,Solar Consumption - TWh (zero filled),Oceania,1979,0.0
2637,Solar Consumption - TWh (zero filled),Oceania,1980,0.0
2638,Solar Consumption - TWh (zero filled),Oceania,1981,0.0
2639,Solar Consumption - TWh (zero filled),Oceania,1982,0.0
2640,Solar Consumption - TWh (zero filled),Oceania,1983,0.0
2641,Solar Consumption - TWh (zero filled),Oceania,1984,0.0
2642,Solar Consumption - TWh (zero filled),Oceania,1985,0.0
2643,Solar Consumption - TWh (zero filled),Oceania,1986,0.0
2644,Solar Consumption - TWh (zero filled),Oceania,1987,0.0
2645,Solar Consumption - TWh (zero filled),Oceania,1988,0.0
2646,Solar Consumption - TWh (zero filled),Oceania,1989,0.0
2647,Solar Consumption - TWh (zero filled),Oceania,1990,0.0
2648,Solar Consumption - TWh (zero filled),Oceania,1991,0.016111111
2649,Solar Consumption - TWh (zero filled),Oceania,1992,0.035779443
2650,Solar Consumption - TWh (zero filled),Oceania,1993,0.043171946
2651,Solar Consumption - TWh (zero filled),Oceania,1994,0.051451668
2652,Solar Consumption - TWh (zero filled),Oceania,1995,0.062540278
2653,Solar Consumption - TWh (zero filled),Oceania,1996,0.07569889
2654,Solar Consumption - TWh (zero filled),Oceania,1997,0.090631664
2655,Solar Consumption - TWh (zero filled),Oceania,1998,0.105268888
2656,Solar Consumption - TWh (zero filled),Oceania,1999,0.120053887
2657,Solar Consumption - TWh (zero filled),Oceania,2000,0.13823916
2658,Solar Consumption - TWh (zero filled),Oceania,2001,0.159081116
2659,Solar Consumption - TWh (zero filled),Oceania,2002,0.170168057
2660,Solar Consumption - TWh (zero filled),Oceania,2003,0.183287784
2661,Solar Consumption - TWh (zero filled),Oceania,2004,0.210216388
2662,Solar Consumption - TWh (zero filled),Oceania,2005,0.240669996
2663,Solar Consumption - TWh (zero filled),Oceania,2006,0.277426958
2664,Solar Consumption - TWh (zero filled),Oceania,2007,0.331280828
2665,Solar Consumption - TWh (zero filled),Oceania,2008,0.400882244
2666,Solar Consumption - TWh (zero filled),Oceania,2009,0.820590258
2667,Solar Consumption - TWh (zero filled),Oceania,2010,2.724179029
2668,Solar Consumption - TWh (zero filled),Oceania,2011,5.651586533
2669,Solar Consumption - TWh (zero filled),Oceania,2012,6.626770496
2670,Solar Consumption - TWh (zero filled),Oceania,2013,10.50399399
2671,Solar Consumption - TWh (zero filled),Oceania,2014,13.4661665
2672,Solar Consumption - TWh (zero filled),Oceania,2015,16.78293991
2673,Solar Consumption - TWh (zero filled),Oceania,2016,20.06786537
2674,Solar Consumption - TWh (zero filled),Oceania,2017,23.93672371
2675,Solar Consumption - TWh (zero filled),Oceania,2018,32.89430237
2676,Solar Consumption - TWh (zero filled),Oceania,2019,48.56668472
2677,Solar Consumption - TWh (zero filled),Oceania,2020,63.03853989
2678,Solar Consumption - TWh (zero filled),Oceania,2021,82.16015625
2679,Solar Consumption - TWh (zero filled),South America,1965,0.0
2680,Solar Consumption - TWh (zero filled),South America,1966,0.0
2681,Solar Consumption - TWh (zero filled),South America,1967,0.0
2682,Solar Consumption - TWh (zero filled),South America,1968,0.0
2683,Solar Consumption - TWh (zero filled),South America,1969,0.0
2684,Solar Consumption - TWh (zero filled),South America,1970,0.0
2685,Solar Consumption - TWh (zero filled),South America,1971,0.0
2686,Solar Consumption - TWh (zero filled),South America,1972,0.0
2687,Solar Consumption - TWh (zero filled),South America,1973,0.0
2688,Solar Consumption - TWh (zero filled),South America,1974,0.0
2689,Solar Consumption - TWh (zero filled),South America,1975,0.0
2690,Solar Consumption - TWh (zero filled),South America,1976,0.0
2691,Solar Consumption - TWh (zero filled),South America,1977,0.0
2692,Solar Consumption - TWh (zero filled),South America,1978,0.0
2693,Solar Consumption - TWh (zero filled),South America,1979,0.0
2694,Solar Consumption - TWh (zero filled),South America,1980,0.0
2695,Solar Consumption - TWh (zero filled),South America,1981,0.0
2696,Solar Consumption - TWh (zero filled),South America,1982,0.0
2697,Solar Consumption - TWh (zero filled),South America,1983,0.0
2698,Solar Consumption - TWh (zero filled),South America,1984,0.0
2699,Solar Consumption - TWh (zero filled),South America,1985,0.0
2700,Solar Consumption - TWh (zero filled),South America,1986,0.0
2701,Solar Consumption - TWh (zero filled),South America,1987,0.0
2702,Solar Consumption - TWh (zero filled),South America,1988,0.0
2703,Solar Consumption - TWh (zero filled),South America,1989,0.0
2704,Solar Consumption - TWh (zero filled),South America,1990,0.0
2705,Solar Consumption - TWh (zero filled),South America,1991,0.0
2706,Solar Consumption - TWh (zero filled),South America,1992,0.0
2707,Solar Consumption - TWh (zero filled),South America,1993,0.0
2708,Solar Consumption - TWh (zero filled),South America,1994,0.0
2709,Solar Consumption - TWh (zero filled),South America,1995,0.0
2710,Solar Consumption - TWh (zero filled),South America,1996,0.0
2711,Solar Consumption - TWh (zero filled),South America,1997,0.0
2712,Solar Consumption - TWh (zero filled),South America,1998,5.03e-05
2713,Solar Consumption - TWh (zero filled),South America,1999,7.69e-05
2714,Solar Consumption - TWh (zero filled),South America,2000,0.005569722
2715,Solar Consumption - TWh (zero filled),South America,2001,0.008005833
2716,Solar Consumption - TWh (zero filled),South America,2002,0.013766388
2717,Solar Consumption - TWh (zero filled),South America,2003,0.018842777
2718,Solar Consumption - TWh (zero filled),South America,2004,0.023188889
2719,Solar Consumption - TWh (zero filled),South America,2005,0.027647223
2720,Solar Consumption - TWh (zero filled),South America,2006,0.000402222
2721,Solar Consumption - TWh (zero filled),South America,2007,0.000465278
2722,Solar Consumption - TWh (zero filled),South America,2008,0.000754722
2723,Solar Consumption - TWh (zero filled),South America,2009,0.000595611
2724,Solar Consumption - TWh (zero filled),South America,2010,0.031627223
2725,Solar Consumption - TWh (zero filled),South America,2011,0.110784717
2726,Solar Consumption - TWh (zero filled),South America,2012,0.353173882
2727,Solar Consumption - TWh (zero filled),South America,2013,0.760657251
2728,Solar Consumption - TWh (zero filled),South America,2014,2.087102175
2729,Solar Consumption - TWh (zero filled),South America,2015,4.912874222
2730,Solar Consumption - TWh (zero filled),South America,2016,8.447523117
2731,Solar Consumption - TWh (zero filled),South America,2017,14.5380125
2732,Solar Consumption - TWh (zero filled),South America,2018,26.8569088
2733,Solar Consumption - TWh (zero filled),South America,2019,41.05236435
2734,Solar Consumption - TWh (zero filled),South America,2020,56.67580795
2735,Solar Consumption - TWh (zero filled),South America,2021,83.13884735
2736,Wind Consumption - TWh (zero filled),Africa,1965,0.0
2737,Wind Consumption - TWh (zero filled),Africa,1966,0.0
2738,Wind Consumption - TWh (zero filled),Africa,1967,0.0
2739,Wind Consumption - TWh (zero filled),Africa,1968,0.0
2740,Wind Consumption - TWh (zero filled),Africa,1969,0.0
2741,Wind Consumption - TWh (zero filled),Africa,1970,0.0
2742,Wind Consumption - TWh (zero filled),Africa,1971,0.0
2743,Wind Consumption - TWh (zero filled),Africa,1972,0.0
2744,Wind Consumption - TWh (zero filled),Africa,1973,0.0
2745,Wind Consumption - TWh (zero filled),Africa,1974,0.0
2746,Wind Consumption - TWh (zero filled),Africa,1975,0.0
2747,Wind Consumption - TWh (zero filled),Africa,1976,0.0
2748,Wind Consumption - TWh (zero filled),Africa,1977,0.0
2749,Wind Consumption - TWh (zero filled),Africa,1978,0.0
2750,Wind Consumption - TWh (zero filled),Africa,1979,0.0
2751,Wind Consumption - TWh (zero filled),Africa,1980,0.0
2752,Wind Consumption - TWh (zero filled),Africa,1981,0.0
2753,Wind Consumption - TWh (zero filled),Africa,1982,0.0
2754,Wind Consumption - TWh (zero filled),Africa,1983,0.0
2755,Wind Consumption - TWh (zero filled),Africa,1984,0.0
2756,Wind Consumption - TWh (zero filled),Africa,1985,0.0
2757,Wind Consumption - TWh (zero filled),Africa,1986,0.0
2758,Wind Consumption - TWh (zero filled),Africa,1987,0.0
2759,Wind Consumption - TWh (zero filled),Africa,1988,0.0
2760,Wind Consumption - TWh (zero filled),Africa,1989,0.0
2761,Wind Consumption - TWh (zero filled),Africa,1990,0.0
2762,Wind Consumption - TWh (zero filled),Africa,1991,0.0
2763,Wind Consumption - TWh (zero filled),Africa,1992,0.0
2764,Wind Consumption - TWh (zero filled),Africa,1993,0.005916667
2765,Wind Consumption - TWh (zero filled),Africa,1994,0.015972223
2766,Wind Consumption - TWh (zero filled),Africa,1995,0.018638888
2767,Wind Consumption - TWh (zero filled),Africa,1996,0.021
2768,Wind Consumption - TWh (zero filled),Africa,1997,0.021277778
2769,Wind Consumption - TWh (zero filled),Africa,1998,0.022472221
2770,Wind Consumption - TWh (zero filled),Africa,1999,0.058539443
2771,Wind Consumption - TWh (zero filled),Africa,2000,0.518951416
2772,Wind Consumption - TWh (zero filled),Africa,2001,1.220885873
2773,Wind Consumption - TWh (zero filled),Africa,2002,1.294748068
2774,Wind Consumption - TWh (zero filled),Africa,2003,1.553291917
2775,Wind Consumption - TWh (zero filled),Africa,2004,2.213917017
2776,Wind Consumption - TWh (zero filled),Africa,2005,2.234556675
2777,Wind Consumption - TWh (zero filled),Africa,2006,2.425894022
2778,Wind Consumption - TWh (zero filled),Africa,2007,2.873494387
2779,Wind Consumption - TWh (zero filled),Africa,2008,3.686172962
2780,Wind Consumption - TWh (zero filled),Africa,2009,4.438264847
2781,Wind Consumption - TWh (zero filled),Africa,2010,6.341038704
2782,Wind Consumption - TWh (zero filled),Africa,2011,6.58354044
2783,Wind Consumption - TWh (zero filled),Africa,2012,6.897696018
2784,Wind Consumption - TWh (zero filled),Africa,2013,9.793644905
2785,Wind Consumption - TWh (zero filled),Africa,2014,13.70823193
2786,Wind Consumption - TWh (zero filled),Africa,2015,23.99623108
2787,Wind Consumption - TWh (zero filled),Africa,2016,29.9195652
2788,Wind Consumption - TWh (zero filled),Africa,2017,33.1529007
2789,Wind Consumption - TWh (zero filled),Africa,2018,39.07558823
2790,Wind Consumption - TWh (zero filled),Africa,2019,50.95765305
2791,Wind Consumption - TWh (zero filled),Africa,2020,55.9475708
2792,Wind Consumption - TWh (zero filled),Africa,2021,63.88870239
2793,Wind Consumption - TWh (zero filled),Asia,1965,0.0
2794,Wind Consumption - TWh (zero filled),Asia,1966,0.0
2795,Wind Consumption - TWh (zero filled),Asia,1967,0.0
2796,Wind Consumption - TWh (zero filled),Asia,1968,0.0
2797,Wind Consumption - TWh (zero filled),Asia,1969,0.0
2798,Wind Consumption - TWh (zero filled),Asia,1970,0.0
2799,Wind Consumption - TWh (zero filled),Asia,1971,0.0
2800,Wind Consumption - TWh (zero filled),Asia,1972,0.0
2801,Wind Consumption - TWh (zero filled),Asia,1973,0.0
2802,Wind Consumption - TWh (zero filled),Asia,1974,0.0
2803,Wind Consumption - TWh (zero filled),Asia,1975,0.0
2804,Wind Consumption - TWh (zero filled),Asia,1976,0.0
2805,Wind Consumption - TWh (zero filled),Asia,1977,0.0
