page type,referrer channel,purchase count
men,internal,0
category,internal,0
men,internal,0
gear,internal,0
bags,internal,0
watches,internal,0
gear,internal,0
men,internal,0
category,internal,1
tops,internal,1
men,internal,0
women,internal,1
women,internal,0
women,internal,0
men,internal,0
category,internal,0
tops,internal,0
women,internal,0
product,internal,0
bottoms,internal,0
product,internal,0
pants,internal,1
product,internal,0
bottoms,internal,0
home,search_engine,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
cart,internal,0
cart,internal,1
cart,internal,0
order confirmation,internal,0
content-page,internal,0
community,internal,0
hero-page,internal,1
product section,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,1
hero-page,typed_bookmarked,0
product section,internal,0
product section,internal,0
home,typed_bookmarked,0
blog,internal,0
hero-page,internal,0
signin,internal,0
signin,internal,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
hero-page,internal,0
blog,internal,0
community,internal,0
hero-page,internal,0
product section,internal,0
home,internal,0
product section,internal,0
hero-page,internal,0
home,typed_bookmarked,0
product section,internal,0
product section,internal,0
product,internal,0
home,typed_bookmarked,0
hero-page,internal,1
product section,internal,0
product,internal,0
product,typed_bookmarked,0
hero-page,internal,1
product,internal,1
product,typed_bookmarked,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
signin,internal,0
sign up,internal,0
sign up,search_engine,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
signin,internal,0
profile,internal,0
profile,internal,0
home,typed_bookmarked,0
product section,internal,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
product,typed_bookmarked,0
home,typed_bookmarked,0
product section,internal,0
hero-page,internal,0
product,internal,0
hero-page,internal,0
product section,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
home,typed_bookmarked,0
product,typed_bookmarked,0
home,typed_bookmarked,0
product,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,1
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,1
product section,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
cart,internal,0
home,internal,1
signin,internal,0
home,typed_bookmarked,0
signin,internal,0
home,internal,0
product,internal,1
product,internal,0
signin,internal,1
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
product section,external,0
home,external,0
hero-page,internal,0
home,external,0
product section,external,0
product,external,0
product,typed_bookmarked,0
hero-page,typed_bookmarked,1
hero-page,typed_bookmarked,1
product section,external,0
product,external,0
product section,external,0
product,external,0
product,typed_bookmarked,0
home,internal,0
product,internal,0
product,internal,0
home,typed_bookmarked,0
product,internal,0
product,internal,0
signin,internal,0
sign up,internal,1
hero-page,internal,0
product,internal,0
product,internal,1
hero-page,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
content-page,typed_bookmarked,1
product,typed_bookmarked,0
product section,typed_bookmarked,0
product section,typed_bookmarked,0
content-page,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,1
content-page,external,0
product,typed_bookmarked,0
product,typed_bookmarked,1
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
home,internal,0
product,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
hero-page,external,0
hero-page,external,0
product,external,0
content-page,external,0
hero-page,external,1
hero-page,external,0
hero-page,external,1
product,external,0
content-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
product,external,0
product,external,0
product,external,0
content-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
content-page,external,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,internal,0
home,internal,0
profile,internal,0
hero-page,internal,1
product,internal,0
profile,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
content-page,external,0
product,typed_bookmarked,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,1
product,external,0
product,typed_bookmarked,0
hero-page,external,0
hero-page,external,0
product,external,0
content-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
product,external,0
content-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,1
hero-page,external,0
content-page,external,0
hero-page,external,1
hero-page,external,0
hero-page,external,0
hero-page,external,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
product section,internal,0
product section,internal,0
product,internal,0
product section,internal,0
product section,internal,0
home,typed_bookmarked,0
signin,internal,0
home,internal,0
profile,internal,0
content-page,internal,0
home,typed_bookmarked,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,0
product section,internal,1
hero-page,internal,0
product section,internal,1
hero-page,internal,0
home,typed_bookmarked,1
hero-page,internal,1
hero-page,internal,0
hero-page,internal,1
hero-page,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
home,typed_bookmarked,0
hero-page,internal,0
home,typed_bookmarked,0
signin,internal,0
sign up,internal,0
home,typed_bookmarked,0
signin,internal,0
home,internal,0
profile,internal,0
hero-page,external,0
hero-page,external,1
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
product,external,0
product,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
product,external,1
product,typed_bookmarked,1
product,external,0
product,typed_bookmarked,0
product,external,1
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
home,internal,0
hero-page,internal,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,1
hero-page,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,internal,0
hero-page,internal,0
product,internal,0
product,internal,0
home,search_engine,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
product,external,0
content-page,external,0
product,external,0
product,external,0
hero-page,external,0
hero-page,external,0
hero-page,external,0
home,typed_bookmarked,1
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
home,typed_bookmarked,0
product,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,1
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
home,typed_bookmarked,0
product section,internal,0
home,typed_bookmarked,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
content-page,internal,1
home,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
content-page,internal,0
home,internal,0
content-page,internal,0
content-page,internal,0
content-page,internal,1
home,internal,1
product section,internal,0
product section,internal,1
home,internal,0
hero-page,internal,0
product section,internal,0
home,internal,0
home,internal,0
hero-page,internal,0
product,internal,0
hero-page,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product section,internal,0
product,internal,1
product,typed_bookmarked,0
cart,internal,0
product,internal,0
home,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
home,internal,0
blog,internal,0
home,internal,0
content-page,internal,0
content-page,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
hero-page,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
home,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
product section,internal,0
hero-page,internal,0
product,internal,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
home,internal,0
product section,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
blog,internal,1
hero-page,internal,0
product section,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
hero-page,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
product section,internal,0
product section,internal,0
product,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
home,internal,0
home,internal,1
home,internal,0
home,internal,0
product,internal,1
product,internal,0
product,internal,0
product,internal,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
content-page,internal,0
content-page,internal,0
content-page,internal,0
content-page,internal,0
content-page,internal,0
home,internal,0
home,typed_bookmarked,1
home,internal,0
home,internal,0
home,internal,0
content-page,internal,0
content-page,internal,0
content-page,internal,1
home,typed_bookmarked,0
home,typed_bookmarked,0
home,internal,0
home,internal,0
home,internal,0
home,typed_bookmarked,1
hero-page,internal,1
hero-page,typed_bookmarked,0
home,internal,0
hero-page,internal,0
product section,internal,0
hero-page,internal,0
product section,internal,0
hero-page,internal,1
hero-page,internal,0
hero-page,internal,0
hero-page,internal,0
home,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product section,typed_bookmarked,0
product,typed_bookmarked,0
product section,typed_bookmarked,0
hero-page,internal,0
blog,internal,0
blog,external,0
blog,typed_bookmarked,0
blog,typed_bookmarked,0
blog,external,0
blog,typed_bookmarked,0
blog,external,0
blog,external,0
product,internal,1
product,internal,0
product,internal,0
product,internal,0
home,internal,0
hero-page,typed_bookmarked,0
home,internal,0
hero-page,internal,0
product section,internal,0
product,internal,0
home,internal,0
product section,internal,0
home,typed_bookmarked,0
product section,internal,0
product section,internal,1
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
hero-page,internal,0
product section,internal,0
product section,internal,0
product section,internal,0
product section,internal,1
home,typed_bookmarked,0
product section,internal,0
product section,internal,0
product section,internal,0
home,typed_bookmarked,0
product,internal,0
product section,internal,0
hero-page,internal,0
hero-page,internal,1
product section,internal,0
product section,internal,0
home,typed_bookmarked,0
home,internal,0
home,typed_bookmarked,0
home,internal,1
product,typed_bookmarked,0
home,internal,0
product section,internal,0
product,internal,0
product section,typed_bookmarked,0
product,typed_bookmarked,0
home,internal,0
product section,typed_bookmarked,0
product,typed_bookmarked,0
product section,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product section,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
hero-page,typed_bookmarked,0
product,typed_bookmarked,0
product section,typed_bookmarked,0
hero-page,typed_bookmarked,0
product,typed_bookmarked,0
hero-page,typed_bookmarked,1
product,typed_bookmarked,1
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,1
hero-page,internal,0
product,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,internal,0
product,internal,0
home,internal,1
blog,internal,0
blog,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,1
home,internal,0
hero-page,internal,0
blog,internal,0
hero-page,internal,0
hero-page,internal,1
blog,internal,0
home,internal,0
hero-page,internal,0
product section,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
cart,internal,0
product,internal,0
hero-page,internal,0
hero-page,internal,0
hero-page,internal,0
home,typed_bookmarked,0
product section,typed_bookmarked,0
product,typed_bookmarked,0
product,internal,0
home,typed_bookmarked,0
blog,internal,1
home,typed_bookmarked,0
blog,internal,0
home,typed_bookmarked,0
product,internal,0
hero-page,internal,0
product section,internal,0
product,internal,0
home,internal,0
blog,internal,0
hero-page,internal,1
home,internal,0
hero-page,internal,0
product,internal,0
product,internal,0
product,internal,0
product section,typed_bookmarked,1
home,search_engine,0
home,search_engine,0
home,search_engine,0
product,typed_bookmarked,0
product,typed_bookmarked,0
home,typed_bookmarked,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
product section,external,0
product,external,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
product,external,0
product,typed_bookmarked,0
cart,internal,1
cart,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
product,external,1
product section,external,0
hero-page,typed_bookmarked,0
hero-page,typed_bookmarked,0
product section,external,0
hero-page,typed_bookmarked,0
product section,external,0
product section,typed_bookmarked,0
product,internal,0
product,internal,0
product,internal,1
product,internal,0
product,internal,0
product,typed_bookmarked,0
product section,external,0
hero-page,typed_bookmarked,0
product section,external,0
hero-page,typed_bookmarked,0
product,external,0
product,typed_bookmarked,0
cart,internal,0
product,external,1
cart,internal,1
cart,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
product,external,0
product,typed_bookmarked,0
cart,internal,1
product,external,0
product,typed_bookmarked,0
product,internal,0
product,external,1
product,typed_bookmarked,0
cart,internal,0
product,external,0
product section,external,0
product,external,0
product,typed_bookmarked,1
home,internal,0
hero-page,internal,0
home,internal,1
product,external,0
product section,external,0
product,external,0
home,internal,0
product section,internal,0
hero-page,internal,0
product,internal,0
hero-page,internal,0
home,internal,0
product section,internal,0
product,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
hero-page,typed_bookmarked,0
home,internal,0
home,internal,0
hero-page,internal,1
hero-page,typed_bookmarked,0
hero-page,internal,0
product,internal,0
hero-page,internal,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
hero-page,internal,0
home,internal,0
hero-page,internal,0
home,internal,0
home,internal,0
hero-page,internal,0
hero-page,internal,0
home,internal,0
hero-page,internal,0
home,internal,1
hero-page,internal,0
cart,internal,0
cart,internal,0
product,internal,0
hero-page,internal,0
home,typed_bookmarked,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,0
cart,internal,0
home,internal,0
hero-page,internal,0
cart,internal,0
home,internal,0
product,internal,0
hero-page,internal,0
home,typed_bookmarked,0
hero-page,internal,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product section,internal,0
home,typed_bookmarked,0
hero-page,internal,0
product,internal,1
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
cart,internal,0
product,internal,0
hero-page,internal,0
home,typed_bookmarked,0
hero-page,internal,0
home,typed_bookmarked,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,internal,0
cart,internal,0
cart,internal,0
home,internal,1
hero-page,internal,0
home,internal,0
cart,internal,0
cart,internal,1
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,internal,0
home,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
product,internal,0
home,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,1
product,typed_bookmarked,0
hero-page,typed_bookmarked,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,1
product,internal,0
product,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
hero-page,internal,0
product,internal,0
product,typed_bookmarked,1
cart,internal,0
cart,internal,0
cart,internal,1
cart,internal,0
cart,internal,0
cart,internal,0
cart,internal,1
order confirmation,internal,0
content-page,internal,0
hero-page,internal,0
product,internal,0
product section,internal,0
product,internal,0
product,internal,0
product,internal,1
product,internal,0
,typed_bookmarked,0
product section,internal,0
product,internal,1
hero-page,typed_bookmarked,1
product section,external,0
hero-page,typed_bookmarked,0
home,typed_bookmarked,0
hero-page,internal,0
product,internal,1
product,typed_bookmarked,0
cart,internal,0
cart,internal,0
cart,internal,0
order confirmation,internal,0
,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,1
home,search_engine,0
home,typed_bookmarked,0
product,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,internal,0
home,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,internal,0
home,internal,0
,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
luma,external,0
luma,typed_bookmarked,0
home,external,0
home,typed_bookmarked,0
home,external,0
home,external,0
product,typed_bookmarked,0
category,internal,0
jackets,internal,1
category,internal,1
category,internal,0
product,typed_bookmarked,0
category,internal,0
category,typed_bookmarked,0
cart,internal,0
checkout,internal,1
order,internal,0
thank-you,internal,0
category,internal,0
category,internal,0
category,internal,0
category,internal,0
category,internal,0
jackets,internal,0
jackets,internal,0
category,internal,0
men,internal,0
category,internal,0
category,internal,0
category,internal,0
category,internal,0
men,internal,0
men,internal,0
category,internal,0
men,internal,0
men,internal,0
men,internal,0
men,internal,0
category,internal,0
category,internal,0
men,internal,0
men,internal,0
men,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
category,external,0
category,typed_bookmarked,0
category,external,0
category,typed_bookmarked,0
men,external,0
men,typed_bookmarked,1
men,typed_bookmarked,1
home,typed_bookmarked,0
category,typed_bookmarked,0
home,typed_bookmarked,0
category,internal,0
category,internal,0
men,internal,0
category,typed_bookmarked,0
category,external,0
category,typed_bookmarked,0
home,external,0
home,typed_bookmarked,0
men,external,0
men,internal,0
men,internal,0
men,internal,0
men,internal,0
men,internal,0
men,internal,0
men,internal,0
men,internal,0
category,internal,0
men,internal,0
men,internal,0
category,internal,0
men,internal,0
men,internal,0
jackets,internal,0
men,internal,0
men,internal,0
men,internal,0
men,internal,0
bottoms,internal,0
men,internal,0
tops,internal,0
men,internal,0
bottoms,internal,0
men,internal,0
men,internal,0
men,internal,0
men,internal,0
bottoms,internal,0
men,internal,0
tops,internal,0
tops,typed_bookmarked,0
product,internal,1
jackets,internal,0
jackets,typed_bookmarked,0
jackets,typed_bookmarked,0
jackets,typed_bookmarked,0
jackets,typed_bookmarked,0
jackets,typed_bookmarked,0
jackets,typed_bookmarked,0
jackets,typed_bookmarked,0
men,internal,0
women,internal,0
tops,internal,0
bottoms,internal,1
bags,internal,0
category,internal,0
category,internal,0
men,internal,0
bottoms,internal,0
category,internal,1
category,typed_bookmarked,0
category,internal,0
category,internal,0
category,internal,0
category,internal,0
home,internal,0
category,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,external,0
home,internal,0
home,internal,0
home,typed_bookmarked,0
men,internal,0
tops,internal,1
home,typed_bookmarked,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
category,internal,0
category,internal,0
home,internal,0
category,internal,1
product,internal,0
product,internal,1
product,internal,0
product,internal,0
product,internal,0
product,internal,0
home,typed_bookmarked,1
product,internal,0
mens,internal,0
mens,internal,0
tops,internal,1
jackets,internal,1
shorts,internal,0
tops,internal,0
product,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
product,internal,0
product,typed_bookmarked,0
product,internal,0
home,internal,0
home,internal,1
home,internal,0
home,internal,0
home,internal,0
home,typed_bookmarked,0
home,internal,0
home,internal,1
home,typed_bookmarked,0
home,typed_bookmarked,0
home,internal,0
home,internal,1
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,internal,0
home,typed_bookmarked,0
signup,typed_bookmarked,0
home,internal,0
home,typed_bookmarked,0
signup,typed_bookmarked,0
signup,typed_bookmarked,0
men,typed_bookmarked,0
home,typed_bookmarked,0
men,internal,0
tops,internal,0
bottoms,internal,0
home,typed_bookmarked,1
women,internal,0
gear,internal,0
category,internal,0
signin,internal,0
signup,internal,0
signup,internal,1
signup,internal,0
signup,typed_bookmarked,0
men,typed_bookmarked,0
tops,internal,0
product,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product section,typed_bookmarked,0
home,internal,1
category,internal,0
blog,internal,0
blog,internal,0
product section,typed_bookmarked,0
category,internal,1
category,internal,0
category,internal,1
blog,internal,0
category,typed_bookmarked,0
home,internal,0
home,internal,0
product section,internal,0
product section,internal,1
hero-page,internal,0
hero-page,internal,0
blog,internal,0
blog,internal,0
product section,internal,0
product,internal,0
product,typed_bookmarked,0
content-page,internal,0
content-page,internal,0
content-page,internal,0
content-page,internal,1
content-page,internal,0
,internal,0
,internal,0
home,external,0
women,internal,0
men,internal,0
home,internal,0
category,internal,0
category,typed_bookmarked,0
men,internal,1
home,external,0
home,typed_bookmarked,0
category,internal,0
category,internal,0
men,internal,0
men,internal,0
category,internal,0
women,internal,0
category,internal,0
tops,internal,0
category,internal,1
blog,internal,0
category,internal,0
blog,internal,0
category,internal,0
product,internal,0
category,internal,1
category,internal,0
category,internal,0
category,internal,0
category,internal,0
category,internal,1
home,typed_bookmarked,0
home,typed_bookmarked,0
signin,internal,0
signup,internal,0
home,internal,0
home,internal,0
home,internal,0
home,typed_bookmarked,0
women,internal,0
home,internal,1
men,internal,0
tops,internal,0
category,internal,0
category,internal,1
gear,internal,0
product,internal,0
product,typed_bookmarked,1
home,typed_bookmarked,0
category,internal,0
tops,internal,0
signin,internal,0
home,internal,0
product,internal,0
men,internal,0
tops,internal,0
jackets,internal,0
home,typed_bookmarked,0
product,internal,0
women,internal,0
gear,internal,0
product,internal,0
gear,internal,0
gear,internal,0
gear,typed_bookmarked,0
gear,typed_bookmarked,0
gear,typed_bookmarked,0
men,typed_bookmarked,0
tops,typed_bookmarked,0
hoodies_sweatshirts,typed_bookmarked,1
jackets,typed_bookmarked,0
tees,typed_bookmarked,1
home,typed_bookmarked,0
home,typed_bookmarked,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,1
product,internal,0
men,internal,0
bottoms,internal,0
home,typed_bookmarked,0
shorts,internal,0
home,typed_bookmarked,0
category,internal,0
watches,internal,0
category,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
men,internal,0
watches,internal,1
tops,internal,0
shorts,internal,0
jackets,internal,0
category,internal,0
signin,internal,0
category,internal,0
home,internal,0
home,search_engine,0
home,typed_bookmarked,0
home,typed_bookmarked,1
home,typed_bookmarked,0
home,typed_bookmarked,0
pants,internal,0
home,typed_bookmarked,0
jackets,internal,0
home,typed_bookmarked,0
category,internal,0
men,internal,0
bottoms,internal,0
home,typed_bookmarked,1
shorts,internal,0
home,search_engine,0
home,typed_bookmarked,1
bottoms,internal,0
tops,internal,0
product,internal,0
product,internal,0
product,internal,0
product,internal,0
product,typed_bookmarked,1
home,typed_bookmarked,0
home,typed_bookmarked,0
category,internal,1
category,internal,0
category,internal,0
home,internal,0
product,typed_bookmarked,0
home,internal,0
women,internal,0
tops,internal,0
product,internal,0
tops,internal,0
product,internal,0
product,external,0
product,external,0
product,external,0
product,external,0
product,external,0
product,external,0
product,external,1
product,external,1
product,external,0
product,external,0
product,external,0
product,external,1
product,internal,0
product,internal,1
product,internal,0
tops,internal,0
product,external,0
product,external,0
product,external,0
product,internal,0
home,internal,0
tops,internal,0
tees,internal,0
tops,internal,0
home,internal,0
structure,internal,0
home,internal,1
home,internal,0
bras_tanks,internal,0
product,internal,0
tops,internal,0
product,internal,1
home,internal,0
home,internal,0
home,internal,0
category,internal,0
category,internal,0
home,internal,0
home,internal,0
category,internal,0
home,internal,0
bras_tanks,internal,1
home,internal,1
tops,internal,1
tops,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
product,typed_bookmarked,0
home,typed_bookmarked,0
home,internal,0
category,internal,0
women,internal,0
tops,internal,1
category,internal,0
women,internal,0
women,internal,0
home,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
home,typed_bookmarked,0
home,internal,0
home,internal,0
home,internal,0
category,internal,1
category,internal,0
tops,internal,0
product,internal,0
home,internal,0
category,internal,0
category,internal,0
home,internal,0
signup,internal,0
signin,internal,0
signin,internal,0
signin,internal,0
home,typed_bookmarked,0
signin,typed_bookmarked,0
home,typed_bookmarked,0
tops,internal,0
woman,internal,0
category,internal,0
hoodies,internal,0
tops,internal,0
women,internal,0
hoodies,internal,0
product,internal,0
hoodies,internal,0
product,internal,0
hoodies,internal,0
product,internal,0
hoodies,internal,0
product,internal,0
hoodies,internal,0
product,internal,0
hoodies,internal,1
product,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
tops,internal,1
women,internal,0
category,internal,0
tops,internal,0
hoodies,internal,0
product,internal,0
tops,internal,0
product,internal,0
category,internal,0
home,internal,0
home,internal,0
tops,internal,0
tops,internal,0
home,typed_bookmarked,0
product,typed_bookmarked,0
home,internal,0
category,internal,0
men,internal,0
category,internal,0
category,internal,0
category,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
jackets,internal,1
product,internal,0
product,typed_bookmarked,0
product,typed_bookmarked,0
cart,internal,0
checkout,internal,0
home,internal,0
home,internal,0
tops,internal,0
product,internal,1
tops,internal,0
woman,internal,0
category,internal,0
hoodies,internal,0
tops,internal,0
woman,internal,0
home,internal,0
home,internal,0
tops,internal,0
product,internal,0
tops,internal,0
category,internal,0
hoodies,internal,0
product,internal,0
woman,internal,0
tops,internal,0
hoodies,internal,0
hoodies,internal,0
hoodies,internal,0
hoodies,internal,0
jackets,internal,0
home,typed_bookmarked,0
product,typed_bookmarked,0
product,typed_bookmarked,0
category,internal,0
women,internal,0
jackets,internal,0
tops,internal,0
women,internal,0
jackets,internal,0
home,typed_bookmarked,0
woman,internal,0
jackets,internal,0
product,internal,0
jackets,internal,0
product,internal,0
product,typed_bookmarked,1
cart,internal,0
tops,internal,0
category,internal,0
tops,internal,0
hoodies,internal,0
category,internal,0
category,typed_bookmarked,0
woman,internal,0
category,internal,1
category,internal,0
category,internal,0
home,typed_bookmarked,0
category,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
tops,internal,0
jackets,internal,1
home,internal,0
checkout,internal,1
product,typed_bookmarked,0
home,typed_bookmarked,0
home,typed_bookmarked,0
home,internal,0
category,internal,0
category,internal,0
jackets,internal,0
jackets,internal,0
tops,internal,0
hoodies,internal,1
tops,internal,0
home,typed_bookmarked,0
tops,internal,1
product,internal,0
tops,internal,0
hoodies,internal,1
jackets,internal,0
product,internal,0
product,internal,0
home,typed_bookmarked,0
home,typed_bookmarked,0
women,internal,0
jackets,internal,0
home,typed_bookmarked,0
category,internal,1
home,typed_bookmarked,0
category,internal,0
category,internal,0
