rowid,Season,Team,Jersey Number,Full Name,First Name,Last Name,Year,Position,Games Played,Games Started,Goals,Assists,Points,Shots,Shooting Percentage,Shots on Goal,Shots on Goal Percentage,Game Winning Goals,Powerplay Goals,Penalty Kill Goals,Ground Balls,Turnovers,Caused Turnovers,Faceoffs Won,Faceoffs Taken,Faceoff Percentage,pen,Penalties,Goalie Games Played,Goalie Games Started,Goalie Minutes,Goals Allowed,GAA,Saves,Save Percentage,otg,NCAA id
373,2023,Canisius Golden Griffins,44,Robbie Marten,Robbie,Marten,Jr,D,15,15,0,0,0,2,0.0,1,0.5,0,0,0,20,4,7,0,0,0.0,4,240,0,0,,0,0.0,0,0.0,0,2467616
374,2023,Canisius Golden Griffins,39,Keegan Kozack,Keegan,Kozack,Jr,ATT,15,15,25,9,34,77,0.325,42,0.545,0,5,0,24,14,4,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2467614
375,2023,Canisius Golden Griffins,27,Erik Allen,Erik,Allen,So,M,15,0,0,1,1,2,0.0,1,0.5,0,0,0,16,3,5,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2467611
376,2023,Canisius Golden Griffins,23,Hunter Parucki,Hunter,Parucki,Jr,M,15,15,13,8,21,46,0.283,27,0.587,0,1,0,11,15,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2467610
377,2023,Canisius Golden Griffins,52,Paul Medrick,Paul,Medrick,Sr,D,15,14,1,0,1,1,1.0,1,1.0,0,0,0,14,5,2,0,0,0.0,3,150,0,0,,0,0.0,0,0.0,0,2336448
378,2023,Canisius Golden Griffins,3,Kyle Brunsch,Kyle,Brunsch,Sr,M,15,11,12,4,16,37,0.324,34,0.919,0,5,0,8,14,1,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2303277
379,2023,Canisius Golden Griffins,10,Isaiah Ricketts,Isaiah,Ricketts,Sr,M,15,0,0,0,0,3,0.0,0,0.0,0,0,0,11,1,3,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2112782
380,2023,Canisius Golden Griffins,17,Jackson Naylor,Jackson,Naylor,Sr,M,14,2,2,3,5,8,0.25,6,0.75,0,0,0,6,10,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2303285
381,2023,Canisius Golden Griffins,41,Ethan Coughlin,Ethan,Coughlin,Sr,M,14,0,3,0,3,22,0.136,11,0.5,1,0,0,1,10,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2303295
382,2023,Canisius Golden Griffins,11,Kaiden Libby,Kaiden,Libby,Fr,M,14,0,0,1,1,1,0.0,1,1.0,0,0,0,6,3,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2799598
383,2023,Canisius Golden Griffins,36,Ethan Thomson,Ethan,Thomson,So,DM,14,0,1,0,1,4,0.25,2,0.5,0,0,0,13,3,4,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2652006
384,2023,Canisius Golden Griffins,19,Jackson Webster,Jackson,Webster,Jr,M,13,0,3,2,5,19,0.158,13,0.684,0,3,0,7,5,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2467609
385,2023,Canisius Golden Griffins,24,Kevin Carney,Kevin,Carney,Fr,ATT,12,11,16,8,24,48,0.333,29,0.604,0,0,0,23,8,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799603
386,2023,Canisius Golden Griffins,32,Mikey Howe,Mikey,Howe,So,ATT,11,3,3,1,4,10,0.3,8,0.8,0,0,0,6,2,1,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2467613
387,2023,Canisius Golden Griffins,28,Connor Zilisch,Connor,Zilisch,Sr,M,8,0,0,0,0,0,0.0,0,0.0,0,0,0,2,1,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2799606
388,2023,Canisius Golden Griffins,2,Nathan Conry,Nathan,Conry,Sr,M,8,6,6,5,11,18,0.333,13,0.722,0,0,0,5,11,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2303275
389,2023,Canisius Golden Griffins,33,Reed Conrey,Reed,Conrey,So,D,6,1,0,0,0,1,0.0,0,0.0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,,0,0.0,0,0.0,0,2651987
390,2023,Canisius Golden Griffins,13,Ian Owens,Ian,Owens,Jr,M,6,0,0,0,0,1,0.0,1,1.0,0,0,0,1,0,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2799599
391,2023,Canisius Golden Griffins,25,Devin Collins,Devin,Collins,Fr,M,5,2,0,0,0,3,0.0,2,0.667,0,0,0,2,1,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2799604
392,2023,Canisius Golden Griffins,18,Gino DeVengencie,Gino,DeVengencie,Fr,FO,3,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,1,9,0.111,0,0,0,0,,0,0.0,0,0.0,0,2799613
393,2023,Canisius Golden Griffins,55,Owen Scannell,Owen,Scannell,Fr,D,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652010
394,2023,Canisius Golden Griffins,21,Dylan Collins,Dylan,Collins,Fr,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799601
395,2023,Canisius Golden Griffins,43,Ashton Burian,Ashton,Burian,Fr,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799610
396,2023,Canisius Golden Griffins,16,Brian Buono,Brian,Buono,Fr,ATT,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799600
397,2023,Canisius Golden Griffins,14,Garet Long,Garet,Long,So,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,4:34,2,26.277,0,0.0,0,2467631
398,2023,Canisius Golden Griffins,7,Jack Isabelle,Jack,Isabelle,So,ATT,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799596
399,2023,Canisius Golden Griffins,9,Mark Matott,Mark,Matott,Fr,GK,1,0,0,0,0,1,0.0,1,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799597
400,2023,Canisius Golden Griffins,26,Shane McDonough,Shane,McDonough,Fr,ATT,1,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799605
401,2023,Canisius Golden Griffins,37,TJ Buono,TJ,Buono,So,ATT,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2651989
402,2023,Canisius Golden Griffins,34,Josh Verhagen,Josh,Verhagen,Fr,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2799608
403,2023,Cleveland St. Vikings,10,Connor Zwagerman,Connor,Zwagerman,Sr,M,13,0,4,2,6,9,0.444,6,0.667,0,0,0,15,2,0,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2331875
404,2023,Cleveland St. Vikings,82,Shane Tesler,Shane,Tesler,Jr,M,13,0,0,0,0,1,0.0,0,0.0,0,0,0,7,0,2,1,1,1.0,2,90,0,0,,0,0.0,0,0.0,0,2485030
405,2023,Cleveland St. Vikings,29,Gavin Held,Gavin,Held,Jr,ATT,13,12,20,5,25,44,0.455,32,0.727,1,6,0,15,14,5,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2485022
406,2023,Cleveland St. Vikings,24,Grayson Dague,Grayson,Dague,Jr,M,13,0,2,2,4,4,0.5,3,0.75,0,0,0,17,4,1,0,0,0.0,1,120,0,0,,0,0.0,0,0.0,0,2485020
407,2023,Cleveland St. Vikings,17,Amiri Austin,Amiri,Austin,So,M,13,13,13,6,19,46,0.283,26,0.565,0,0,0,11,16,2,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2485016
408,2023,Cleveland St. Vikings,19,Charlie Williams,Charlie,Williams,Sr,FO,13,0,2,0,2,3,0.667,3,1.0,0,0,0,38,7,1,85,183,0.464,0,0,0,0,,0,0.0,0,0.0,0,2331886
409,2023,Cleveland St. Vikings,66,Alex Van Voorhis,Alex,Van Voorhis,Jr,ATT,13,7,8,7,15,28,0.286,16,0.571,0,0,0,3,5,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2485032
410,2023,Cleveland St. Vikings,36,Tanner Cox,Tanner,Cox,Sr,D,13,12,0,0,0,1,0.0,1,1.0,0,0,0,20,8,13,0,0,0.0,5,180,0,0,,0,0.0,0,0.0,0,2331881
411,2023,Cleveland St. Vikings,2,Karson Burkey,Karson,Burkey,Sr,D,13,12,0,1,1,0,0.0,0,0.0,0,0,0,20,6,10,0,0,0.0,2,120,0,0,,0,0.0,0,0.0,0,2331880
412,2023,Cleveland St. Vikings,22,Gannon Matthews,Gannon,Matthews,So,M,13,13,22,24,46,74,0.297,49,0.662,1,2,0,10,27,2,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2485025
413,2023,Cleveland St. Vikings,20,Lane Miller,Lane,Miller,So,M,13,0,1,3,4,4,0.25,2,0.5,0,0,0,19,5,2,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2685915
414,2023,Cleveland St. Vikings,8,Ryan Haigh,Ryan,Haigh,Sr,ATT,13,13,23,6,29,79,0.291,42,0.532,2,3,0,14,16,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2129557
415,2023,Cleveland St. Vikings,27,Cameron Logan,Cameron,Logan,Sr,GK,13,13,0,0,0,1,0.0,0,0.0,0,0,0,36,14,3,0,0,0.0,0,0,13,13,761:26,165,13.002,161,0.494,0,2132863
416,2023,Cleveland St. Vikings,16,Brendan Sigurdson,Brendan,Sigurdson,Sr,ATT,12,8,19,12,31,63,0.302,40,0.635,1,1,0,7,23,1,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2331870
417,2023,Cleveland St. Vikings,40,Evan Moskwa,Evan,Moskwa,Jr,FO,12,0,1,0,1,2,0.5,2,1.0,0,0,0,22,1,0,41,101,0.406,2,90,0,0,,0,0.0,0,0.0,0,2485027
418,2023,Cleveland St. Vikings,26,Reggie Regala,Reggie,Regala,Jr,D,12,0,0,0,0,6,0.0,2,0.333,0,0,0,16,6,4,0,0,0.0,5,240,0,0,,0,0.0,0,0.0,0,2485028
419,2023,Cleveland St. Vikings,30,Andrew Boniface,Andrew,Boniface,Sr,M,12,0,1,10,11,7,0.143,6,0.857,0,0,0,1,7,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2132780
420,2023,Cleveland St. Vikings,5,Joe DeDonatis,Joe,DeDonatis,So,M,12,6,2,2,4,18,0.111,11,0.611,0,0,0,4,9,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2689987
421,2023,Cleveland St. Vikings,44,Michael Care,Michael,Care,So,ATT,11,0,5,1,6,13,0.385,9,0.692,0,4,0,3,5,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2676236
422,2023,Cleveland St. Vikings,21,Robbie Stewart,Robbie,Stewart,Fr,FO,11,0,0,0,0,0,0.0,0,0.0,0,0,0,16,2,0,42,76,0.553,1,30,0,0,,0,0.0,0,0.0,0,2804656
423,2023,Cleveland St. Vikings,45,Zack Tower,Zack,Tower,Jr,D,11,7,0,0,0,0,0.0,0,0.0,0,0,0,8,2,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2485031
424,2023,Cleveland St. Vikings,9,Matt Mehelic,Matt,Mehelic,So,D,11,0,0,0,0,2,0.0,1,0.5,0,0,0,3,2,1,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2676238
425,2023,Cleveland St. Vikings,55,Jacob Lubrant,Jacob,Lubrant,So,M,10,0,0,0,0,4,0.0,2,0.5,0,0,0,1,7,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2676237
426,2023,Cleveland St. Vikings,23,Whit Stopak,Whit,Stopak,Sr,ATT,10,0,2,1,3,6,0.333,4,0.667,0,0,0,1,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2130667
427,2023,Cleveland St. Vikings,39,Matt Humphreys,Matt,Humphreys,Jr,M,9,0,0,0,0,0,0.0,0,0.0,0,0,0,2,1,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2485023
428,2023,Cleveland St. Vikings,6,Robbie Brazanskas,Robbie,Brazanskas,Jr,D,9,1,0,0,0,3,0.0,0,0.0,0,0,0,24,5,9,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2485018
429,2023,Cleveland St. Vikings,48,Parker Yearego,Parker,Yearego,Fr,ATT,9,0,2,0,2,7,0.286,6,0.857,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804691
430,2023,Cleveland St. Vikings,15,Carson Croy,Carson,Croy,Jr,M,8,0,1,0,1,1,1.0,1,1.0,0,0,0,8,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2485019
431,2023,Cleveland St. Vikings,13,Zachary Galovich,Zachary,Galovich,Sr,D,8,0,0,0,0,0,0.0,0,0.0,0,0,0,3,1,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2331882
432,2023,Cleveland St. Vikings,41,Xander Johnson,Xander,Johnson,Fr,ATT,8,6,15,1,16,29,0.517,23,0.793,0,1,0,7,6,1,0,0,0.0,2,120,0,0,,0,0.0,0,0.0,0,2804689
433,2023,Cleveland St. Vikings,33,Luke APPLEGATE,Luke,APPLEGATE,So,D,8,3,0,0,0,0,0.0,0,0.0,0,0,0,6,1,3,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2689986
434,2023,Cleveland St. Vikings,77,Jon Sokolowski,Jon,Sokolowski,Jr,D,5,4,0,0,0,0,0.0,0,0.0,0,0,0,6,1,6,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2485029
435,2023,Cleveland St. Vikings,18,Ian McKissick,Ian,McKissick,Sr,M,5,0,5,2,7,8,0.625,7,0.875,0,0,0,2,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2331867
436,2023,Cleveland St. Vikings,88,Jacob Humphreys,Jacob,Humphreys,Sr,D,5,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2129561
437,2023,Cleveland St. Vikings,3,Gareth Haigh,Gareth,Haigh,Sr,GK,4,0,2,0,2,3,0.667,2,0.667,1,0,0,1,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2129539
438,2023,Cleveland St. Vikings,12,Cole Pollard,Cole,Pollard,Fr,ATT,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804661
439,2023,Cleveland St. Vikings,34,Drew Graves,Drew,Graves,Fr,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804687
440,2023,Cleveland St. Vikings,25,Payton Corpus,Payton,Corpus,Fr,LSM,2,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804658
441,2023,Cleveland St. Vikings,4,Griffin Burkey,Griffin,Burkey,Fr,ATT,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804649
442,2023,Cleveland St. Vikings,38,Colin Willis,Colin,Willis,Sr,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,2:01,0,0.0,1,1.0,0,2331874
443,2023,Cleveland St. Vikings,7,Jack Dickson,Jack,Dickson,Fr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804660
444,2023,Cleveland St. Vikings,32,Logan Angel,Logan,Angel,Fr,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804684
445,2023,Cleveland St. Vikings,0,Connor Kernan,Connor,Kernan,Jr,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,0,0,1,0,15:00,3,12.0,3,0.5,0,2485024
446,2023,Cleveland St. Vikings,35,Justin Dalum,Justin,Dalum,Fr,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1:33,0,0.0,0,0.0,0,2804688
447,2023,Cleveland St. Vikings,11,Drew Robinson,Drew,Robinson,So,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2693580
448,2023,Colgate Raiders,48,Patty Eldredge,Patty,Eldredge,Fr,M,11,0,2,0,2,14,0.143,6,0.429,0,0,0,8,2,3,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2804905
449,2023,Colgate Raiders,29,Hunter Drouin,Hunter,Drouin,Fr,M,11,6,9,3,12,35,0.257,19,0.543,0,2,0,4,10,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2804824
450,2023,Colgate Raiders,4,Rory Connor,Rory,Connor,So,ATT,11,11,26,11,37,81,0.321,51,0.63,1,2,0,11,18,1,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2656943
451,2023,Colgate Raiders,43,Quinn Fitzsimmons,Quinn,Fitzsimmons,So,D,11,0,0,1,1,2,0.0,1,0.5,0,0,0,5,0,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2656937
452,2023,Colgate Raiders,42,Michael Kiely,Michael,Kiely,So,M,11,0,2,0,2,5,0.4,3,0.6,0,0,0,14,3,3,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2656935
453,2023,Colgate Raiders,38,Matt Lacombe,Matt,Lacombe,So,GK,11,11,0,0,0,1,0.0,0,0.0,0,0,0,16,9,2,0,0,0.0,0,0,11,11,633:19,128,12.127,128,0.5,0,2656931
454,2023,Colgate Raiders,24,Ben Trumble,Ben,Trumble,So,M,11,2,6,0,6,18,0.333,11,0.611,0,0,0,5,10,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2656920
455,2023,Colgate Raiders,23,Aidan Murnane,Aidan,Murnane,So,D,11,11,0,0,0,0,0.0,0,0.0,0,0,0,32,7,19,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2656919
456,2023,Colgate Raiders,17,Jack Turner,Jack,Turner,So,ATT,11,8,14,3,17,44,0.318,29,0.659,0,2,0,2,5,2,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2656897
457,2023,Colgate Raiders,3,Max Yates,Max,Yates,So,LSM,11,0,2,3,5,11,0.182,8,0.727,0,0,0,35,7,16,1,1,1.0,2,90,0,0,,0,0.0,0,0.0,0,2656763
458,2023,Colgate Raiders,25,Will Rosenblatt,Will,Rosenblatt,Jr,D,11,0,0,0,0,0,0.0,0,0.0,0,0,0,17,1,4,0,0,0.0,3,120,0,0,,0,0.0,0,0.0,0,2486298
459,2023,Colgate Raiders,2,Bruce Ferguson,Bruce,Ferguson,Sr,M,11,0,1,0,1,1,1.0,1,1.0,0,0,0,6,1,0,0,0,0.0,2,30,0,0,,0,0.0,0,0.0,0,2320783
460,2023,Colgate Raiders,9,Thomas Colucci,Thomas,Colucci,Sr,FO,11,0,6,1,7,15,0.4,10,0.667,0,0,0,51,5,2,84,172,0.488,2,60,0,0,,0,0.0,0,0.0,0,2320781
461,2023,Colgate Raiders,18,Adam Salvaggio,Adam,Salvaggio,Sr,ATT,11,11,18,4,22,57,0.316,33,0.579,0,2,0,5,6,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2320775
462,2023,Colgate Raiders,88,Michael Lia,Michael,Lia,Sr,D,11,11,0,1,1,3,0.0,1,0.333,0,0,0,10,4,10,0,0,0.0,7,330,0,0,,0,0.0,0,0.0,0,2320772
463,2023,Colgate Raiders,77,Donny Gayhardt,Donny,Gayhardt,Sr,D,11,11,0,0,0,2,0.0,0,0.0,0,0,0,23,3,12,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2320771
464,2023,Colgate Raiders,11,Conner Brook,Conner,Brook,Sr,M,11,0,1,1,2,3,0.333,2,0.667,0,0,0,25,6,4,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2320769
465,2023,Colgate Raiders,12,Michael Minicus,Michael,Minicus,Jr,ATT,10,8,17,16,33,46,0.37,30,0.652,0,1,0,11,17,3,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2486297
466,2023,Colgate Raiders,1,Alex Pistorius,Alex,Pistorius,Sr,M,10,5,5,9,14,11,0.455,7,0.636,0,1,0,8,7,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2320774
467,2023,Colgate Raiders,22,Colin Ruppenstein,Colin,Ruppenstein,Jr,M,10,9,6,4,10,31,0.194,15,0.484,0,0,0,3,7,0,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2486299
468,2023,Colgate Raiders,31,Brian Wilmans,Brian,Wilmans,Sr,FO,9,0,0,1,1,1,0.0,0,0.0,0,0,0,27,3,1,52,94,0.553,0,0,0,0,,0,0.0,0,0.0,0,2320776
469,2023,Colgate Raiders,19,Donnie Tedesco,Donnie,Tedesco,So,M,8,2,0,0,0,11,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2656914
470,2023,Colgate Raiders,45,Ryan Favaro,Ryan,Favaro,Fr,ATT,7,2,1,3,4,5,0.2,3,0.6,0,0,0,4,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804875
471,2023,Colgate Raiders,49,Charlie Lohman,Charlie,Lohman,Fr,M,6,0,1,0,1,5,0.2,3,0.6,0,0,0,1,3,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804889
472,2023,Colgate Raiders,10,Jacob Sposita,Jacob,Sposita,Jr,M,6,2,2,0,2,3,0.667,3,1.0,1,0,0,2,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2486303
473,2023,Colgate Raiders,36,Jack Gerber,Jack,Gerber,Fr,ATT,6,0,0,0,0,2,0.0,0,0.0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804849
474,2023,Colgate Raiders,7,Nathan Fasanaro,Nathan,Fasanaro,Jr,ATT,6,0,1,1,2,6,0.167,3,0.5,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2486289
475,2023,Colgate Raiders,33,Vin Maxwell,Vin,Maxwell,So,ATT,5,0,1,0,1,2,0.5,1,0.5,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2656925
476,2023,Colgate Raiders,5,Ethan Cronk,Ethan,Cronk,So,FO,4,0,0,0,0,1,0.0,0,0.0,0,0,0,1,0,0,8,17,0.471,1,60,0,0,,0,0.0,0,0.0,0,2656934
477,2023,Colgate Raiders,21,Will Rizzo,Will,Rizzo,So,D,3,0,0,0,0,1,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2689942
478,2023,Colgate Raiders,32,Will Rose,Will,Rose,Fr,D,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804831
479,2023,Colgate Raiders,6,Brett Reynolds,Brett,Reynolds,So,FO,3,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,3,7,0.429,0,0,0,0,,0,0.0,0,0.0,0,2656908
480,2023,Colgate Raiders,46,Ryan Bilello,Ryan,Bilello,Fr,D,3,0,0,0,0,1,0.0,1,1.0,0,0,0,1,0,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2804881
481,2023,Colgate Raiders,20,Spencer Harvey,Spencer,Harvey,So,M,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,2,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2656916
482,2023,Colgate Raiders,28,Josh Noteboom,Josh,Noteboom,So,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804910
483,2023,Colgate Raiders,15,Chris Burns,Chris,Burns,Sr,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,0,0,0,0.0,0,0,1,0,30:00,4,8.0,7,0.636,0,2320780
484,2023,Colgate Raiders,37,Jake Wingate,Jake,Wingate,Sr,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2320777
485,2023,Colgate Raiders,16,Sam Erickson,Sam,Erickson,Fr,LSM,1,0,0,0,0,1,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804819
486,2023,Colgate Raiders,35,Griffin Walker,Griffin,Walker,So,ATT,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2656929
487,2023,Colgate Raiders,26,Seth Barnes,Seth,Barnes,So,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2656921
488,2023,Colgate Raiders,66,Jack Cain,Jack,Cain,Sr,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2320770
489,2023,Colgate Raiders,8,Ryan Essensa,Ryan,Essensa,Jr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2486285
490,2023,Colgate Raiders,99,William Upchurch,William,Upchurch,So,ATT,1,0,1,0,1,3,0.333,2,0.667,0,0,0,1,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2656917
491,2023,Colgate Raiders,41,Cam Essensa,Cam,Essensa,Fr,ATT,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804870
492,2023,Cornell Big Red,3,Marc Psyllos,Marc,Psyllos,Jr,FO,15,0,2,0,2,3,0.667,2,0.667,0,0,0,34,4,5,38,90,0.422,2,60,0,0,,0,0.0,0,0.0,0,2655348
493,2023,Cornell Big Red,33,Brendan Staub,Brendan,Staub,Fr,LSM,15,0,3,0,3,11,0.273,5,0.455,0,0,0,27,7,11,0,0,0.0,3,120,0,0,,0,0.0,0,0.0,0,2808681
494,2023,Cornell Big Red,15,CJ Kirst,CJ,Kirst,Jr,ATT,15,15,65,19,84,177,0.367,109,0.616,4,3,0,37,20,15,0,0,0.0,3,90,0,0,,0,0.0,0,0.0,0,2655347
495,2023,Cornell Big Red,7,Christopher Davis,Christopher,Davis,So,M,15,0,2,0,2,9,0.222,3,0.333,0,0,0,24,4,4,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2655287
