item_id,description,division,spanYears,year,up,down,level,all,up12,down12,level12,all12,up_ch_median,down_ch_median,up_ch12_median,down_ch12_median,up_ch_mean,up_ch12_mean,down_ch_mean,down_ch12_mean,up_sh,down_sh,up_sh12,down_sh12,group,yearMax,rankRise,rankRiseLatest,inflationRank,up_sh12_longRun,up_ch12_longRunMean,division_sh
210506,HK LAMB LOIN CHOP/STEAK PER KG,1,8,2022,382,106,1794,2282,1558,99,198,1855,0.058840841,-0.069658875,0.15031751,-0.083379656,0.089258768,0.18433566,-0.10282265,-0.077481233,0.16739702,0.046450481,0.83989221,0.053369273,101,2022,42,42,42,0.43992689,0.14261417,Food & drink
440128,HOME CARE ASSISTANT HRLY RATE,12,18,2022,53,1,849,903,332,23,313,668,0.1,-0.2,0.1,-0.021010837,0.11579867,0.13466606,-0.2,-0.12135876,0.058693245,0.0011074197,0.497006,0.034431137,1204,2022,343,343,343,0.49403483,0.096363425,Misc
210403,HOME KILLED BEEF-LEAN MINCE KG,1,35,2022,469,154,1474,2097,1373,162,139,1674,0.057937428,-0.06589473,0.13470539,-0.10011252,0.084315635,0.16611797,-0.09676142,-0.13837659,0.22365284,0.073438242,0.82019114,0.096774191,101,2022,50,50,50,0.4546276,0.16441752,Food & drink
210703,HOME KILLED PORK-LOIN CHOPS KG,1,35,2022,394,111,1157,1662,703,83,273,1059,0.067279302,-0.071707979,0.12958428,-0.13885181,0.088377938,0.15837799,-0.098097794,-0.17850022,0.23706378,0.066787004,0.6638338,0.078375824,101,2022,172,172,172,0.45764044,0.13653836,Food & drink
210406,HOME KLD BEEF-RUMP/POPES STEAK,1,35,2022,369,134,1394,1897,1067,118,325,1510,0.070598036,-0.086743079,0.12485804,-0.14869471,0.11238974,0.15836453,-0.11275179,-0.16212222,0.19451766,0.070637852,0.70662254,0.078145698,101,2022,134,134,134,0.46750173,0.14371267,Food & drink
430138,HOME OFFICE DESK,5,17,2022,223,111,986,1320,719,145,190,1054,0.1627907,-0.15882353,0.26026025,-0.31433058,0.17940828,0.29641518,-0.17899042,-0.33517203,0.1689394,0.084090911,0.68216318,0.13757116,501,2022,156,156,156,0.4241153,0.37885305,Household
440123,HOME REMOVAL- 1 VAN,7,19,2022,46,12,1013,1071,330,63,546,939,0.17424244,-0.090156063,0.2,-0.083333336,0.22118233,0.33350888,-0.11349507,-0.11522713,0.042950515,0.011204482,0.35143769,0.06709265,703,2022,502,502,502,0.336759,0.29670161,Transport
440226,HOME-BUYERS SURVEY-RSDNTL PPTY,12,25,2022,42,7,846,895,443,97,260,800,0.087121218,-0.047619049,0.11764706,-0.040760871,0.10033348,0.13528736,-0.066091478,-0.075221382,0.046927374,0.0078212293,0.55374998,0.12125,1207,2022,292,292,292,0.44462264,0.15271363,Misc
212107,HONEY JAR/BOTTLE 340G-454G,1,9,2022,386,179,1685,2250,1151,198,611,1960,0.10726641,-0.17266189,0.066666685,-0.15789467,0.14883259,0.1598831,-0.17630664,-0.18060224,0.17155555,0.079555556,0.58724487,0.10102041,101,2022,241,241,241,0.3152982,0.22123346,Food & drink
213005,HOT CHOCOLATE DRINK INSTANT,1,10,2022,244,91,1870,2205,731,318,854,1903,0.25,-0.25,0.094339617,-0.07407409,0.2482086,0.15339822,-0.24841668,-0.13719727,0.1106576,0.041269843,0.38413033,0.16710457,102,2022,476,476,476,0.30998644,0.19972575,Food & drink
210216,HOT OAT CEREAL,1,11,2022,364,164,1711,2239,1175,205,561,1941,0.14499998,-0.25,0.14999998,-0.24999999,0.18480216,0.22692582,-0.22948539,-0.20691879,0.16257258,0.073246986,0.60535806,0.10561566,101,2022,219,219,219,0.35801429,0.2205112,Food & drink
640406,HOTEL 1 NIGHT PRICE,11,18,2022,257,212,212,681,129,28,18,175,0.15384616,-0.12162896,0.28412321,-0.16965604,0.21883789,0.41691083,-0.14716752,-0.16983207,0.37738618,0.31130689,0.73714286,0.16,1102,2022,106,106,106,0.44842234,0.23304337,Restaurants & Hotels
440254,HOURLY RATE FOR SOLICITOR,12,18,2022,32,4,745,781,188,28,364,580,0.10555556,-0.12234043,0.1,-0.050000001,0.13359359,0.13703063,-0.1109014,-0.080215402,0.040973112,0.005121639,0.32413793,0.048275862,1207,2022,523,523,523,0.36158559,0.12443595,Misc
440249,HOUSE CONVEYANCING,12,19,2022,92,8,1313,1413,730,72,454,1256,0.14,-0.080842376,0.16806723,-0.10526316,0.14936881,0.20168625,-0.087921008,-0.12442763,0.065109693,0.0056617125,0.5812102,0.057324842,1207,2022,247,247,247,0.43739206,0.135915,Misc
430509,HOUSEHOLD CLEANER CREAM/LIQUID,5,35,2022,257,92,1469,1818,1001,176,522,1699,0.25,-0.25,0.25,-0.21875001,0.25875777,0.3544296,-0.24236557,-0.22232275,0.14136414,0.050605059,0.5891701,0.10359035,506,2022,240,240,240,0.42532474,0.26030153,Household
630507,HOUSEPLANT,9,34,2022,89,100,1188,1377,249,178,388,815,0.245,-0.2,0.35714287,-0.30015016,0.35213134,0.56074762,-0.25429305,-0.34784651,0.064633258,0.072621644,0.30552146,0.2184049,903,2022,542,542,542,0.29264766,0.60829407,Recreation & culture
212933,ICE CREAM 450ML-1L,1,21,2022,262,127,751,1140,698,132,232,1062,0.14285715,-0.2857143,0.14285715,-0.16666663,0.23537295,0.37065777,-0.26155964,-0.19924831,0.22982456,0.11140351,0.65725046,0.12429378,101,2022,178,178,178,0.35236773,0.32233417,Food & drink
220120,IN STORE CAFETERIA MEAL,11,17,2022,107,21,642,770,205,4,19,228,0.077041604,-0.0015384967,0.14035091,-0.22689073,0.10097666,0.17407314,-0.087351099,-0.21831231,0.13896103,0.027272727,0.89912283,0.01754386,1101,2022,17,17,17,0.55438983,0.1043893,Restaurants & Hotels
220318,INDIAN TAKEAWAY,11,21,2022,89,15,945,1049,511,34,299,844,0.11173185,-0.055710305,0.11111114,-0.089285716,0.1168834,0.12137379,-0.09025716,-0.10299852,0.084842704,0.014299333,0.60545021,0.040284362,1101,2022,218,218,218,0.31238362,0.10192544,Restaurants & Hotels
520202,INDIGESTION TABLETS 16-24 PACK,6,35,2022,62,68,1041,1171,285,185,551,1021,0.084286764,-0.040160604,0.12048191,-0.056224942,0.12613308,0.1646039,-0.094339021,-0.092963085,0.052946199,0.058070026,0.27913809,0.1811949,601,2022,559,559,559,0.58417147,0.13319202,Health
211011,INDIVIDUAL MEAT PIE,1,35,2022,422,116,1341,1879,1074,165,226,1465,0.098780498,-0.3962585,0.17391309,-0.3142857,0.20884278,0.24800837,-0.31640744,-0.29467267,0.22458754,0.061734967,0.73310578,0.11262798,101,2022,110,110,110,0.45610675,0.1753284,Food & drink
212106,JAR OF JAM-340-454G,1,27,2022,256,63,1004,1323,956,20,99,1075,0.11111114,-0.2,0.23076929,-0.24121213,0.17793883,0.32556152,-0.18551354,-0.26432109,0.19349962,0.047619049,0.88930231,0.018604651,101,2022,21,21,21,0.4014459,0.15247603,Food & drink
630373,JIGSAW MINIMUM 100 PIECES,9,6,2022,250,211,1089,1550,518,411,389,1318,0.092978254,-0.14914432,0.11123471,-0.18812501,0.23285875,0.22935921,-0.18311441,-0.2216512,0.16129032,0.13612904,0.39301974,0.31183612,903,2022,467,467,467,0.41782215,0.28064442,Recreation & culture
211025,JOINT OV/READ GAM/POR 450-900G,1,8,2022,268,108,909,1285,642,174,412,1228,0.0625,-0.11764706,0.1,-0.23636366,0.13615601,0.19099316,-0.14524478,-0.2159757,0.20856032,0.084046692,0.52280128,0.14169382,101,2022,321,321,321,0.39025393,0.21618082,Food & drink
220323,KEBAB- TAKEAWAY,11,20,2022,112,14,851,977,572,54,228,854,0.1016949,-0.043984991,0.14296782,-0.12962969,0.12160586,0.15826878,-0.0762453,-0.14855704,0.11463664,0.014329581,0.66978925,0.063231848,1101,2022,169,169,169,0.41305348,0.10535365,Restaurants & Hotels
420405,KEROSENE - 1000L DELIVERED,4,24,2022,473,209,10,692,514,0,0,514,0.091587067,-0.082951531,0.8518213,,0.13554828,0.86927015,-0.096753098,,0.68352604,0.30202311,1.0,0.0,405,2022,1,1,1,0.58092636,0.24267964,Housing & utilities
430119,KITCH BASE UNIT WIDTH 800-1000,5,34,2022,307,112,734,1153,877,73,4,954,0.09974914,-0.14,0.2857143,-0.080952384,0.13051505,0.38665339,-0.13234866,-0.12961239,0.26626194,0.097137898,0.9192872,0.076519914,501,2022,12,12,12,0.51608646,0.33617347,Household
430139,KITCH WALL UNIT WIDTH 800-1000,5,10,2022,306,123,645,1074,843,114,7,964,0.15217391,-0.140625,0.26213592,-0.104,0.172846,0.34126556,-0.150914,-0.17403629,0.28491619,0.11452514,0.87448132,0.11825726,501,2022,26,26,26,0.55604255,0.26128617,Household
430533,KITCHEN ROLL PK OF 2-4 SPECIFY,5,19,2022,286,95,675,1056,668,72,120,860,0.13333336,-0.2,0.29032263,-0.092741944,0.19422886,0.46106687,-0.19360226,-0.16854386,0.27083334,0.089962125,0.77674419,0.08372093,506,2022,71,71,71,0.46698198,0.25785691,Household
212712,KIWI FRUIT-EACH,1,34,2022,482,229,2797,3508,1567,337,557,2461,0.14285718,-0.16666667,0.26666659,-0.19999999,0.20848823,0.40263009,-0.20955044,-0.26591289,0.13740022,0.065279365,0.63673306,0.1369362,101,2022,193,193,193,0.37104142,0.31725311,Food & drink
510429,KNITTING WOOL-DOUBLE KNIT-100G,3,26,2022,110,18,816,944,301,37,231,569,0.039015144,-0.20000002,0.24999999,-0.2,0.10761438,0.23753633,-0.22300963,-0.20353432,0.11652543,0.019067796,0.52899826,0.065026365,301,2022,316,316,316,0.36963496,0.15011595,Clothing and footwear
520109,LADIES HAND/SHLDER BAG,12,34,2022,189,147,1066,1402,612,358,147,1117,0.23668639,-0.2,0.25,-0.23999999,0.47336391,0.36209774,-0.21197811,-0.23969303,0.13480742,0.10485022,0.54789615,0.32050136,1203,2022,301,301,301,0.42425051,0.43862426,Misc
510432,LADY'S SCARF,3,28,2022,229,261,1445,1935,629,484,437,1550,0.25,-0.35897437,0.36666664,-0.25,0.57743889,0.56787771,-0.35388142,-0.30184239,0.11834625,0.13488372,0.40580645,0.31225806,301,2022,452,452,452,0.37282681,0.58558136,Clothing and footwear
520103,LADY'S UMBRELLA -FOLDING,12,35,2022,170,107,1389,1666,375,216,622,1213,0.045454547,-0.043478262,0.090909094,-0.25,0.13226154,0.16097046,-0.10720091,-0.2326532,0.10204082,0.064225689,0.30915087,0.1780709,1203,2022,539,539,539,0.30020559,0.2896153,Misc
310109,LAGER - PINT 3.4-4.2%,11,20,2022,357,50,2204,2611,823,98,49,970,0.039215744,-0.10889544,0.066945538,-0.060430832,0.049115665,0.079984754,-0.10903787,-0.10700615,0.13672923,0.01914975,0.84845358,0.10103093,1101,2022,35,35,35,0.74847382,0.058848538,Restaurants & Hotels
310216,LAGER 10 - 24 CANS (440-500ML),2,19,2022,246,219,852,1317,367,380,445,1192,0.11111116,-0.10210529,0.075000003,-0.10210529,0.11053468,0.079406135,-0.10031032,-0.098439947,0.18678816,0.16628702,0.30788592,0.31879196,201,2022,541,541,541,0.4489933,0.18614057,Alcohol & tobacco
310217,LAGER 10-24 BOTTLES 250-330ML,2,15,2022,139,90,388,617,279,109,159,547,0.11111111,-0.1056404,0.10344828,-0.14285715,0.15188116,0.16750273,-0.13795827,-0.13014095,0.22528364,0.14586709,0.51005483,0.19926874,201,2022,333,333,333,0.4202913,0.19475375,Alcohol & tobacco
310215,LAGER 4 BOTTLES- PREMIUM,2,19,2022,297,177,1410,1884,626,231,785,1642,0.125,-0.18518518,0.11111111,-0.15384616,0.15875256,0.12013278,-0.16355021,-0.1495925,0.15764332,0.093949042,0.38124239,0.1406821,201,2022,479,479,479,0.43266734,0.12886971,Alcohol & tobacco
430227,LAMINATE FLOORING PER SQ M,5,22,2022,50,22,112,184,80,21,8,109,0.11117288,-0.07692308,0.1998999,-0.14285715,0.18806291,0.31301749,-0.1705482,-0.15897429,0.27173913,0.11956522,0.73394495,0.19266056,501,2022,108,108,108,0.39038596,0.25712797,Household
210102,LARGE LOAF-WHITE-UNSLICED-800G,1,35,2022,124,16,647,787,588,14,35,637,0.045454502,-0.13913041,0.088932827,-0.0099999905,0.073290154,0.10810521,-0.13974203,-0.078630179,0.15756035,0.020330368,0.92307693,0.021978023,101,2022,11,11,11,0.52913737,0.10473529,Food & drink
430137,LEATHER SETTEE,5,18,2022,273,203,825,1301,667,161,65,893,0.085141905,-0.15076253,0.20465116,-0.10343435,0.14836729,0.37826478,-0.16000858,-0.12860502,0.20983858,0.15603381,0.74692047,0.18029115,501,2022,94,94,94,0.49481902,0.29356107,Household
212732,LEMON EACH,1,7,2022,433,359,3927,4719,1267,573,1846,3686,0.13636364,-0.13043478,0.1666666,-0.16666667,0.23045141,0.27188486,-0.180639,-0.25071505,0.091756731,0.076075442,0.34373304,0.15545307,101,2022,507,507,507,0.2826966,0.20425785,Food & drink
212008,LEMONADE-2 LITRE BOTTLE,1,30,2022,277,60,913,1250,677,179,169,1025,0.11428569,-0.1602564,0.2903226,-0.11111107,0.15832402,0.36376724,-0.1678571,-0.15423526,0.2216,0.048,0.66048783,0.17463414,102,2022,175,175,175,0.37954995,0.21226677,Food & drink
310311,LEMONADE/COLA DRAUGHT,11,19,2022,253,83,2130,2466,692,63,153,908,0.057692345,-0.060606077,0.076923095,-0.10019454,0.092576675,0.13114282,-0.087451726,-0.17125323,0.1025953,0.033657745,0.76211452,0.069383264,1101,2022,85,85,85,0.5018099,0.11083418,Restaurants & Hotels
430524,LIGHT BULB,5,25,2022,68,65,896,1029,222,118,450,790,0.16666667,-0.248,0.16666667,-0.19839676,0.24246556,0.26080817,-0.25623366,-0.24940135,0.066083573,0.063168123,0.28101265,0.14936709,505,2022,557,557,557,0.31033069,0.58647352,Household
520246,LIP GLOSS,12,13,2022,185,146,1650,1981,381,236,1087,1704,0.27322406,-0.28510031,0.25,-0.28510031,0.25658059,0.33318204,-0.2016001,-0.23580311,0.093387179,0.073700152,0.22359155,0.13849765,1201,2022,575,575,575,0.37419936,0.2621544,Misc
310307,LIQUEUR PER NIP   SPECIFY ML,2,26,2022,372,28,2235,2635,800,43,96,939,0.043668184,-0.060606077,0.091324218,-0.12307695,0.074520431,0.14795099,-0.12560599,-0.19433209,0.14117648,0.010626186,0.8519702,0.045793395,201,2022,34,34,34,0.62465966,0.077537209,Alcohol & tobacco
520243,LIQUID FOUNDATION 30-35ML,12,17,2022,151,115,1482,1748,354,195,898,1447,0.25034767,-0.22246942,0.11247219,-0.22160354,0.25810832,0.21497664,-0.23061717,-0.24027185,0.086384438,0.065789476,0.24464409,0.13476157,1201,2022,570,570,570,0.33938569,0.21428543,Misc
520247,LIQUID SOAP 200-300ML,12,13,2022,287,171,1723,2181,716,259,1018,1993,0.25,-0.375,0.10000002,-0.44134077,0.41786346,0.16770415,-0.31791759,-0.40869996,0.13159101,0.078404404,0.3592574,0.12995484,1201,2022,497,497,497,0.32539117,0.40616885,Misc
640240,LIVERY CHARGES PER WEEK,9,15,2022,39,2,964,1005,297,18,585,900,0.060606062,-0.063736089,0.066558838,-0.041622233,0.072756313,0.097343162,-0.063736089,-0.043787789,0.038805969,0.0019900498,0.33000001,0.02,902,2022,518,518,518,0.29661092,0.11980414,Recreation & culture
520134,LUGGAGE TROLLEY CASE - 60-70CM,12,18,2022,63,46,444,553,242,86,102,430,0.2,-0.25,0.42183289,-0.25,0.4160313,0.79559487,-0.26570305,-0.26775572,0.11392405,0.08318264,0.56279069,0.2,1203,2022,274,274,274,0.4302915,0.38474467,Misc
520301,MAN'S HAIRCUT,12,35,2022,112,6,1674,1792,385,41,412,838,0.091750845,-0.11437909,0.1,-0.11111111,0.11630563,0.15624548,-0.14266534,-0.16370276,0.0625,0.0033482143,0.45942721,0.048926014,1201,2022,389,389,389,0.45281613,0.14107743,Misc
211407,MARGARINE/LOW FAT SPREAD-500G,1,27,2022,363,197,580,1140,760,162,55,977,0.2,-0.34782606,0.34915733,-0.25,0.36092907,0.44646856,-0.32969365,-0.25141773,0.31842107,0.17280702,0.77789152,0.16581371,101,2022,69,69,69,0.42827815,0.27118012,Food & drink
520223,MASCARA,12,30,2022,188,100,1379,1667,502,189,690,1381,0.1668058,-0.23529412,0.10140559,-0.25,0.31105453,0.16169375,-0.28768486,-0.33096743,0.11277744,0.059988003,0.36350471,0.13685735,1201,2022,494,494,494,0.40037313,0.20939612,Misc
430132,MATTRESS- 3FT/90CM,5,20,2022,321,258,1254,1833,1078,263,107,1448,0.16317016,-0.18238226,0.25,-0.19048525,0.2697269,0.43684715,-0.19355285,-0.21702182,0.17512275,0.14075287,0.74447513,0.18162984,501,2022,100,100,100,0.41208395,0.44735855,Household
212930,MAYONNAISE 390-500G/420-540MLS,1,22,2022,410,186,1492,2088,1321,279,331,1931,0.20000005,-0.19839358,0.33333334,-0.21874999,0.24899891,0.30897045,-0.1752927,-0.21171637,0.19636016,0.08908046,0.68410152,0.14448473,101,2022,154,154,154,0.37990126,0.21044211,Food & drink
410633,MDF,4,12,2022,252,175,852,1279,1024,116,16,1156,0.05882353,-0.10344828,0.51755714,-0.052777793,0.087213926,0.51242596,-0.11008094,-0.092312202,0.19702893,0.13682565,0.88581318,0.10034602,403,2022,22,22,22,0.56156892,0.19554499,Housing & utilities
211030,MEAT BASED SNACK PACK MAX 400G,1,6,2022,434,157,1425,2016,1115,160,553,1828,0.075000048,-0.1666667,0.14285715,-0.082330815,0.13376297,0.1795112,-0.18974343,-0.13925287,0.21527778,0.077876985,0.60995626,0.08752735,101,2022,215,215,215,0.39839646,0.20953764,Food & drink
212731,MELON EACH EG HONEYDEW,1,8,2022,505,92,1372,1969,819,576,594,1989,0.13422821,-0.1722222,0.31034476,-0.11834322,0.17801081,0.4216195,-0.17510614,-0.20443159,0.25647536,0.046724226,0.41176471,0.28959277,101,2022,442,442,442,0.34021223,0.25731939,Food & drink
510128,MEN'S BRANDED SPORT SWEATSHIRT,3,19,2022,198,102,1091,1391,542,265,401,1208,0.12503125,-0.1817438,0.20005001,-0.35294119,0.26064751,0.28079587,-0.2138299,-0.31174827,0.14234364,0.07332854,0.44867548,0.21937086,301,2022,404,404,404,0.41549808,0.36645344,Clothing and footwear
510118,MEN'S CASUAL TROUSERS,3,26,2022,263,191,2313,2767,1057,333,770,2160,0.2,-0.2,0.22499999,-0.17894737,0.35135713,0.32690346,-0.22955182,-0.22311282,0.095048793,0.069027826,0.48935184,0.15416667,301,2022,349,349,349,0.32462898,0.38026789,Clothing and footwear
440132,MEN'S CLOTHING HIRE- SEE HELP,3,9,2022,55,9,585,649,196,2,104,302,0.11111111,-0.0090909088,0.16583328,-0.028985508,0.12867685,0.24834767,-0.079393148,-0.028985508,0.084745765,0.013867488,0.64900661,0.0066225166,301,2022,186,186,186,0.35796472,0.14402013,Clothing and footwear
630343,MEN'S FOOTBALL BOOTS,9,19,2022,83,70,737,890,378,152,232,762,0.22789469,-0.18559791,0.46153846,-0.15800002,0.26338157,0.62678468,-0.18989384,-0.210839,0.093258426,0.078651689,0.49606299,0.19947506,903,2022,345,345,345,0.43983108,0.40054825,Recreation & culture
510117,MEN'S FORMAL RDY-MADE TROUSERS,3,26,2022,213,137,2303,2653,776,390,925,2091,0.20008004,-0.20008004,0.25012505,-0.25,0.39153129,0.61690772,-0.2383329,-0.26778838,0.080286466,0.051639654,0.37111431,0.18651363,301,2022,487,487,487,0.2851609,0.35696846,Clothing and footwear
510109,MEN'S FORMAL SHIRT-LONG SLEEVE,3,35,2022,286,146,2209,2641,1201,394,506,2101,0.15396459,-0.25,0.24875002,-0.28,0.28591824,0.41217014,-0.25542423,-0.28033894,0.10829231,0.05528209,0.57163256,0.18752974,301,2022,264,264,264,0.32947427,0.35741097,Clothing and footwear
510120,MEN'S JUMPER OR SWEATSHIRT,3,26,2022,369,286,2072,2727,1193,419,542,2154,0.21428572,-0.20151147,0.25104252,-0.22222222,0.42050096,0.39202923,-0.25887877,-0.26540077,0.13531353,0.10487715,0.55385327,0.19452181,301,2022,290,290,290,0.39315069,0.45165601,Clothing and footwear
510108,MEN'S JUMPER-KNITTED,3,35,2022,285,249,1845,2379,910,530,493,1933,0.2,-0.24824476,0.25,-0.26491231,0.37509957,0.42133445,-0.28276455,-0.26333371,0.11979824,0.10466582,0.47077084,0.27418521,301,2022,376,376,376,0.41329911,0.40116543,Clothing and footwear
510402,MEN'S PANTS/BOXER SHORTS,3,35,2022,221,100,2270,2591,901,397,758,2056,0.11111111,-0.10443043,0.12499996,-0.090909094,0.18310823,0.26020977,-0.16960189,-0.17973509,0.085295253,0.038595136,0.43822956,0.19309339,301,2022,415,415,415,0.32803172,0.36367232,Clothing and footwear
510515,MEN'S SHOE CASUAL STYLE,3,26,2022,234,152,1908,2294,1029,496,331,1856,0.16955507,-0.22471911,0.20013343,-0.15311356,0.27551869,0.43860504,-0.26351497,-0.19821809,0.10200523,0.066259809,0.55441809,0.26724139,302,2022,288,288,288,0.36027271,0.32500955,Clothing and footwear
510132,MEN'S T-SHIRT SHORT SLEEVED,3,10,2022,320,184,2298,2802,1398,262,548,2208,0.25,-0.25158226,0.25,-0.25,0.34391236,0.36639065,-0.27930364,-0.28907886,0.11420414,0.065667383,0.63315219,0.11865942,301,2022,195,195,195,0.31700709,0.47076645,Clothing and footwear
510419,MEN'S TIE,3,35,2022,120,47,1803,1970,495,176,925,1596,0.18336116,-0.2,0.2820513,-0.29374996,0.34598887,0.63941026,-0.23100102,-0.29756242,0.060913704,0.023857867,0.31015038,0.11027569,301,2022,538,538,538,0.26185524,0.41352651,Clothing and footwear
510122,MEN'S TRACKSUIT/JOGGIN BOTTOMS,3,26,2022,240,145,1755,2140,996,304,615,1915,0.125,-0.17781729,0.12903225,-0.14314286,0.26564074,0.316825,-0.20186964,-0.20661876,0.11214953,0.06775701,0.52010447,0.15874673,301,2022,324,324,324,0.36465752,0.27639163,Clothing and footwear
510516,MEN'S TRAINING SHOE-SPORTSWEAR,3,26,2022,135,85,1095,1315,625,189,348,1162,0.125,-0.125,0.15007503,-0.18166941,0.23926961,0.25001311,-0.15139648,-0.20335422,0.10266159,0.064638786,0.53786576,0.1626506,302,2022,304,304,304,0.4069024,0.26917663,Clothing and footwear
510130,MENS 3/4 TO FULL LENGTH COAT,3,17,2022,86,141,451,678,263,242,115,620,0.21552965,-0.30150753,0.42857137,-0.24810606,0.33839244,0.76437145,-0.29527792,-0.24664289,0.12684366,0.2079646,0.42419356,0.39032257,301,2022,429,429,429,0.4586609,0.49091414,Clothing and footwear
510433,MENS BASE LAYER TOP LONG/SHORT,3,6,2022,89,71,1021,1181,601,185,276,1062,0.16672231,-0.2002002,0.30000001,-0.30015007,0.35088828,0.4180865,-0.2486804,-0.34624228,0.075359866,0.060118545,0.56591338,0.17419963,301,2022,269,269,269,0.41122398,0.45661652,Clothing and footwear
510126,MENS BRANDED T-SHIRT,3,21,2022,163,119,1107,1389,701,239,284,1224,0.21621622,-0.17598586,0.23333333,-0.2173913,0.2627984,0.37929082,-0.1862359,-0.22266963,0.11735062,0.085673146,0.57271242,0.19526143,301,2022,262,262,262,0.37265059,0.34729356,Clothing and footwear
510113,MENS CASUAL S/SLEEVE TOP,3,30,2022,360,226,2115,2701,1015,478,642,2135,0.24947917,-0.25,0.25,-0.21875,0.37495092,0.41507313,-0.27565786,-0.25330293,0.13328397,0.083672717,0.47540984,0.22388759,301,2022,369,369,369,0.367818,0.44642496,Clothing and footwear
510131,MENS CASUAL SHIRT,3,12,2022,394,284,2101,2779,1073,402,724,2199,0.25,-0.25,0.25,-0.2,0.3644591,0.3743282,-0.27116102,-0.22313142,0.14177762,0.10219503,0.48794907,0.18281037,301,2022,353,353,353,0.38026839,0.42863488,Clothing and footwear
510104,MENS JACKET/COAT,3,35,2022,385,385,1867,2637,1070,684,340,2094,0.33333334,-0.21428572,0.3203125,-0.19496855,0.44616899,0.45451203,-0.25934145,-0.2343079,0.14599924,0.14599924,0.51098377,0.32664755,301,2022,330,330,330,0.42177373,0.47018641,Clothing and footwear
510106,MENS JEANS,3,35,2022,269,135,2432,2836,1090,325,808,2223,0.2,-0.2,0.2,-0.2,0.26303089,0.27353108,-0.23562814,-0.21238416,0.094851904,0.047602255,0.49032837,0.14619882,301,2022,348,348,348,0.3587549,0.2918199,Clothing and footwear
510127,MENS OFFICIAL FOOTBALL SHIRT,3,20,2022,130,130,696,956,473,242,85,800,0.5,-0.27681178,0.34596151,-0.3125,0.75653535,0.5346384,-0.32035801,-0.30770147,0.13598326,0.13598326,0.59125,0.30250001,301,2022,238,238,238,0.46708778,0.41209438,Clothing and footwear
510501,MENS SHOE FORMAL STYLE,3,35,2022,260,133,1998,2391,1107,391,501,1999,0.083333336,-0.19999999,0.17647059,-0.16666667,0.14831686,0.35790205,-0.21452299,-0.20674174,0.10874111,0.05562526,0.55377686,0.1955978,302,2022,291,291,291,0.4072589,0.25237593,Clothing and footwear
510124,MENS SHORTS NOT SWIMWEAR,3,23,2022,96,89,856,1041,541,328,186,1055,0.25,-0.30000001,0.25,-0.33333334,0.45093983,0.38627678,-0.31405717,-0.3644293,0.092219017,0.085494719,0.51279622,0.31090048,301,2022,329,329,329,0.38855016,0.4508428,Clothing and footwear
510413,MENS SOCKS 1 PAIR,3,35,2022,173,94,2367,2634,602,265,1128,1995,0.18749997,-0.16666667,0.18749997,-0.28750002,0.29452956,0.3928467,-0.21540298,-0.29278955,0.065679573,0.035687167,0.30175439,0.13283208,301,2022,547,547,547,0.27306843,0.38889125,Clothing and footwear
510101,MENS SUIT-READY MADE,3,35,2022,9,27,169,205,69,29,25,123,0.11111111,-0.30000001,0.33707866,-0.19047619,0.25014433,0.93274182,-0.3090291,-0.20606753,0.043902438,0.13170731,0.56097561,0.23577236,301,2022,277,277,277,0.38268027,0.3297711,Clothing and footwear
211713,"MILK FLAVOURED, 180-500MLS/GMS",1,9,2022,417,275,1223,1915,1002,242,517,1761,0.39999998,-0.28571427,0.17391309,-0.25925928,0.376165,0.30720145,-0.29730701,-0.25288361,0.21775457,0.14360313,0.56899488,0.13742192,101,2022,266,266,266,0.31355414,0.43247509,Food & drink
211710,MILK SEMI-PER 2 PINTS/1.136 L,1,33,2022,629,16,701,1346,1149,1,11,1161,0.067415737,-0.066462673,0.24999999,-0.025000051,0.079834282,0.28671274,-0.11182826,-0.025000051,0.46731055,0.011887073,0.98966408,0.00086132647,101,2022,3,3,3,0.44353551,0.080241904,Food & drink
212010,MINERAL WATER STILL 1.5-2L,1,29,2022,449,146,1171,1766,1094,231,114,1439,0.15384619,-0.22727272,0.29411763,-0.22222221,0.19841456,0.37936074,-0.20163277,-0.23100576,0.25424689,0.082672708,0.76025015,0.16052814,102,2022,87,87,87,0.32887739,0.18658917,Food & drink
620308,MINICAB FARE FOR 2 MILES,7,28,2022,99,21,1130,1250,406,77,384,867,0.125,-0.1,0.15000001,-0.19402981,0.16942303,0.27246174,-0.15150756,-0.27984816,0.0792,0.016799999,0.46828142,0.088811994,703,2022,380,380,380,0.34061757,0.17755766,Transport
212202,MINTS,1,35,2022,50,20,994,1064,216,78,420,714,0.14285718,-0.12500003,0.14285718,-0.1666667,0.1387402,0.16485329,-0.13192062,-0.19188669,0.046992481,0.018796992,0.30252102,0.1092437,101,2022,546,546,546,0.55434543,0.12487364,Food & drink
212022,MIXER DRINK BOTTLE 1L EG TONIC,1,9,2022,514,160,1505,2179,1566,136,170,1872,0.14835167,-0.18750004,0.1666666,-0.13333337,0.18911351,0.28618556,-0.1909004,-0.23245753,0.23588802,0.073428176,0.83653843,0.072649576,102,2022,44,44,44,0.40179804,0.18122354,Food & drink
