L1,L2,COUNTRY,BECNURBPTCH,BECPTCHDENS,BECEFFMESHSIZE,BECAWAVGPTCHAREA,BECAWMNSHPINDX,BECAWMNNNGH,BECADCRCTYAVG,BECADINTDENS,BECADSTTDENS,BECADSTTLGAVG,BECADSTTPNODEAVG,TRANS_PROF,TRANS_PROB,URBAN_PROF,URBAN_PROB,LAT,LONG,SECPOV,AREA,POP,CNSMINPRM,CNSMINPRF,CNSUNEMPLM,CNSUNEMPLF,BRT,SUBWAY,CONGESTION
Tula de Allende,Tula de Allende,Mexico,272,0.8094,50.943,678.9669,6.2574,97.3658,1.064364647,4.756624426,1267.043423,149.4636213,2.694796062,1,0.935,1,0.999601067,20.06412923,-99.3767425,47.5,2521.2496,103492,80.07027927,77.07852575,7.192110922,3.995051666,0,0,0.0364
Tulancingo de Bravo,Cuautepec de Hinojosa,Mexico,206,0.5267,2.1738,90.3965,3.2506,167.2741,1.165300868,0.457532007,404.6623866,511.898048,2.665271967,2,0.984,6,0.999509467,19.98430844,-98.28166824,69.3,940.493,54578,62.4145969,60.86000142,5.859742705,1.962348437,0,0,0.0033
Tulancingo de Bravo,Santiago Tulantepec de Lugo Guerrero,Mexico,97,1.5098,15.9765,127.803,2.8373,84.4294,1.069491758,1.439122051,540.284282,222.3862859,2.75,3,0.639,2,0.999995622,20.03565103,-98.39277665,47.1,803.16,34978,76.62101563,75.94152878,5.713968712,2.193283071,0,0,0.0081
Tulancingo de Bravo,Tulancingo de Bravo,Mexico,292,1.3447,108.113,874.692,4.1369,84.4878,1.053433319,10.1494885,2274.239711,128.9226554,3.056894508,3,1.0,1,0.98275051,20.12360121,-98.35093969,59.1,2684.064,152705,79.03221122,75.23137843,6.140173191,3.21313536,0,0,0.0313
Tuxtla Gutierrez,Berriozdbal,Mexico,164,0.4664,4.8192,235.0469,2.7022,108.6758,1.084582597,2.508869237,645.4732726,140.7649997,3.155919153,4,0.788,6,0.953461663,16.86660669,-93.31907485,79.8,720.8948,42918,56.51089667,46.23862487,4.002088046,1.003217869,0,0,0.0045
Tuxtla Gutierrez,Chiapa de Corzo,Mexico,190,0.2289,1.1099,91.0146,3.1687,143.9169,1.137348862,1.492833845,479.9127244,181.6414301,2.918354017,3,0.821,6,0.999241153,16.5980714,-92.97063176,72.5,1012.32,88461,62.20049126,58.57224143,4.067499452,2.190342001,0,0,0.0025
Tuxtla Gutierrez,Tuxtla Gutierrez,Mexico,200,0.5975,1388.101,6236.4193,5.7239,64.377,1.056110389,40.4055378,6560.415532,91.34962094,2.944522173,4,0.999,3,0.538514098,16.73944664,-93.13728535,52.1,7450.82,552025,84.17361695,77.30315937,4.776117387,2.043517391,0,0,0.0704
Uriangato,Morole,Mexico,50,0.3131,25.4506,494.8132,3.4692,93.6474,1.040684872,6.383418959,1212.998579,109.4850599,2.823805795,1,1.0,2,0.801135118,20.08431562,-101.2446893,51.9,821.25,50086,71.61383285,66.73952414,6.527458073,1.947374522,0,0,0.003
Uriangato,Uriangato,Mexico,122,1.0501,40.2116,425.8025,4.3795,88.3732,1.056223489,9.005166615,2288.84821,148.1137775,2.856254856,1,1.0,2,0.991071379,20.11969239,-101.152616,59.1,1097.1948,60711,66.39744553,62.29919679,8.97045658,2.363693665,0,0,0.011
Uruapan,Uruapan,Mexico,357,0.3527,116.4741,2803.4415,6.0247,83.2565,1.067209413,6.173451029,1107.991785,100.5787398,2.990930915,1,1.0,1,0.996354437,19.44363709,-102.1056451,57.3,4205.0673,312996,71.54303042,71.56920276,5.423511736,1.969802347,0,0,0.0821
Veracruz,Alvarado,Mexico,307,0.3715,1.4694,98.4344,3.2659,116.1692,1.075260296,1.409758263,454.2633431,184.0404553,2.811256005,3,0.725,6,0.95522889,18.79995005,-95.85033618,55.1,1233.7102,50754,58.07351608,60.5530205,1.471604256,1.184834123,0,0,0.0062
Veracruz,Boca del Rro,Mexico,75,1.9721,1074.3972,1960.1799,3.491,60.7134,1.038512267,74.84363897,12167.02972,93.92045583,3.201669878,1,1.0,3,0.999962562,19.11740531,-96.12100555,36.6,2084.49,138547,86.55605777,80.82653922,5.219710796,2.954495654,0,0,0.0457
Veracruz,Jamapa,Mexico,80,0.6058,0.719,57.9016,2.179,156.2033,1.079464121,1.129271011,479.5745164,237.6919004,3.229411765,3,1.0,6,0.999979547,18.99968403,-96.25323055,55.8,163.984,10042,61.0738255,62.04654346,3.644266132,1.337792642,0,0,0.0
Veracruz,Medellen,Mexico,370,0.9316,3.6156,126.8165,2.9343,106.1813,1.109136884,36.52442315,6351.933303,101.1356414,2.917022726,4,0.992,6,0.869495681,18.98827775,-96.1619109,48.7,1132.385,60329,72.35501442,70.49078718,4.197821607,1.868444056,0,0,0.0171
Veracruz,Veracruz,Mexico,270,1.093,1370.0711,4273.5102,4.6303,72.1084,1.041431214,43.76023854,7297.58594,94.77881048,3.143138381,4,0.999,3,0.898281433,19.18582634,-96.22166824,39.6,7919.559,551624,84.00433888,80.90512713,4.184155996,2.299078605,0,0,0.0586
Victoria,Victoria,Mexico,438,0.2993,177.9709,4176.4326,4.8525,70.4554,1.031118423,5.607234732,1034.715036,105.2936724,3.102115323,1,1.0,5,0.51525507,23.69701948,-99.16665096,36.0,6235.368,319421,83.16033147,81.54148901,5.071292776,1.917370024,0,0,0.0593
Villahermosa,Centro,Mexico,1093,0.6365,147.6418,2692.7537,6.991,79.98,1.098824335,3.297958722,1108.350855,190.9681618,2.760368031,2,0.973,5,0.92247008,18.00910354,-92.8602107,43.0,9415.9764,638161,84.56562203,83.4909192,3.043034396,1.9692044,0,0,0.0672
Villahermosa,Nacajuca,Mexico,278,0.5195,3.1097,111.4123,3.9429,79.6488,1.12099577,1.850527072,844.0111552,260.3254638,2.685649203,2,0.988,6,0.658768798,18.18786497,-92.94862333,54.6,1493.7218,114950,78.96226415,76.0735382,4.35868615,2.624495289,0,0,0.0107
Xalapa,Banderilla,Mexico,27,1.363,32.9731,231.4951,4.1183,86.3302,1.102520974,15.87835403,3454.826977,122.7778084,2.436170213,2,0.979,2,0.999918918,19.58678638,-96.94294025,51.7,282.15,19308,77.82195715,73.0613745,3.912611718,1.216256304,0,0,0.036
Xalapa,Coatepec,Mexico,142,0.7022,17.232,343.8968,3.7534,89.7662,1.110292257,6.800116397,1956.861415,161.3231725,2.554752066,2,0.831,2,0.966918751,19.4475469,-96.93054619,47.6,1013.312,85974,72.13469689,68.26193533,3.473434493,1.812495558,0,0,0.0299
Xalapa,Emiliano Zapata,Mexico,241,0.5799,1.5539,59.1101,2.496,164.895,1.109257572,4.916082714,1418.062536,166.6495568,2.630921777,2,0.887,6,0.99974614,19.44000587,-96.73143617,38.9,1092.5976,61701,73.86572093,70.72841241,4.46956075,0.92712376,0,0,0.0136
Xalapa,Jilotepec,Mexico,39,0.6936,0.5818,24.6936,2.4182,120.5636,1.170615272,3.358385745,1548.590967,272.93216,2.452898551,2,0.995,6,0.999948646,19.6111875,-96.91648181,62.6,132.4791,15915,66.92229039,64.61538462,2.246675837,0.514403292,0,0,0.0075
Xalapa,Rafael Lucio,Mexico,12,1.0411,2.5439,33.9013,3.1065,80.3521,1.086233458,9.495922718,2677.063908,168.5374543,2.506493506,2,0.895,6,0.965735925,19.59959057,-96.98482614,67.2,86.49,6630,70.35573123,62.93155663,3.289094057,1.602136182,0,0,0.0009
Xalapa,Tlalnelhuayocan,Mexico,45,1.2268,0.7887,25.944,2.3084,92.4342,1.148156892,5.745962075,1851.890969,183.1806888,2.351190476,2,0.907,6,0.994495793,19.54111195,-96.98303599,62.9,111.51,15745,59.81667652,56.15904366,8.103405419,0.937766411,0,0,0.004
Xalapa,Xalapa,Mexico,122,0.9795,1716.1544,4294.746,4.9001,68.7973,1.066413789,70.53710026,10149.9005,83.18591578,2.825821943,1,0.995,3,0.982598971,19.5438698,-96.88834477,41.7,4977.2706,457524,84.9312485,82.13887933,3.174055262,1.74906567,0,0,0.158
Zacatecas,Guadalupe,Mexico,243,0.2975,29.8791,880.2074,4.3373,104.7711,1.056232952,4.010076339,838.4628586,119.1897825,2.866996292,4,0.999,1,0.999986351,22.78020294,-102.4076294,51.0,2772.5328,159397,82.01546588,83.48179517,6.335309701,1.555933113,0,0,0.0175
Zacatecas,Morelos,Mexico,115,0.6359,1.0284,63.6457,3.201,87.682,1.045785474,1.853995214,605.2950725,188.3976943,2.875912409,3,0.985,6,0.989836007,22.85246268,-102.6728816,61.1,292.2265,12612,68.62329803,70.43529068,6.453505427,0.978915663,0,0,0.0049
Zacatecas,Zacatecas,Mexico,185,0.4192,40.2818,919.5409,5.1878,102.1029,1.069559653,6.808188755,1298.781505,114.1505861,2.923587082,1,1.0,1,0.999984247,22.73573457,-102.6780786,41.1,1933.102,138444,84.97719832,83.90993429,4.778505229,2.979683973,0,0,0.0521
Zamora,Jacona,Mexico,88,0.7417,34.5535,527.8022,4.3093,73.3172,1.027351075,8.791800834,1381.709454,92.30663553,3.059931507,1,1.0,2,0.966978737,19.93494144,-102.3160019,63.1,776.7936,62413,58.26067844,54.28459376,5.161854768,2.25846926,0,0,0.0218
Zamora,Zamora,Mexico,128,0.3824,54.2446,793.0767,4.6053,133.5379,1.046501166,9.677291551,1607.154987,97.50279564,3.040384615,1,1.0,1,0.999999999,20.03298177,-102.2640704,52.3,2289.6896,184197,66.11998564,63.08515125,4.699038739,2.313925005,0,0,0.0403
Chinandega,Chidega,Nicaragua,122,0.1849,8.3093,568.2015,4.0619,94.5525,1.061981156,2.15952087,551.9090574,143.2711435,2.916334661,4,0.611,1,0.590031325,12.71739495,-87.0181298,,964.715,121793,41.21956384,40.5113778,3.500394633,2.529644269,0,0,0.0116
Chinandega,El Viejo,Nicaragua,137,0.109,0.9852,260.3836,3.2947,107.6276,1.107451904,0.456863911,310.852174,380.7102525,2.89539749,3,0.721,6,0.795872206,12.81044887,-87.40769727,,475.3763,76775,26.8907563,26.86973428,2.5967838,2.765785213,0,0,0.0024
Esteli,Esteli,Nicaragua,159,0.2014,9.6621,734.7032,3.9249,90.2982,1.089305718,2.148649198,479.9759686,127.1484392,3.03125,3,0.663,1,0.915519061,13.13066441,-86.34737717,,1038.2382,112084,38.44906657,42.75029424,2.733922219,2.477042049,0,0,0.0364
Leon,Leon,Nicaragua,249,0.3084,17.4622,893.8516,4.433,90.446,1.062836222,3.210618461,884.7260237,156.5982447,2.948331194,4,0.993,1,0.999741815,12.39405744,-86.87588739,,1577.166,174051,49.36356404,47.11501285,4.142682961,2.662383221,0,0,0.0341
Managua,Ciudad Sandino,Nicaragua,102,2.1051,30.0944,242.4394,4.6521,66.218,1.047632017,14.70482393,3169.360539,126.2552817,2.90382387,3,0.999,2,0.99671254,12.13765449,-86.36175862,,601.4736,75083,52.23556551,47.01069488,3.209796971,2.548216249,0,0,0.0494
Managua,El Crucero,Nicaragua,64,0.2861,0.0754,15.784,3.1866,122.4999,1.106688344,0.550902179,402.5222095,417.5200246,2.403225806,2,0.987,6,0.999423917,11.99210737,-86.35343787,,106.8288,13656,37.28991597,35.76910244,2.954116908,2.764340014,0,0,0.0751
Managua,Managua,Nicaragua,608,2.262,3107.265,8061.0695,5.8899,61.7947,1.045240838,51.55656792,8084.590034,90.55477468,2.894661154,4,1.0,5,0.999999996,12.10659951,-86.2523216,,10360.9888,937489,63.60950718,56.92919278,3.993169644,3.448936054,0,0,0.2475
Managua,Mateare,Nicaragua,111,0.375,5.6057,259.0397,2.7851,86.3231,1.063071387,3.356390441,921.9792053,158.8743026,2.891735537,4,0.994,2,0.917391243,12.20723233,-86.40885526,,640.5255,28775,43.51901929,40.34138922,3.02002584,2.558883396,0,0,0.1313
Managua,Nindiri,Nicaragua,292,1.9556,2.1234,50.0119,3.0932,82.6176,1.06517329,3.94661264,1295.569641,192.3580833,2.642493639,1,0.639,2,0.727823768,12.04792764,-86.14164197,,633.9612,38355,44.994995,42.20405343,2.300981461,2.112012069,0,0,0.1441
Managua,Ticuantepe,Nicaragua,146,2.2662,2.5123,42.6673,3.0813,66.9812,1.07833526,3.778868592,1239.836482,189.1384282,2.510086455,2,0.893,2,0.969465442,12.01064083,-86.22142927,,379.3518,27008,44.36130412,42.39218877,1.700417375,2.880184332,0,0,0.0885
Masaya,Masaya,Nicaragua,255,1.7409,49.1318,709.697,2.9686,80.4265,1.054496572,6.515964144,1903.088759,174.0080654,3.003679853,1,1.0,2,0.999685772,12.01038265,-86.06704671,,1014.033,139582,42.4561777,39.67572576,2.395022356,1.753322453,0,0,0.0657
Arequipa,ALTO SELVA ALEGRE,Peru,19,0.281,8.9022,194.4245,2.1828,66.8525,1.047088843,23.98254581,3020.198703,73.91041625,3.121178432,3,0.983,2,0.971796828,-16.33096183,-71.48585714,21.0,309.5993,77404,73.81834751,68.62869256,5.913318126,5.539223271,0,0,0.0014
Arequipa,AREQUIPA,Peru,5,0.438,871.4109,995.8533,2.8408,60.166,1.065456722,127.4576936,17276.84973,82.11560396,2.954139369,3,1.0,3,0.957706565,-16.40665825,-71.53845959,2.8,998.91,59947,83.19599871,82.37504342,4.347524615,4.780781733,0,0,0.0002
Arequipa,CAYMA,Peru,23,0.0988,25.6238,715.1777,4.2893,68.7203,1.115189188,12.42767688,1859.831696,87.41238249,3.032579186,3,0.999,1,0.517319482,-16.25268575,-71.45696154,22.5,834.1203,81875,72.07491082,66.13574516,5.908237503,5.828501678,0,0,0.0019
Arequipa,CERRO COLORADO,Peru,65,0.3715,456.5843,2719.4064,6.7421,62.1713,1.046550262,24.48083106,4101.568439,96.69081836,3.163578947,3,0.75,3,0.99802375,-16.30446531,-71.57659931,18.0,2937.87,126738,69.5120068,63.98719062,6.440341327,6.017056222,0,0,0.006
Arequipa,CHARACATO,Peru,37,0.4303,2.3354,95.8008,3.8388,118.6042,1.057843263,8.649128777,1277.424692,84.63873683,3.097076023,1,1.0,6,0.997703422,-16.45774226,-71.38286153,15.3,209.6087,7676,67.1957672,61.05032823,5.918827509,5.967450271,0,0,0.0006
Arequipa,JACOBO HUNTER,Peru,33,1.6028,28.6604,200.6314,2.7829,75.288,1.045602079,44.49391332,5417.125049,73.04988001,3.002881844,4,0.998,2,0.999988677,-16.45871377,-71.56268415,25.8,294.1191,47758,70.99758076,64.06346137,8.042895442,7.296248383,0,0,0.0223
Arequipa,JOSE LUIS BUSTAMANTE Y RIVERO,Peru,8,0.717,625.5705,823.6191,2.8064,60.2123,1.046085781,163.66161,17981.19979,67.20872733,2.98540146,3,1.0,3,0.984275429,-16.43149245,-71.52347257,6.4,847.44,77966,79.04303976,76.38658253,5.748753965,5.168012144,0,0,0.2038
Arequipa,MARIANO MELGAR,Peru,3,0.1036,32.0052,301.3792,2.7351,62.3759,1.040595224,31.83344909,4191.720038,75.20899526,3.107344633,4,0.854,2,0.986833003,-16.37538375,-71.46287666,20.7,307.44,53326,72.93515935,68.79854697,6.23776908,5.499723909,0,0,0.0257
Arequipa,MIRAFLORES,Peru,4,0.1531,53.3715,368.6605,2.3919,62.8386,1.031743342,36.91537691,4437.83326,68.59405646,3.155172414,4,0.925,2,0.965218424,-16.35646859,-71.47127872,18.0,378.27,50946,74.9429445,70.93672088,5.07234596,5.159653204,0,0,0.0434
Arequipa,MOLLEBAYA,Peru,17,0.5443,0.0068,2.1332,1.5834,199.9764,1.288526299,4.232790917,1613.04265,196.4495187,2.526315789,2,0.965,6,0.99998228,-16.5040794,-71.47384475,28.9,9.9892,1587,57.24331927,48.11165846,2.927927928,0.869565217,0,0,0.0229
Arequipa,PAUCARPATA,Peru,26,0.9155,205.6137,706.7692,2.9536,62.9107,1.035016762,103.4206133,12883.50925,73.00989245,3.138528139,3,1.0,3,0.998976426,-16.42007007,-71.4779991,23.5,826.1994,124240,70.73595587,64.62947009,7.060145767,6.602333711,0,0,0.0931
Arequipa,QUEQUEÑA,Peru,9,0.2588,0.0003,0.4212,1.4133,289.5117,1.091915661,11.4080923,2163.061978,108.6576994,3.078774617,3,1.0,6,0.9971293,-16.54417592,-71.44321233,12.6,2.25,1296,71.97898424,68.30508475,3.384615385,2.325581395,0,0,0.0309
Arequipa,SABANDIA,Peru,35,0.9777,0.0759,5.9171,2.1687,146.1432,1.059520682,14.21884288,2489.117584,104.4633215,3.020725389,3,1.0,6,0.999985666,-16.4482666,-71.46020632,11.5,45.899,3920,65.36897153,61.8596882,4.094827586,5.627009646,0,0,0.0269
Arequipa,SACHACA,Peru,30,2.1028,22.5239,116.5303,3.9804,66.8357,1.061583689,56.48576862,7678.803602,82.70756255,2.808049536,4,0.994,2,0.998280278,-16.42116932,-71.5762452,19.9,275.76,18576,67.25969854,63.1223825,6.122948812,5.622895623,0,0,0.0728
Arequipa,SOCABAYA,Peru,36,1.4108,38.0099,236.4403,3.4887,68.8377,1.048600656,47.25031268,6098.885875,78.59904815,3.014115899,4,0.999,2,0.999020617,-16.47364217,-71.53467981,21.1,410.22,66851,72.72269391,67.4078147,6.105960265,5.678480517,0,0,0.062
Arequipa,TIABAYA,Peru,19,0.5114,0.9979,35.6021,2.7453,149.8143,1.095141005,14.3722107,2217.999332,88.9193356,2.680397727,2,0.935,6,0.999932265,-16.46345228,-71.59901353,17.3,104.1295,14992,65.60807844,57.99747227,9.315147998,7.727652465,0,0,0.0894
Arequipa,UCHUMAYO,Peru,25,0.0924,0.0552,19.8338,2.2854,602.0554,1.168329935,1.150633327,362.0135721,214.0791688,2.537634409,2,0.988,6,0.999999949,-16.46093048,-71.69053931,15.8,75.24,11475,68.89112903,64.83601785,6.744536549,5.906432749,0,0,0.0412
Arequipa,YANAHUARA,Peru,1,0.2727,299.332,331.29,2.0738,0.0,1.090492935,120.6611803,14551.46644,75.16246108,2.9609375,3,0.985,4,0.999999983,-16.39474467,-71.55040571,1.2,331.29,24211,83.1006831,81.93527081,3.936556469,4.088116924,0,0,0.2121
Arequipa,YURA,Peru,40,0.0209,0.0669,55.3581,2.7735,266.0513,1.236811683,0.106768979,98.29624579,508.4523184,2.65034965,2,0.997,6,0.999999578,-16.13094403,-71.60633828,29.4,231.84,19183,60.53054662,50.26751925,8.628081458,8.277870216,0,0,0.052
Ayacucho,AYACUCHO,Peru,34,0.4346,61.7699,598.3572,3.5083,93.9348,1.134151062,29.21425582,4631.17255,93.44083388,3.012185834,4,0.708,1,0.676565681,-13.14092128,-74.24605091,39.6,807.6598,105445,65.15962036,57.9312178,4.30431317,4.209024434,0,0,0.003
Ayacucho,CARMEN ALTO,Peru,8,0.3569,33.9012,272.1274,3.413,62.8171,1.118306278,27.38051395,4330.429578,91.34695648,3.212922173,3,0.613,2,0.981096655,-13.21009848,-74.23943905,,279.2696,18043,0.0,0.0,0.0,0.0,0,0,0.0
Ayacucho,JESUS NAZARENO,Peru,12,0.7087,8.3455,92.0939,2.3103,102.3595,1.09446932,31.2307232,4637.319548,83.76930681,3.078025478,4,0.944,6,0.969442142,-13.12272354,-74.20907822,44.7,153.45,16340,64.59937268,55.74773816,6.303813038,5.395842548,0,0,0.0148
Ayacucho,SAN JUAN BAUTISTA,Peru,20,1.2081,114.6973,408.4691,2.0333,61.4622,1.028999075,77.28412351,9981.398698,75.75430484,3.185369318,4,1.0,3,0.806489041,-13.19238972,-74.20980207,54.4,464.85,42456,62.63742556,53.07441637,6.907640854,6.303516123,0,0,0.004
Ayacucho,TAMBILLO,Peru,18,0.1008,0.0028,2.159,1.5124,1056.6818,1.609511553,0.561688053,591.7715291,641.0208654,2.956521739,3,0.942,4,1.0,-13.20079017,-74.1351558,81.9,23.31,5307,28.42809365,17.08369284,3.106212425,1.25,0,0,0.0
Cajamarca,CAJAMARCA,Peru,127,0.3353,52.1177,1157.804,4.0129,84.9793,1.185297141,5.515865012,1347.177529,140.4028266,3.125957447,1,1.0,1,0.999968452,-7.07751247,-78.56108812,29.8,1704.8734,216757,60.96683336,50.84666822,5.16806027,4.248867887,0,0,0.0079
Cajamarca,LLACANORA,Peru,23,0.4537,0.0052,1.8285,1.4094,391.9298,1.727037792,0.332730048,303.7294263,484.9464563,2.029411765,2,0.991,6,0.999999985,-7.189598584,-78.41184581,60.0,14.49,5294,29.55687529,15.00829187,5.355648536,0.732600733,0,0,0.0005
Cajamarca,LOS BAÑOS DEL INCA,Peru,114,0.4043,0.9506,65.5517,3.2665,114.5222,1.345959574,1.419912886,1268.435517,522.5074867,2.740740741,2,0.981,6,0.99957577,-7.090123471,-78.45597288,35.7,408.8724,39096,42.90513219,28.11778992,7.459207459,5.69828722,0,0,0.023
Chiclayo,CHICLAYO,Peru,45,0.954,396.6867,1220.5906,2.2352,68.4452,1.014726127,71.79642739,8580.105228,72.33147415,3.201845122,4,1.0,3,0.999436446,-6.783008123,-79.82587458,14.0,1533.06,282004,70.07597594,67.09999468,5.640256199,5.464928556,0,0,0.0106
Chiclayo,JOSE LEONARDO ORTIZ,Peru,31,1.0596,299.667,900.4968,2.9471,68.0379,1.008771315,66.63858413,8521.578563,75.03779475,3.398696088,4,1.0,3,0.99952045,-6.739898149,-79.84235643,30.3,973.6201,178899,59.66973382,54.46348403,3.989282525,4.087882823,0,0,0.0427
Chiclayo,LA VICTORIA,Peru,30,0.7345,59.3047,397.4666,2.2578,71.57,1.01805841,18.65898237,3242.973881,99.38954533,3.323600973,3,0.998,2,0.993062118,-6.823765781,-79.86108928,31.2,609.39,85197,61.08240105,56.36238992,5.230946278,5.303933254,0,0,0.0241
Chiclayo,LAMBAYEQUE,Peru,115,0.3539,6.2825,343.8108,3.5093,99.6206,1.030647933,2.304066829,497.6793109,123.7570567,3.084883721,3,0.555,2,0.677690624,-6.673870472,-79.93283715,28.2,593.7335,70603,58.62499566,53.20064725,4.878535774,5.731119443,0,0,0.0243
Chiclayo,PIMENTEL,Peru,88,1.3225,8.4198,95.9946,2.8925,94.1034,1.027630253,17.34853937,2788.258412,97.04955244,2.978129713,3,1.0,2,0.692437175,-6.799331114,-79.9034477,6.4,583.6512,37531,62.29121767,57.65493275,4.767533491,4.927742241,0,0,0.0147
Chiclayo,POMALCA,Peru,22,0.2873,3.7552,108.0229,2.4094,170.0991,1.053427085,4.563359789,721.4853028,96.11847621,2.907960199,4,0.999,6,0.999950694,-6.781774878,-79.75902065,41.7,266.2198,24787,58.45574388,51.35135135,8.397810908,7.809917355,0,0,0.0229
Chimbote,CHIMBOTE,Peru,97,0.0671,20.8488,1478.7437,5.151,124.8529,1.036413474,2.148588565,392.0915095,105.3281597,3.197643594,3,0.927,1,0.999999994,-8.877689225,-78.40119064,20.6,2037.3298,220624,64.60752894,59.35492024,5.80167808,4.381351716,0,0,0.0065
Chimbote,COISHCO,Peru,4,0.4964,6.6604,72.5512,3.0332,60.308,1.050694576,27.66135255,3485.931392,73.07960917,3.011494253,3,0.853,6,0.879524538,-9.027460647,-78.61788722,24.8,73.98,15513,58.97287103,54.56717257,5.774355937,3.804347826,0,0,0.058
Chimbote,NUEVO CHIMBOTE,Peru,26,0.065,20.6778,730.2737,3.713,66.8095,1.030351539,7.868771454,1114.024647,84.94525377,3.120389495,1,1.0,2,0.515390156,-9.100068829,-78.43593944,21.4,1132.2012,128334,67.76681238,65.51800107,4.774369562,3.983455298,0,0,0.0228
Chincha Alta,ALTO LARAN,Peru,39,0.1068,0.0551,13.5139,2.1171,267.6043,1.051136095,0.625900183,163.1175537,151.7491829,2.974358974,3,1.0,6,0.999999674,-13.38215599,-75.93881823,5.6,148.7694,6698,59.19676004,48.92933619,2.020785219,2.880658436,0,0,0.0003
Chincha Alta,CHINCHA ALTA,Peru,34,0.151,15.254,496.7758,2.3599,71.3741,1.03455958,3.741533647,656.616053,103.8511961,2.901574803,4,0.997,2,0.984749128,-13.32453391,-76.03455417,7.1,691.56,61815,68.3915828,62.74112385,4.168025569,4.432162982,0,0,0.0035
Chincha Alta,CHINCHA BAJA,Peru,44,0.6026,0.5648,19.9426,2.0004,281.555,1.051476575,3.372686029,1238.048889,238.9398497,2.770547945,1,0.91,6,0.99999995,-13.49667569,-76.15084441,18.9,206.822,12412,60.0,52.41550168,4.460019114,5.569409809,0,0,0.001
Chincha Alta,GROCIO PRADO,Peru,24,0.135,0.9672,83.8479,3.3485,114.1751,1.058680996,1.811513254,766.3100664,252.8766551,2.675233645,3,0.859,6,0.999436744,-13.31144487,-76.16738942,16.3,205.02,22062,62.93057481,49.01820413,2.721461187,2.744008336,0,0,0.0205
Chincha Alta,PUEBLO NUEVO,Peru,7,0.0332,10.4443,455.348,2.162,69.5901,1.005533416,4.435408524,652.080272,85.30613656,3.339430894,4,0.995,2,0.978883221,-13.25844934,-76.08888446,6.3,483.0301,55876,66.54237714,62.49143318,4.847519345,4.248406847,0,0,0.007
Chincha Alta,SUNAMPE,Peru,28,1.7326,48.0543,204.6152,5.2343,64.6404,1.046099594,35.10221992,6950.01586,121.3029628,2.787572254,4,0.999,2,0.97624324,-13.42688985,-76.16284275,11.5,379.5288,25497,64.38741271,54.71169831,2.419484057,4.325203252,0,0,0.0113
Cusco,CUSCO,Peru,25,0.2511,49.5042,641.1318,4.2513,86.6656,1.160554554,8.726276169,2005.808071,136.634592,2.755232029,2,0.583,1,0.613247354,-13.4918686,-71.9873765,25.5,768.78,117422,73.76506689,68.62349676,3.755226447,3.522578228,0,0,0.2153
Cusco,SAN JERONIMO,Peru,20,0.2243,14.57,339.2909,3.5632,61.3312,1.226500089,5.112033873,1472.987841,166.5703208,2.965201465,1,0.993,2,0.976187195,-13.55782017,-71.86474641,33.3,382.86,38165,65.24924678,58.90250261,3.884694578,4.209748892,0,0,0.0171
Cusco,SAN SEBASTIAN,Peru,37,0.4823,153.8739,1029.2033,4.9361,64.4056,1.105123695,25.47642616,4890.043091,111.6691911,2.841322314,4,0.538,3,0.815596911,-13.53499101,-71.92507115,25.66,1146.8705,91335,70.23221849,63.20496691,3.498883929,4.13036948,0,0,0.077
Cusco,SANTIAGO,Peru,18,0.3063,25.7046,341.6037,2.5777,69.0129,1.017353944,97.88882454,17295.33272,100.6390912,3.308662058,1,1.0,2,0.991991381,-13.57289253,-71.9797739,30.1,442.26,90045,67.09712909,60.37731232,3.580034423,3.265331509,0,0,0.127
Cusco,WANCHAQ,Peru,1,0.1765,566.55,566.55,1.7421,0.0,1.023278158,140.3367663,18794.60122,83.5074036,3.126611958,3,1.0,4,1.0,-13.53128184,-71.95120435,4.8,566.55,63615,79.42419144,77.68896321,3.75282167,4.215511218,0,0,0.2108
Huancayo,CHILCA,Peru,19,0.7077,151.2103,620.4406,4.1266,61.1539,1.0449818,37.24588115,5750.750627,87.70527242,2.971240756,4,0.994,3,0.861447044,-12.07905105,-75.18315482,37.0,654.2992,82541,63.45619612,55.11312695,5.049668874,4.34051144,0,0,0.006
Huancayo,CHUPACA,Peru,43,2.0698,23.412,175.1196,3.6354,76.6269,1.031303538,8.458961967,3219.360512,225.2965901,3.275132275,1,0.981,2,0.999998007,-12.06769171,-75.28652939,41.2,277.7413,21866,64.72216308,55.69023569,5.669083718,4.190707562,0,0,0.0088
Huancayo,EL TAMBO,Peru,47,0.2824,97.6097,1202.2662,4.5334,62.6677,1.052250319,16.66900837,2320.95586,81.26084977,3.134527687,3,1.0,1,0.72834563,-11.97195525,-75.16108881,16.1,1351.0808,156320,70.73034048,66.00098484,5.410604785,4.934756821,0,0,0.0917
Huancayo,HUAMANCACA CHICO,Peru,23,1.7399,0.2778,6.3653,1.7554,151.0453,1.036290816,8.715162032,2847.670262,191.4286925,2.942028986,1,0.998,6,0.999999962,-12.08128897,-75.25042159,56.7,57.6909,5496,64.76225581,51.70399221,3.664036077,2.777777778,0,0,0.0
