date,division,up,down,level,up_ch,down_ch,total,up_sh,down_sh,level_sh,change_sh,division_s,division_sh,date2,date4,year,month,quarter
360.0,11,388,156,8817,0.048809536,-0.099006966,9361,0.041448563,0.016664887,0.94188654,0.058113448,Restaurants and Hotels,Restaurants & Hotels,01-01-2018,2018-01-01,2018.0,1.0,1.0
361.0,4,133,157,1709,0.074772745,-0.14953271,1999,0.066533267,0.078539267,0.85492748,0.14507253,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-02-2018,2018-02-01,2018.0,2.0,1.0
361.0,11,346,132,6656,0.049999952,-0.096814305,7134,0.048500139,0.018502943,0.93299693,0.067003086,Restaurants and Hotels,Restaurants & Hotels,01-02-2018,2018-02-01,2018.0,2.0,1.0
361.0,9,1034,964,6108,0.20000005,-0.15878379,8106,0.12755983,0.11892425,0.7535159,0.24648407,Recreation and culture,Recreation & culture,01-02-2018,2018-02-01,2018.0,2.0,1.0
361.0,12,700,614,6070,0.2121855,-0.22788462,7384,0.094799563,0.083152764,0.82204765,0.17795232,Miscellaneous goods and services,Misc,01-02-2018,2018-02-01,2018.0,2.0,1.0
361.0,7,178,80,2582,0.079999998,-0.11290322,2840,0.062676057,0.028169014,0.90915495,0.090845071,Transport,Transport,01-02-2018,2018-02-01,2018.0,2.0,1.0
361.0,8,39,65,343,0.65615708,-0.21806791,447,0.087248325,0.14541388,0.7673378,0.2326622,Communication,Communication,01-02-2018,2018-02-01,2018.0,2.0,1.0
361.0,2,666,511,3866,0.10344828,-0.15478683,5043,0.13206425,0.10132857,0.76660717,0.23339283,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-02-2018,2018-02-01,2018.0,2.0,1.0
361.0,1,3144,2846,18736,0.17233858,-0.19968137,24726,0.12715361,0.11510152,0.75774491,0.24225512,Food and non-alcoholic beverages,Food & drink,01-02-2018,2018-02-01,2018.0,2.0,1.0
361.0,5,1605,902,7374,0.20018727,-0.16672224,9881,0.16243295,0.091286309,0.74628073,0.25371927,"Furnishings, household equipment and maintenance",Household,01-02-2018,2018-02-01,2018.0,2.0,1.0
361.0,3,2454,2223,12890,0.33333334,-0.24050634,17567,0.13969374,0.12654409,0.73376215,0.26623783,Clothing and footwear,Clothing and footwear,01-02-2018,2018-02-01,2018.0,2.0,1.0
361.0,6,110,85,1701,0.15318958,-0.20000002,1896,0.058016878,0.044831224,0.89715189,0.1028481,Health,Health,01-02-2018,2018-02-01,2018.0,2.0,1.0
362.0,2,467,699,4069,0.19203296,-0.1080586,5235,0.089207262,0.13352436,0.77726841,0.22273162,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-03-2018,2018-03-01,2018.0,3.0,1.0
362.0,6,99,54,1858,0.19276819,-0.14652504,2011,0.049229238,0.026852312,0.92391843,0.076081552,Health,Health,01-03-2018,2018-03-01,2018.0,3.0,1.0
362.0,3,2081,2035,16023,0.25,-0.2204861,20139,0.10333184,0.10104772,0.79562044,0.20437956,Clothing and footwear,Clothing and footwear,01-03-2018,2018-03-01,2018.0,3.0,1.0
362.0,1,3814,2753,26046,0.22500002,-0.19999999,32613,0.11694723,0.084414192,0.79863858,0.20136142,Food and non-alcoholic beverages,Food & drink,01-03-2018,2018-03-01,2018.0,3.0,1.0
362.0,4,343,76,1707,0.10277313,-0.086079866,2126,0.16133584,0.035747882,0.80291629,0.19708373,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-03-2018,2018-03-01,2018.0,3.0,1.0
362.0,8,24,61,357,0.25581706,-0.1569825,442,0.054298643,0.13800906,0.80769229,0.1923077,Communication,Communication,01-03-2018,2018-03-01,2018.0,3.0,1.0
362.0,7,118,81,2968,0.072386079,-0.091634542,3167,0.037259236,0.025576254,0.93716449,0.062835492,Transport,Transport,01-03-2018,2018-03-01,2018.0,3.0,1.0
362.0,11,557,171,8216,0.045454547,-0.085977003,8944,0.062276386,0.019118963,0.91860467,0.08139535,Restaurants and Hotels,Restaurants & Hotels,01-03-2018,2018-03-01,2018.0,3.0,1.0
362.0,12,604,603,7003,0.15000001,-0.24998556,8210,0.073568821,0.073447019,0.85298419,0.14701584,Miscellaneous goods and services,Misc,01-03-2018,2018-03-01,2018.0,3.0,1.0
362.0,5,1308,1084,9099,0.19895868,-0.18319967,11491,0.11382821,0.094334699,0.7918371,0.2081629,"Furnishings, household equipment and maintenance",Household,01-03-2018,2018-03-01,2018.0,3.0,1.0
362.0,9,809,972,7978,0.1666666,-0.18353373,9759,0.082897834,0.099600367,0.81750178,0.1824982,Recreation and culture,Recreation & culture,01-03-2018,2018-03-01,2018.0,3.0,1.0
363.0,3,2039,2183,15770,0.25,-0.21096838,19992,0.1019908,0.10919368,0.7888155,0.21118447,Clothing and footwear,Clothing and footwear,01-04-2018,2018-04-01,2018.0,4.0,2.0
363.0,1,3326,3592,26930,0.19054502,-0.1538461,33848,0.098262824,0.10612149,0.79561567,0.20438431,Food and non-alcoholic beverages,Food & drink,01-04-2018,2018-04-01,2018.0,4.0,2.0
363.0,4,246,107,1800,0.093108185,-0.10012989,2153,0.11425918,0.049698096,0.8360427,0.16395727,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-04-2018,2018-04-01,2018.0,4.0,2.0
363.0,6,125,104,1831,0.17892858,-0.1596639,2060,0.060679611,0.050485436,0.88883495,0.11116505,Health,Health,01-04-2018,2018-04-01,2018.0,4.0,2.0
363.0,9,1061,808,8141,0.15396459,-0.18163228,10010,0.10599401,0.080719277,0.81328672,0.18671328,Recreation and culture,Recreation & culture,01-04-2018,2018-04-01,2018.0,4.0,2.0
363.0,11,1167,147,7726,0.038461596,-0.05882353,9040,0.12909292,0.016261062,0.85464603,0.14535397,Restaurants and Hotels,Restaurants & Hotels,01-04-2018,2018-04-01,2018.0,4.0,2.0
363.0,5,952,1328,9319,0.14892022,-0.2,11599,0.082076043,0.11449262,0.80343133,0.19656867,"Furnishings, household equipment and maintenance",Household,01-04-2018,2018-04-01,2018.0,4.0,2.0
363.0,12,809,794,6858,0.24151516,-0.24861112,8461,0.095615178,0.093842335,0.81054246,0.18945751,Miscellaneous goods and services,Misc,01-04-2018,2018-04-01,2018.0,4.0,2.0
363.0,2,1102,685,3457,0.11538462,-0.1600529,5244,0.21014492,0.13062547,0.65922958,0.34077039,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-04-2018,2018-04-01,2018.0,4.0,2.0
363.0,7,154,149,2866,0.074920148,-0.14600307,3169,0.048595771,0.047017988,0.90438622,0.095613763,Transport,Transport,01-04-2018,2018-04-01,2018.0,4.0,2.0
363.0,8,22,40,347,0.32723254,-0.18762498,409,0.053789731,0.09779951,0.84841079,0.15158924,Communication,Communication,01-04-2018,2018-04-01,2018.0,4.0,2.0
364.0,4,190,225,1726,0.085824914,-0.11039165,2141,0.088743575,0.10509108,0.80616534,0.19383466,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-05-2018,2018-05-01,2018.0,5.0,2.0
364.0,12,764,708,7168,0.32590228,-0.23179825,8640,0.088425927,0.081944443,0.8296296,0.17037037,Miscellaneous goods and services,Misc,01-05-2018,2018-05-01,2018.0,5.0,2.0
364.0,3,1529,1784,17077,0.25,-0.2,20390,0.074987739,0.087493867,0.83751839,0.16248161,Clothing and footwear,Clothing and footwear,01-05-2018,2018-05-01,2018.0,5.0,2.0
364.0,9,773,866,8617,0.1669732,-0.17459109,10256,0.075370513,0.084438376,0.84019113,0.15980889,Recreation and culture,Recreation & culture,01-05-2018,2018-05-01,2018.0,5.0,2.0
364.0,6,79,82,1894,0.095454544,-0.15384616,2055,0.038442824,0.039902676,0.92165452,0.0783455,Health,Health,01-05-2018,2018-05-01,2018.0,5.0,2.0
364.0,5,1038,1104,9850,0.16666667,-0.16666667,11992,0.086557709,0.092061371,0.82138091,0.17861909,"Furnishings, household equipment and maintenance",Household,01-05-2018,2018-05-01,2018.0,5.0,2.0
364.0,8,67,31,311,0.45198229,-0.2610105,409,0.16381419,0.075794622,0.76039118,0.23960881,Communication,Communication,01-05-2018,2018-05-01,2018.0,5.0,2.0
364.0,1,3138,3462,27963,0.21716861,-0.20753589,34563,0.090790734,0.10016491,0.80904436,0.19095564,Food and non-alcoholic beverages,Food & drink,01-05-2018,2018-05-01,2018.0,5.0,2.0
364.0,7,154,98,2942,0.087121218,-0.071428575,3194,0.048215404,0.03068253,0.92110205,0.078897938,Transport,Transport,01-05-2018,2018-05-01,2018.0,5.0,2.0
364.0,11,716,165,8228,0.052631591,-0.066315807,9109,0.078603581,0.018113954,0.90328246,0.096717536,Restaurants and Hotels,Restaurants & Hotels,01-05-2018,2018-05-01,2018.0,5.0,2.0
364.0,2,1045,617,3610,0.16666667,-0.125,5272,0.19821699,0.11703338,0.6847496,0.31525037,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-05-2018,2018-05-01,2018.0,5.0,2.0
365.0,7,185,76,2929,0.074296907,-0.091243401,3190,0.057993729,0.023824451,0.91818184,0.081818178,Transport,Transport,01-06-2018,2018-06-01,2018.0,6.0,2.0
365.0,12,678,577,7453,0.25,-0.20625772,8708,0.077859439,0.066260912,0.85587966,0.14412035,Miscellaneous goods and services,Misc,01-06-2018,2018-06-01,2018.0,6.0,2.0
365.0,6,84,61,1906,0.095714301,-0.125,2051,0.040955633,0.029741589,0.92930275,0.070697218,Health,Health,01-06-2018,2018-06-01,2018.0,6.0,2.0
365.0,3,1672,2391,16187,0.2,-0.25,20250,0.0825679,0.11807407,0.79935801,0.20064197,Clothing and footwear,Clothing and footwear,01-06-2018,2018-06-01,2018.0,6.0,2.0
365.0,1,2829,3260,28467,0.25,-0.2,34556,0.081867114,0.094339624,0.82379329,0.17620674,Food and non-alcoholic beverages,Food & drink,01-06-2018,2018-06-01,2018.0,6.0,2.0
365.0,8,59,70,313,0.17419194,-0.28419936,442,0.13348417,0.15837105,0.70814478,0.29185522,Communication,Communication,01-06-2018,2018-06-01,2018.0,6.0,2.0
365.0,5,1207,1048,9815,0.19905397,-0.18887329,12070,0.1,0.086826846,0.81317317,0.18682685,"Furnishings, household equipment and maintenance",Household,01-06-2018,2018-06-01,2018.0,6.0,2.0
365.0,9,816,886,8501,0.20000397,-0.16680567,10203,0.079976477,0.086837202,0.83318633,0.16681367,Recreation and culture,Recreation & culture,01-06-2018,2018-06-01,2018.0,6.0,2.0
365.0,2,645,597,4097,0.14285715,-0.16666667,5339,0.12080914,0.11181869,0.76737219,0.23262784,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-06-2018,2018-06-01,2018.0,6.0,2.0
365.0,4,119,122,1867,0.1258361,-0.15225524,2108,0.056451611,0.057874762,0.88567364,0.11432637,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-06-2018,2018-06-01,2018.0,6.0,2.0
365.0,11,391,92,8679,0.049999952,-0.087069824,9162,0.04267627,0.010041475,0.94728225,0.052717745,Restaurants and Hotels,Restaurants & Hotels,01-06-2018,2018-06-01,2018.0,6.0,2.0
366.0,12,618,741,7328,0.23473239,-0.24928054,8687,0.071140788,0.085299872,0.84355932,0.15644066,Miscellaneous goods and services,Misc,01-07-2018,2018-07-01,2018.0,7.0,3.0
366.0,1,3550,3141,27491,0.17652249,-0.18550369,34182,0.10385583,0.091890469,0.8042537,0.1957463,Food and non-alcoholic beverages,Food & drink,01-07-2018,2018-07-01,2018.0,7.0,3.0
366.0,2,510,622,4139,0.16071428,-0.1,5271,0.096755832,0.11800417,0.78523999,0.21476001,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-07-2018,2018-07-01,2018.0,7.0,3.0
366.0,8,50,40,367,0.48355243,-0.26666668,457,0.10940919,0.08752735,0.80306345,0.19693655,Communication,Communication,01-07-2018,2018-07-01,2018.0,7.0,3.0
366.0,7,162,78,2982,0.089898989,-0.089406669,3222,0.05027933,0.024208566,0.92551208,0.074487895,Transport,Transport,01-07-2018,2018-07-01,2018.0,7.0,3.0
366.0,3,1587,2895,14598,0.25000003,-0.26593408,19080,0.083176099,0.15172955,0.76509434,0.23490566,Clothing and footwear,Clothing and footwear,01-07-2018,2018-07-01,2018.0,7.0,3.0
366.0,5,843,1903,9314,0.18572934,-0.15628281,12060,0.069900498,0.15779436,0.77230513,0.22769485,"Furnishings, household equipment and maintenance",Household,01-07-2018,2018-07-01,2018.0,7.0,3.0
366.0,6,83,60,1940,0.094804272,-0.19706632,2083,0.039846376,0.02880461,0.93134904,0.068650983,Health,Health,01-07-2018,2018-07-01,2018.0,7.0,3.0
366.0,11,455,179,8645,0.051276647,-0.055867642,9279,0.049035456,0.019290872,0.93167365,0.068326324,Restaurants and Hotels,Restaurants & Hotels,01-07-2018,2018-07-01,2018.0,7.0,3.0
366.0,9,807,775,8608,0.2121855,-0.16425818,10190,0.079195291,0.076054953,0.84474975,0.15525025,Recreation and culture,Recreation & culture,01-07-2018,2018-07-01,2018.0,7.0,3.0
366.0,4,230,204,1690,0.050173052,-0.12416279,2124,0.10828625,0.096045196,0.79566854,0.20433146,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-07-2018,2018-07-01,2018.0,7.0,3.0
367.0,2,808,582,3889,0.099403389,-0.14044517,5279,0.15305929,0.11024816,0.73669255,0.26330745,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-08-2018,2018-08-01,2018.0,8.0,3.0
367.0,3,2688,2234,13677,0.37406197,-0.25,18599,0.1445239,0.12011398,0.73536211,0.26463789,Clothing and footwear,Clothing and footwear,01-08-2018,2018-08-01,2018.0,8.0,3.0
367.0,5,1884,1047,8902,0.17649135,-0.19999999,11833,0.15921575,0.088481367,0.75230289,0.24769711,"Furnishings, household equipment and maintenance",Household,01-08-2018,2018-08-01,2018.0,8.0,3.0
367.0,4,201,107,1829,0.07692308,-0.094414622,2137,0.094057091,0.050070193,0.85587269,0.14412728,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-08-2018,2018-08-01,2018.0,8.0,3.0
367.0,6,106,39,1946,0.081547618,-0.14401126,2091,0.050693449,0.018651363,0.93065518,0.069344811,Health,Health,01-08-2018,2018-08-01,2018.0,8.0,3.0
367.0,1,4052,2998,26672,0.1039139,-0.16666669,33722,0.12015895,0.08890339,0.79093766,0.20906234,Food and non-alcoholic beverages,Food & drink,01-08-2018,2018-08-01,2018.0,8.0,3.0
367.0,9,911,1191,7916,0.17438155,-0.18085548,10018,0.090936318,0.11888601,0.7901777,0.20982233,Recreation and culture,Recreation & culture,01-08-2018,2018-08-01,2018.0,8.0,3.0
367.0,11,473,217,8554,0.0568191,-0.086956508,9244,0.051168326,0.023474686,0.92535698,0.074643016,Restaurants and Hotels,Restaurants & Hotels,01-08-2018,2018-08-01,2018.0,8.0,3.0
367.0,8,16,65,372,0.34179172,-0.15629002,453,0.035320088,0.14348786,0.82119203,0.17880794,Communication,Communication,01-08-2018,2018-08-01,2018.0,8.0,3.0
367.0,7,193,90,2942,0.10961117,-0.14844877,3225,0.05984496,0.027906977,0.91224808,0.08775194,Transport,Transport,01-08-2018,2018-08-01,2018.0,8.0,3.0
367.0,12,989,612,7005,0.19686517,-0.22324187,8606,0.11491983,0.071113177,0.81396699,0.18603301,Miscellaneous goods and services,Misc,01-08-2018,2018-08-01,2018.0,8.0,3.0
368.0,6,85,51,1938,0.14285715,-0.073538192,2074,0.040983606,0.024590164,0.93442625,0.065573767,Health,Health,01-09-2018,2018-09-01,2018.0,9.0,3.0
368.0,2,708,531,4046,0.12781952,-0.13636364,5285,0.13396405,0.10047304,0.76556289,0.23443708,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-09-2018,2018-09-01,2018.0,9.0,3.0
368.0,11,509,107,8588,0.045326561,-0.080338299,9204,0.055302043,0.01162538,0.93307257,0.066927426,Restaurants and Hotels,Restaurants & Hotels,01-09-2018,2018-09-01,2018.0,9.0,3.0
368.0,1,3506,2919,27593,0.1845748,-0.1860577,34018,0.10306308,0.085807517,0.81112939,0.18887061,Food and non-alcoholic beverages,Food & drink,01-09-2018,2018-09-01,2018.0,9.0,3.0
368.0,5,1265,942,9435,0.19647965,-0.20029232,11642,0.10865831,0.080913931,0.81042778,0.18957224,"Furnishings, household equipment and maintenance",Household,01-09-2018,2018-09-01,2018.0,9.0,3.0
368.0,4,227,94,1813,0.071249999,-0.090081871,2134,0.10637301,0.044048734,0.84957826,0.15042174,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-09-2018,2018-09-01,2018.0,9.0,3.0
368.0,12,668,553,7364,0.2,-0.21873471,8585,0.077810131,0.06441468,0.85777521,0.14222482,Miscellaneous goods and services,Misc,01-09-2018,2018-09-01,2018.0,9.0,3.0
368.0,8,62,51,331,0.28577551,-0.36822897,444,0.13963965,0.11486486,0.7454955,0.2545045,Communication,Communication,01-09-2018,2018-09-01,2018.0,9.0,3.0
368.0,3,2313,1353,14928,0.33337778,-0.19999999,18594,0.12439497,0.07276541,0.80283964,0.19716038,Clothing and footwear,Clothing and footwear,01-09-2018,2018-09-01,2018.0,9.0,3.0
368.0,7,202,73,2926,0.11009175,-0.086870342,3201,0.063105278,0.022805374,0.91408932,0.085910648,Transport,Transport,01-09-2018,2018-09-01,2018.0,9.0,3.0
368.0,9,904,680,8351,0.19176413,-0.16666667,9935,0.090991445,0.068444893,0.84056365,0.15943635,Recreation and culture,Recreation & culture,01-09-2018,2018-09-01,2018.0,9.0,3.0
369.0,3,1750,2009,15453,0.25031289,-0.20872539,19212,0.091088906,0.10457006,0.80434102,0.19565897,Clothing and footwear,Clothing and footwear,01-10-2018,2018-10-01,2018.0,10.0,4.0
369.0,4,262,86,1794,0.089525513,-0.13547225,2142,0.12231559,0.040149394,0.83753502,0.16246499,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-10-2018,2018-10-01,2018.0,10.0,4.0
369.0,5,832,1231,9468,0.20004,-0.15477903,11531,0.072153322,0.1067557,0.821091,0.17890903,"Furnishings, household equipment and maintenance",Household,01-10-2018,2018-10-01,2018.0,10.0,4.0
369.0,1,3296,2916,27629,0.2,-0.19678715,33841,0.097396649,0.086167663,0.81643569,0.18356431,Food and non-alcoholic beverages,Food & drink,01-10-2018,2018-10-01,2018.0,10.0,4.0
369.0,2,602,650,3916,0.14692308,-0.17424241,5168,0.11648607,0.125774,0.75773996,0.24226007,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-10-2018,2018-10-01,2018.0,10.0,4.0
369.0,8,50,30,371,0.80294192,-0.22194277,451,0.11086474,0.066518851,0.8226164,0.1773836,Communication,Communication,01-10-2018,2018-10-01,2018.0,10.0,4.0
369.0,12,735,639,7129,0.22500002,-0.2,8503,0.086440079,0.075149946,0.83840996,0.16159002,Miscellaneous goods and services,Misc,01-10-2018,2018-10-01,2018.0,10.0,4.0
369.0,7,141,100,2960,0.11742424,-0.13280885,3201,0.044048734,0.031240238,0.92471105,0.075288974,Transport,Transport,01-10-2018,2018-10-01,2018.0,10.0,4.0
369.0,11,589,197,8409,0.04348775,-0.069674715,9195,0.064056553,0.021424687,0.91451877,0.085481241,Restaurants and Hotels,Restaurants & Hotels,01-10-2018,2018-10-01,2018.0,10.0,4.0
369.0,9,845,667,8524,0.19119221,-0.16722408,10036,0.084196888,0.066460744,0.84934235,0.15065762,Recreation and culture,Recreation & culture,01-10-2018,2018-10-01,2018.0,10.0,4.0
369.0,6,65,113,1893,0.10383372,-0.17153583,2071,0.031385805,0.054563012,0.91405118,0.085948817,Health,Health,01-10-2018,2018-10-01,2018.0,10.0,4.0
370.0,5,1037,871,9778,0.13069272,-0.15590267,11686,0.088738665,0.074533626,0.83672768,0.16327229,"Furnishings, household equipment and maintenance",Household,01-11-2018,2018-11-01,2018.0,11.0,4.0
370.0,7,119,133,2978,0.087121204,-0.1435176,3230,0.036842104,0.041176472,0.92198145,0.078018576,Transport,Transport,01-11-2018,2018-11-01,2018.0,11.0,4.0
370.0,3,2032,1693,15495,0.25012505,-0.23076923,19220,0.1057232,0.088085331,0.80619144,0.19380853,Clothing and footwear,Clothing and footwear,01-11-2018,2018-11-01,2018.0,11.0,4.0
370.0,1,3477,2830,27225,0.20445043,-0.19459462,33532,0.103692,0.084396996,0.81191099,0.18808898,Food and non-alcoholic beverages,Food & drink,01-11-2018,2018-11-01,2018.0,11.0,4.0
370.0,9,673,919,8476,0.19742648,-0.16228071,10068,0.066845454,0.091279298,0.84187526,0.15812474,Recreation and culture,Recreation & culture,01-11-2018,2018-11-01,2018.0,11.0,4.0
370.0,6,76,89,1914,0.10000002,-0.15394737,2079,0.036556035,0.042809043,0.92063493,0.079365075,Health,Health,01-11-2018,2018-11-01,2018.0,11.0,4.0
370.0,2,1166,797,3186,0.12090087,-0.14285715,5149,0.22645174,0.15478733,0.61876094,0.38123906,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-11-2018,2018-11-01,2018.0,11.0,4.0
370.0,12,677,549,7236,0.24666667,-0.22413796,8462,0.080004729,0.064878277,0.85511702,0.14488301,Miscellaneous goods and services,Misc,01-11-2018,2018-11-01,2018.0,11.0,4.0
370.0,4,193,189,1741,0.069674872,-0.1498602,2123,0.090909094,0.089024961,0.82006592,0.17993405,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-11-2018,2018-11-01,2018.0,11.0,4.0
370.0,11,644,124,8415,0.05505053,-0.070707053,9183,0.070129588,0.013503212,0.91636717,0.083632797,Restaurants and Hotels,Restaurants & Hotels,01-11-2018,2018-11-01,2018.0,11.0,4.0
370.0,8,44,46,367,0.24539588,-0.23333335,457,0.096280091,0.10065646,0.80306345,0.19693655,Communication,Communication,01-11-2018,2018-11-01,2018.0,11.0,4.0
371.0,5,1141,715,9912,0.14999196,-0.14294529,11768,0.096957855,0.060757987,0.84228414,0.15771584,"Furnishings, household equipment and maintenance",Household,01-12-2018,2018-12-01,2018.0,12.0,4.0
371.0,2,516,792,3896,0.1,-0.11111111,5204,0.099154495,0.15219063,0.7486549,0.25134513,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-12-2018,2018-12-01,2018.0,12.0,4.0
371.0,12,598,723,7111,0.15207374,-0.22234583,8432,0.070920303,0.085744783,0.84333491,0.15666509,Miscellaneous goods and services,Misc,01-12-2018,2018-12-01,2018.0,12.0,4.0
371.0,11,431,135,8680,0.049999952,-0.088880688,9246,0.046614751,0.014600908,0.93878436,0.061215661,Restaurants and Hotels,Restaurants & Hotels,01-12-2018,2018-12-01,2018.0,12.0,4.0
371.0,1,3988,2612,27158,0.21962501,-0.19965871,33758,0.11813496,0.07737425,0.8044908,0.19550921,Food and non-alcoholic beverages,Food & drink,01-12-2018,2018-12-01,2018.0,12.0,4.0
371.0,7,132,100,2984,0.068334505,-0.12475806,3216,0.041044775,0.031094527,0.92786068,0.0721393,Transport,Transport,01-12-2018,2018-12-01,2018.0,12.0,4.0
371.0,9,712,885,8531,0.12735415,-0.18190086,10128,0.070300154,0.087381519,0.8423183,0.15768167,Recreation and culture,Recreation & culture,01-12-2018,2018-12-01,2018.0,12.0,4.0
371.0,8,50,9,427,0.23168498,-0.310534,486,0.10288066,0.018518519,0.87860084,0.12139918,Communication,Communication,01-12-2018,2018-12-01,2018.0,12.0,4.0
371.0,6,85,95,1910,0.27911949,-0.16437036,2090,0.040669855,0.045454547,0.91387558,0.086124405,Health,Health,01-12-2018,2018-12-01,2018.0,12.0,4.0
371.0,4,209,117,1780,0.13418078,-0.090909094,2106,0.099240266,0.055555556,0.84520417,0.15479583,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-12-2018,2018-12-01,2018.0,12.0,4.0
371.0,3,1419,1850,15422,0.25,-0.23205128,18691,0.075918891,0.098978117,0.82510298,0.17489702,Clothing and footwear,Clothing and footwear,01-12-2018,2018-12-01,2018.0,12.0,4.0
372.0,8,22,77,411,0.18061736,-0.25009996,510,0.043137256,0.1509804,0.80588233,0.19411765,Communication,Communication,01-01-2019,2019-01-01,2019.0,1.0,1.0
372.0,11,362,192,8706,0.054804813,-0.093377158,9260,0.039092872,0.020734342,0.94017279,0.059827216,Restaurants and Hotels,Restaurants & Hotels,01-01-2019,2019-01-01,2019.0,1.0,1.0
372.0,6,109,76,1899,0.125,-0.11111111,2084,0.052303262,0.036468331,0.91122842,0.088771597,Health,Health,01-01-2019,2019-01-01,2019.0,1.0,1.0
372.0,12,724,732,7209,0.20021081,-0.24791667,8665,0.083554529,0.084477782,0.83196771,0.16803232,Miscellaneous goods and services,Misc,01-01-2019,2019-01-01,2019.0,1.0,1.0
372.0,5,744,1889,9088,0.1816667,-0.18659461,11721,0.06347581,0.16116372,0.77536047,0.22463953,"Furnishings, household equipment and maintenance",Household,01-01-2019,2019-01-01,2019.0,1.0,1.0
372.0,2,1305,259,3789,0.16666667,-0.14285715,5353,0.24378853,0.048384085,0.70782739,0.29217261,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-01-2019,2019-01-01,2019.0,1.0,1.0
372.0,4,162,245,1674,0.057647031,-0.14285715,2081,0.07784719,0.11773186,0.80442095,0.19557905,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-01-2019,2019-01-01,2019.0,1.0,1.0
372.0,9,944,954,7937,0.1875,-0.19055951,9835,0.095983729,0.09700051,0.80701578,0.19298424,Recreation and culture,Recreation & culture,01-01-2019,2019-01-01,2019.0,1.0,1.0
372.0,1,4347,2929,27702,0.14,-0.19214357,34978,0.12427812,0.083738349,0.79198354,0.20801647,Food and non-alcoholic beverages,Food & drink,01-01-2019,2019-01-01,2019.0,1.0,1.0
372.0,7,267,169,2715,0.067114092,-0.11278196,3151,0.084735006,0.053633768,0.86163121,0.13836877,Transport,Transport,01-01-2019,2019-01-01,2019.0,1.0,1.0
372.0,3,1903,3592,13085,0.25,-0.27272728,18580,0.10242196,0.19332616,0.70425189,0.29574811,Clothing and footwear,Clothing and footwear,01-01-2019,2019-01-01,2019.0,1.0,1.0
373.0,7,146,73,2534,0.088888891,-0.094602063,2753,0.053033054,0.026516527,0.92045039,0.079549581,Transport,Transport,01-02-2019,2019-02-01,2019.0,2.0,1.0
373.0,8,45,18,408,0.48214284,-0.17703418,471,0.095541403,0.038216561,0.86624205,0.13375796,Communication,Communication,01-02-2019,2019-02-01,2019.0,2.0,1.0
373.0,2,962,421,3403,0.06495098,-0.15847921,4786,0.20100293,0.0879649,0.71103215,0.28896782,"Alcoholic beverages, tobacco and narcotics",Alcohol & tobacco,01-02-2019,2019-02-01,2019.0,2.0,1.0
373.0,5,1548,768,7453,0.18181819,-0.2,9769,0.15846044,0.078616031,0.76292354,0.23707646,"Furnishings, household equipment and maintenance",Household,01-02-2019,2019-02-01,2019.0,2.0,1.0
373.0,9,1010,778,6538,0.22225311,-0.16035075,8326,0.12130675,0.093442231,0.78525102,0.21474898,Recreation and culture,Recreation & culture,01-02-2019,2019-02-01,2019.0,2.0,1.0
373.0,12,774,634,6289,0.25,-0.24406415,7697,0.10055866,0.082369752,0.81707156,0.18292841,Miscellaneous goods and services,Misc,01-02-2019,2019-02-01,2019.0,2.0,1.0
373.0,11,413,134,6800,0.064516149,-0.088932797,7347,0.05621342,0.018238736,0.92554784,0.074452154,Restaurants and Hotels,Restaurants & Hotels,01-02-2019,2019-02-01,2019.0,2.0,1.0
373.0,4,227,102,1601,0.071287438,-0.12249615,1930,0.11761658,0.05284974,0.8295337,0.17046632,"Housing, Water, Electricity, Gas and other fuels",Housing & utilities,01-02-2019,2019-02-01,2019.0,2.0,1.0
373.0,3,1848,1922,11927,0.36346155,-0.25,15697,0.1177295,0.12244378,0.75982672,0.24017328,Clothing and footwear,Clothing and footwear,01-02-2019,2019-02-01,2019.0,2.0,1.0
